ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
-21.56,-100.15,-24.18,0.01,0.87,0.94,409.28,319.55,346.51,26.16,0.78,3.64,4.64,-4.93,78.47,-23.55,1.86,9.48,18.65,125.08,-93.43,113.0,-108.08,0.0,0.48,0.48,421.07,391.57,788.8,0.0,1.83,-2.21,-1.21,-78.87,182.68,-46.07,-11.78,9.48,16.85,-426.96,1
-47.91,30.95,-24.18,0.08,0.36,0.36,184.17,113.43,402.29,0.17,2.55,-1.65,-0.65,85.33,254.81,-15.95,-6.58,21.32,67.23,654.21,-31.92,16.21,-53.16,0.0,0.35,0.35,606.08,555.03,1611.63,,2.97,-1.51,-0.51,15.72,296.97,-9.82,-23.77,19.42,79.33,201.45,1
0.41,2.62,0.33,0.01,0.87,1.0,287.58,187.81,203.78,30.52,0.84,5.34,6.34,7.34,84.22,5.12,1.0,11.01,5.46,62.07,-18.69,177.13,-15.17,0.01,0.74,0.77,295.34,214.07,294.76,9.83,1.11,-10.48,-9.48,-12.89,110.55,-14.29,-0.66,8.99,4.7,-116.24,1
-0.57,-2.03,-0.28,-0.13,1.16,1.51,183.15,151.62,117.9,42.44,0.72,2.59,3.59,30.14,72.11,0.02,33.79,0.0,15.41,158.26,1.65,51.84,0.73,0.06,0.84,1.09,159.85,111.66,104.88,36.39,0.97,30.39,31.39,31.85,96.81,2.12,12.21,24.3,13.26,74.32,1
9.25,75.01,6.64,0.06,0.71,0.72,261.96,146.61,225.62,3.75,0.88,7.11,8.11,22.35,87.67,17.82,0.34,0.0,9.4,42.75,1.13,16.11,1.49,0.0,0.82,0.82,481.02,357.88,439.44,0.04,0.93,13.24,14.24,20.33,92.98,9.35,0.29,0.0,25.37,73.77,1
0.06,2.84,0.05,0.0,3.46,3.46,297.24,293.04,84.75,,0.98,46.23,47.23,9.42,97.88,0.06,,0.0,7.62,79.27,-8.49,149.39,-7.43,0.0,2.25,2.25,318.6,314.92,125.81,,1.06,-18.6,-17.6,16.02,105.68,-8.03,,4.56,21.45,109.7,1
-0.55,-1.47,-12.81,0.01,0.51,0.53,8543.63,2599.93,5243.84,146.02,0.63,1.68,2.69,0.73,62.76,1.84,0.67,0.01,29.91,58.79,0.41,1.1,43.83,0.01,0.69,0.72,38766.89,12072.81,17904.47,658.35,0.63,1.68,2.68,0.86,62.69,0.66,0.67,0.01,48.14,51.52,1
-265.59,139.1,-30.15,0.0,0.34,0.34,41.43,40.29,118.74,,2.91,-1.52,-0.52,-129.59,290.94,-64.67,,0.0,15.44,100.91,0.0,0.0,,0.0,0.34,0.34,,,,,2.91,-1.52,-0.52,0.0,290.94,0.0,,0.0,,,1
35.96,71.33,41.35,-0.56,0.89,2.45,419.75,147.48,101.23,160.14,0.5,0.98,1.98,43.17,49.59,77.29,1.94,0.0,8.3,64.46,-79.09,-280.91,-125.97,0.02,0.98,1.05,579.75,339.15,185.81,23.99,0.72,2.55,3.55,-67.71,71.85,-88.2,2.82,28.98,18.13,-14.23,1
0.1,1.0,0.1,0.01,0.72,0.76,358.68,219.42,268.79,14.6,0.9,8.92,9.92,15.0,89.92,4.37,0.36,11.44,14.64,174.5,-8.6,-539.08,-10.0,0.01,0.8,0.84,423.26,319.99,356.5,15.75,0.98,61.66,62.67,3.68,98.4,-5.17,0.16,11.18,14.28,108.43,1
-15.8,-109.54,-24.71,0.01,0.35,0.44,570.63,152.32,394.19,40.81,0.86,5.93,6.93,7.54,85.57,-14.24,0.26,12.91,36.5,153.06,-9.13,-52.11,-13.65,0.01,0.46,0.48,544.4,198.03,395.74,8.3,0.82,4.71,5.71,6.86,82.49,-7.5,0.29,8.16,23.9,241.89,1
-1.25,-2.05,-5388.71,0.0,0.77,0.77,1575692.55,393216.56,598876.09,,0.39,0.64,1.64,-1.26,39.02,-3.12,0.87,0.0,-38.59,3.85,20.4,-4.05,,0.0,0.03,0.03,,,,,6.03,-1.2,-0.2,20.4,603.38,3.45,-5.93,0.0,,0.0,1
-28.73,-444.68,-46.49,0.06,1.07,1.09,590.66,214.72,210.86,2.99,0.93,14.43,15.48,2.06,93.54,-26.21,1.05,0.0,49.83,170.94,-50.24,121.75,-53.27,0.0,0.54,0.56,386.01,136.17,250.86,3.01,1.41,-3.42,-2.42,-14.29,141.26,-31.83,0.53,0.0,38.12,-2043.68,1
-202.95,16.99,-230.8,0.0,0.08,0.08,415.08,386.7,5001.19,0.44,12.95,-1.08,-0.08,-70.16,1294.87,-15.55,-239.78,0.0,151.01,358.82,-418.49,13.69,-418.54,0.0,0.03,0.03,364.04,358.91,10727.0,,31.57,-1.03,-0.03,-80.1,3157.28,-13.25,,0.04,338.43,1122.91,1
-16.58,132.08,-12.27,0.02,0.66,0.67,270.12,174.13,290.34,1.19,1.1,-8.77,-7.97,0.87,112.55,-9.77,-0.44,0.0,12.91,290.34,-18.19,54.2,-224.31,0.09,2.47,2.49,4489.62,438.65,1307.93,22.48,1.33,-3.96,-2.98,-12.52,133.55,-9.34,2.63,0.0,69.87,-220.65,1
-0.4,-13.6,-0.58,0.0,0.05,0.85,529.52,22.65,472.64,381.06,0.97,33.02,34.02,19.52,97.06,0.52,0.15,0.0,28.9,78.35,-67.22,106.07,-125.75,0.02,0.1,0.57,680.91,70.25,917.63,438.93,1.63,-2.58,-1.58,-43.47,163.38,-40.2,-2.77,0.0,44.44,-58.74,1
0.22,1.8,0.38,0.09,0.97,1.16,615.79,207.68,136.3,45.34,0.83,6.68,8.07,10.79,87.61,8.05,1.03,56.54,17.82,54.41,0.33,2.24,0.66,0.25,0.6,1.02,731.89,88.79,133.96,108.2,0.82,5.57,6.79,13.0,85.27,10.77,0.96,59.99,25.47,54.74,1
-31.25,2870.61,-26.96,0.16,0.41,0.55,314.87,67.58,293.37,43.09,1.01,-92.87,-91.87,-17.22,101.09,-23.57,0.1,3.42,12.1,-266.19,-507.4,97.64,-146.91,0.0,0.14,0.14,105.39,89.49,645.24,,6.2,-1.19,-0.19,-449.52,619.67,-76.4,-50.57,0.0,16.76,-46.55,1
5.35,23.46,4.49,0.07,1.96,2.13,306.5,256.03,79.12,24.68,0.77,3.38,4.38,20.8,77.19,8.6,34.03,19.92,12.98,48.26,-12.81,-167.29,-15.03,0.09,1.28,1.53,427.05,317.3,180.18,67.64,0.92,12.04,13.06,-5.8,92.34,-13.48,27.25,21.94,8.22,-158.06,1
1.92,46.08,0.89,0.03,0.91,1.02,169.11,135.36,154.96,17.63,0.96,23.02,24.02,17.79,95.84,2.0,1.33,1.52,7.35,153.21,-19.5,112.8,-14.07,0.0,0.75,0.89,262.55,213.06,284.37,40.42,1.17,-6.78,-5.78,-2.42,117.29,-16.05,-4.33,4.82,12.32,-199.56,1
-139.95,112.9,-30.95,0.02,0.4,0.4,80.71,63.72,168.24,1.33,2.24,-1.81,-0.81,138.79,223.96,-59.37,-8.7,0.0,61.64,186.16,-216.75,47.49,-29.49,0.11,0.17,0.17,49.52,16.09,266.34,,5.56,-1.22,-0.22,281.11,556.4,-38.04,-88.3,0.0,67.74,126.82,1
-1.95,-13.03,-1.47,0.17,1.11,1.12,274.8,215.44,200.95,1.52,0.85,5.69,6.69,21.58,85.06,-0.1,3.15,9.78,17.71,95.49,-317.5,172.58,-50.24,0.03,0.25,0.25,57.6,34.62,159.71,,2.84,-1.54,-0.54,-152.27,283.98,-109.34,-5.91,0.0,26.14,-196.6,1
-20.22,-970.4,-11.39,0.23,0.56,0.57,205.64,39.96,126.48,1.41,0.98,46.98,47.98,14.25,97.92,-1.53,0.58,1.85,19.42,92.47,-5.08,-38.47,-3.25,0.25,1.23,1.24,232.32,101.61,65.77,1.89,0.87,6.57,7.57,11.82,86.78,8.69,1.42,47.16,10.79,46.61,1
0.24,0.6,0.27,-0.14,0.57,1.52,401.91,95.71,156.18,151.56,0.59,1.45,2.45,7.57,59.2,0.8,1.32,11.36,8.07,89.98,-8.65,-30.23,-24.98,0.0,0.5,0.97,1051.74,291.05,593.79,305.21,0.71,2.5,3.5,-5.28,71.4,-12.06,1.02,13.07,9.74,-77.72,1
85.03,213.24,187.95,0.0,2.94,2.96,806.8,481.64,116.12,3.39,0.6,1.5,2.51,98.49,60.13,167.39,2.27,23.03,29.76,137.72,-20.71,-64.43,-141.17,0.0,1.25,1.3,2480.72,1556.36,969.65,70.5,0.66,2.05,3.11,-11.8,67.85,-5.95,1.45,17.32,60.72,-271.8,1
-0.33,0.03,,0.0,0.09,0.09,,,,,11.42,-1.1,-0.1,-0.33,1141.76,-0.03,,0.0,,0.0,-0.12,0.01,-0.26,0.0,0.09,0.09,767.3,760.89,8675.22,,11.43,-1.1,-0.1,-0.12,1143.18,-0.01,,0.0,0.0,0.0,1
-20.5,-90.87,-75.29,0.16,0.25,0.61,1340.46,88.47,1020.42,371.43,0.77,3.43,4.43,-16.05,77.44,-17.4,0.43,0.0,16.36,-19.79,-69.61,73.06,-44.96,0.06,0.06,0.31,235.08,1.23,453.3,115.48,1.95,-2.05,-1.05,-27.1,195.29,-30.85,-2.39,0.0,27.46,-57.96,1
-1.11,434.85,-0.66,0.0,0.42,0.98,216.2,68.98,133.52,93.22,0.94,-369.49,-391.52,5.69,100.26,1.57,0.67,24.36,4.03,108.11,-0.13,-10.97,-0.08,0.02,0.27,0.94,212.97,39.05,121.16,105.45,0.97,79.69,81.99,7.68,98.78,2.97,0.79,25.62,4.57,89.06,1
-9.43,-139.98,-6.51,0.03,0.89,1.07,252.17,190.01,162.88,41.83,0.93,13.83,14.85,27.03,93.26,-7.57,2.07,23.65,25.19,134.71,-39.81,108.85,-18.01,0.0,0.77,0.77,164.63,163.53,138.98,,1.37,-3.73,-2.73,5.4,136.57,-27.45,-2038.12,45.12,20.45,-3211.8,1
2.92,8.5,1.56,0.21,1.36,1.36,194.8,142.49,123.59,0.0,0.66,1.91,2.91,3.25,65.6,4.46,,0.0,0.17,10.21,-27.09,-49.78,-160.65,0.03,2.54,2.83,2158.46,1893.28,752.87,222.75,0.38,0.7,1.84,-27.09,45.58,-71.3,,0.0,0.0,0.0,1
