ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
11.66,552.16,5.32,0.37,1.43,1.5,166.15,5.93,77.14,5.27,0.98,46.36,47.36,32.49,97.89,21.82,0.94,0.0,9.51,64.01,21.8,95.3,9.74,0.06,1.12,1.21,162.7,122.36,115.63,10.94,0.77,3.37,4.37,44.09,77.13,35.72,2.36,0.0,9.97,35.46,1
-18.12,160.82,-16.63,0.08,0.9,0.9,334.13,301.16,367.65,,1.11,-9.88,-8.88,-14.5,111.26,-16.28,,0.0,3.32,-20.49,0.47,-15.52,1.13,0.01,0.77,0.77,874.08,680.2,888.24,,1.03,-34.0,-33.03,16.51,103.03,0.46,,0.0,38.53,93.87,1
0.09,12.53,0.21,0.03,0.68,1.89,891.64,259.58,136.3,486.07,0.84,122.85,145.46,1.54,99.31,1.15,1.44,49.65,3.55,-35.1,-0.6,-9.97,-5.8,0.0,0.54,1.68,3519.67,958.89,980.83,2080.45,0.81,13.55,16.63,-0.33,93.99,-0.23,2.69,38.36,2.6,23.61,1
-998.71,100.64,-274.64,0.0,0.09,0.09,100.1,79.28,1064.88,,10.9,-1.1,-0.1,-967.44,1092.38,-91.46,,0.0,8.6,-43.95,221.18,-7.89,,0.01,0.03,0.03,,,,,29.02,-1.04,-0.04,221.11,2901.95,7.62,,0.0,,-0.07,1
6.42,12.5,2.84,1.49,3.5,3.5,161.1,66.67,33.1,,0.49,0.95,1.95,6.42,48.6,31.31,3.0,0.0,0.0,0.0,2.76,59.54,2.65,0.02,1.04,1.04,350.09,320.74,312.51,,0.95,20.61,21.61,7.72,95.37,3.77,1.63,1.2,4.78,51.54,1
-8.29,-124.03,-3.42,0.05,0.62,0.75,150.44,69.92,131.91,16.68,0.93,13.97,14.97,3.51,93.32,-5.8,0.37,0.0,4.88,60.52,-8.87,222.38,-4.79,0.06,1.15,1.16,196.69,170.64,157.18,1.43,1.04,-26.08,-25.08,0.17,103.99,-7.1,-0.51,4.01,4.88,164.84,1
0.43,17.69,0.06,0.34,1.01,1.01,47.6,29.22,43.63,,0.98,40.58,41.58,38.42,97.6,4.46,1.09,3.45,4.97,11.81,3.62,63.42,3.05,0.2,1.06,1.06,307.03,245.22,283.81,,0.94,16.54,17.54,21.31,94.3,5.81,15.66,0.0,14.92,75.98,1
14.08,139.48,9.88,0.02,0.69,0.82,255.39,143.95,193.86,26.84,0.9,8.88,9.9,26.18,89.9,20.61,0.47,11.46,8.49,35.59,1.06,12.84,0.78,0.07,0.88,0.89,269.37,193.53,209.52,1.56,0.92,11.15,12.15,11.54,91.77,4.33,0.48,12.15,7.76,59.92,1
-0.53,-4.75,-0.61,0.0,0.97,0.99,421.69,224.77,204.64,6.42,0.89,8.03,9.04,15.79,88.94,3.27,1.98,27.33,18.9,98.02,-4.4,-57.17,-6.77,0.04,0.98,0.99,559.81,353.22,274.74,7.13,0.92,11.99,12.99,9.75,92.3,-1.72,1.96,28.15,21.76,94.8,1
-320.17,100.0,,,,,,,,,4.2,-1.31,-0.31,-320.17,420.17,-76.2,,0.0,,0.0,-30.75,102.93,-10.59,0.0,0.79,0.79,125.39,123.72,156.33,0.0,1.3,-4.35,-3.35,125.92,129.87,-23.67,,0.0,53.97,127.34,1
-10.88,150.13,-7.42,0.29,0.81,0.81,248.28,110.25,204.33,1.1,0.97,-13.44,-13.79,16.09,107.25,-9.92,-0.36,12.9,18.4,152.52,-6.48,-123.14,-3.97,0.05,0.84,0.85,222.97,98.25,150.74,1.34,0.88,16.8,19.01,19.86,94.74,-0.4,0.58,0.0,16.13,76.59,1
-6.41,-297.62,-4.17,0.61,0.72,0.76,236.63,24.58,223.93,9.14,0.98,45.44,46.44,54.05,97.85,-5.98,0.16,0.0,39.3,89.4,-62.78,106.43,-47.31,0.45,0.48,0.52,274.29,10.88,348.33,13.53,1.59,-2.7,-1.7,10.18,158.99,-30.3,-0.93,0.0,54.98,190.12,1
0.45,2.81,0.3,0.03,0.89,0.89,242.18,141.08,198.49,0.0,0.84,5.18,6.19,14.97,83.83,7.16,0.64,0.0,9.66,87.81,7.3,51.46,6.16,0.0,1.03,1.06,307.11,230.01,244.35,7.08,0.86,6.05,7.05,14.76,85.82,15.51,1.34,1.74,6.29,40.79,1
-12.14,103.54,-20.94,0.02,0.89,0.89,627.77,602.42,693.67,,1.12,-9.53,-8.53,-11.79,111.73,-10.41,-15.33,0.0,0.61,-3.2,-6.22,33.17,-22.45,0.0,0.84,0.84,1314.52,1292.98,1543.73,,1.19,-6.33,-5.33,-5.76,118.75,-4.84,-50.27,0.0,1.64,-9.14,1
-9.72,-65.69,-33.11,0.03,0.48,0.9,1239.73,418.12,404.99,397.23,0.85,5.76,6.76,-3.96,85.2,-4.68,0.69,43.71,19.61,111.77,-6.1,-55.3,-7.08,0.02,0.56,0.8,422.4,199.41,168.3,87.57,0.89,8.06,9.06,0.99,88.96,1.43,0.38,48.27,8.24,29.42,1
4.5,9.53,3.55,0.16,1.71,1.92,286.66,221.41,142.84,31.3,0.53,1.11,2.12,25.73,52.65,12.89,16.42,,16.72,70.15,-3.92,-8.92,-3.39,0.01,1.5,1.66,314.48,252.81,166.03,27.24,0.56,1.27,2.28,9.52,56.05,-4.65,4.91,1.23,11.61,103.46,1
-67.99,100.0,-82.49,0.36,0.41,0.41,309.4,31.66,733.43,0.0,1.68,-2.47,-1.47,-49.71,167.99,-35.4,-2.15,0.0,22.17,-46.2,-24.38,44.07,-16.49,0.19,0.41,0.56,246.27,84.39,377.77,56.91,1.55,-2.81,-1.81,13.24,155.32,-11.99,-4.3,0.0,25.45,197.67,1
2.46,13.51,2.04,0.03,0.98,1.19,300.74,208.6,207.69,46.91,0.77,4.22,5.49,19.35,81.77,5.48,2.53,4.7,13.95,83.37,1.47,18.66,1.15,0.04,1.11,1.12,286.59,231.36,201.29,1.13,0.92,11.72,12.73,12.68,92.14,2.87,1.51,6.16,8.83,75.49,1
3.03,17.59,1.54,0.02,0.72,0.81,185.28,78.26,72.72,10.05,0.79,4.6,5.81,28.05,82.78,20.38,0.64,25.3,12.74,54.93,8.13,32.61,3.41,0.0,0.77,0.78,152.57,75.09,77.54,1.53,0.75,2.99,4.01,42.31,75.07,19.07,0.62,17.04,14.33,63.32,1
2.12,31.79,0.47,0.12,0.88,0.89,80.04,48.44,63.61,0.79,0.93,13.97,14.97,20.62,93.32,12.38,0.82,0.0,4.07,53.66,-34.46,-2464.25,-13.29,0.17,0.57,0.72,140.38,48.56,110.36,17.2,0.99,70.52,71.52,-7.21,98.6,-27.0,0.36,6.69,10.51,455.41,1
0.59,8.94,0.7,0.21,1.54,2.27,429.31,215.5,162.08,119.57,1.11,16.79,15.17,0.68,93.41,0.6,4.88,0.0,0.11,14.08,2.98,30.29,1.58,0.02,0.84,0.84,193.28,91.77,113.09,0.1,1.06,10.78,10.18,3.69,90.17,4.32,0.2,0.0,0.38,21.26,1
0.27,37.09,0.16,0.09,0.92,0.92,111.14,165.39,209.05,0.0,0.99,137.0,138.0,1.32,99.28,0.27,,0.0,0.62,108.44,0.09,32.53,0.04,0.08,0.62,0.92,162.14,82.78,141.64,46.28,1.0,355.57,356.57,3.11,99.72,1.75,1.01,11.2,1.35,62.46,1
-5.19,-11.27,-12.61,0.0,0.3,1.07,884.81,111.47,283.01,303.62,0.53,1.15,2.17,12.31,53.96,-5.43,0.92,11.73,42.53,129.74,-14.03,-38.23,-3.63,0.06,0.78,1.16,94.22,36.29,37.38,19.78,0.61,1.65,2.72,3.99,63.29,-13.89,1.11,14.44,4.67,63.84,1
-1.65,-11.43,-0.6,0.03,0.4,0.9,133.0,30.92,72.78,43.61,0.69,4.77,6.94,68.54,85.6,4.02,0.47,9.27,25.64,95.72,-3.81,-36.66,-1.59,0.01,0.7,1.12,151.61,83.86,107.28,52.92,0.9,8.63,9.63,36.22,89.61,-0.3,1.96,10.29,16.67,96.64,1
2.83,12.0,2.15,0.03,1.0,1.16,276.99,129.32,127.14,24.87,0.68,2.87,4.24,9.65,76.43,7.83,1.0,13.46,5.19,37.38,1.98,6.14,3.11,0.01,1.1,1.11,572.66,333.57,239.93,5.26,0.68,2.11,3.11,9.17,67.8,5.11,1.22,22.32,11.32,55.76,1
