ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
-5.37,-52.21,-6.32,0.01,0.17,0.75,427.95,45.75,248.26,171.6,0.9,8.72,9.72,-0.12,89.71,-5.03,0.65,29.22,6.17,186.93,1
-8.56,0.66,,0.0,0.03,0.06,,,,,13.9,-1.08,-0.08,-8.31,1390.33,-0.14,-65.54,0.0,,-27.79,1
-1.1,32.87,,-0.01,0.01,0.01,,,,,1.03,-30.96,-29.96,-1.1,103.34,-1.06,0.49,0.0,,0.0,1
0.05,36.55,0.03,0.02,0.34,0.74,256.55,71.95,230.02,94.5,0.99,789.35,795.03,18.57,99.87,2.52,0.17,0.07,13.06,86.69,1
2.22,46.85,1.15,0.07,0.35,1.1,189.38,45.9,158.33,123.05,0.95,20.12,21.14,25.28,95.27,5.88,2.91,7.21,12.0,76.03,1
1.06,12.84,0.78,0.07,0.88,0.89,269.37,193.53,209.52,1.56,0.92,11.15,12.15,11.54,91.77,4.33,0.48,12.15,7.76,59.92,1
-110.95,45.36,-16.15,0.1,0.17,0.28,52.97,11.42,168.16,19.91,3.44,-1.4,-0.41,-6.38,344.62,-22.39,-12.04,0.0,15.22,278.63,1
4.18,49.47,3.59,0.01,0.89,0.89,312.61,194.45,218.24,0.04,0.92,10.83,11.83,10.38,91.54,11.99,0.98,9.61,5.32,82.29,1
0.0,0.0,,0.0,0.42,0.42,,,,,2.93,-1.52,-0.52,0.0,292.6,0.0,242.82,135.33,,,1
-0.06,-0.74,-0.02,0.05,0.19,1.0,111.64,12.64,93.52,77.0,0.91,10.62,11.62,26.13,91.39,6.36,0.93,0.0,8.03,76.2,1
-140.99,492.62,-12.77,0.05,0.68,0.75,32.97,23.37,36.65,2.49,1.28,-4.48,-3.49,61.9,128.62,-102.21,-1.85,0.0,18.38,392.1,1
-9.87,194.5,-7.07,0.0,0.38,0.63,260.96,88.8,173.21,62.61,1.05,-20.71,-19.72,14.94,105.07,-3.39,0.0,32.5,17.78,105.98,1
