ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,IS_BANKRUPT
-0.38,-2.4,-0.23,-0.02,1.05,1.23,221.16,187.98,175.77,32.07,0.84,5.34,6.34,16.77,84.23,0.04,21.56,0.0,10.42,119.54,1
2.2,32.11,1.76,0.26,0.79,1.2,290.79,85.65,143.59,67.51,0.93,13.61,14.61,27.17,93.16,17.05,1.36,6.35,19.95,67.36,1
4.79,85.2,5.68,0.0,0.4,1.06,432.09,159.32,402.83,269.22,0.94,16.8,17.8,14.84,94.38,5.27,11.85,0.0,11.93,61.56,1
-101.48,148.42,-68.59,0.0,0.55,0.59,246.02,160.7,251.58,15.47,1.68,-2.46,-1.46,-61.56,168.37,-60.27,-21.31,59.58,26.98,-68.66,1
0.04,21.19,0.04,0.0,0.24,0.99,375.58,88.57,295.66,281.54,1.0,574.0,575.0,5.81,99.83,0.16,0.17,20.22,5.96,61.99,1
-20.0,156.49,-55.86,0.0,0.05,0.17,1016.64,48.72,869.06,112.18,1.13,-8.83,-7.83,-13.85,112.78,-1.97,0.09,7.71,17.19,78.0,1
-3.14,-15.44,-1.84,0.02,0.11,1.03,213.38,12.75,93.38,143.82,0.8,3.91,4.92,38.42,79.68,0.66,1.01,30.21,24.36,85.05,1
0.55,2.56,0.32,0.18,1.17,1.28,211.62,63.68,44.39,6.99,0.54,2.51,4.61,41.15,78.32,24.64,0.75,19.86,23.6,82.06,1
3.52,68.44,1.22,0.14,2.35,2.41,126.77,112.06,50.83,3.06,0.47,9.14,19.47,214.41,94.86,7.49,,0.0,73.44,122.09,1
0.01,0.34,0.0,0.06,0.61,0.81,103.64,42.62,58.06,15.85,0.98,57.89,58.89,5.45,98.3,10.11,0.63,26.36,1.55,29.62,1
-33.53,-224.13,-434.12,0.35,0.58,0.66,4713.08,282.19,1272.38,103.68,0.85,5.68,6.68,-17.48,85.04,-36.7,0.86,0.0,207.72,-103.6,1
-29.94,896.34,-25.13,0.01,0.41,0.77,305.54,100.06,210.26,107.55,1.03,-30.94,-29.94,-9.91,103.34,-22.11,0.07,27.36,16.81,200.57,1
-108.12,7.58,-27.0,-0.04,0.02,0.06,90.92,,1108.91,49.07,15.26,-1.07,-0.07,-55.61,1526.47,-7.08,-46.8,293.22,13.11,-95.69,1
0.11,0.18,0.11,0.65,1.73,2.44,361.63,84.0,83.24,95.48,0.38,0.62,1.62,15.81,38.13,15.03,102.19,13.47,15.6,65.66,1
9.63,20.85,12.09,0.0,0.25,0.32,456.72,59.51,158.09,18.37,0.54,1.16,2.16,19.31,53.78,24.24,0.56,18.49,12.14,38.26,1
0.25,3.48,0.67,0.07,0.26,0.64,983.78,60.06,164.4,122.12,0.93,13.12,14.12,2.2,92.92,1.98,0.41,35.63,5.29,39.26,1
-9.78,117.78,-5.91,0.01,0.68,0.72,132.26,150.64,225.73,10.13,1.08,-13.04,-12.04,52.09,108.3,-3.03,-0.33,0.0,37.36,105.25,1
9.85,53.33,9.45,0.65,1.08,0.43,348.92,0.31,121.03,-79.46,0.82,4.41,5.41,19.79,81.52,19.3,0.66,37.68,9.52,29.04,1
-3.8,-24.88,,0.02,0.46,0.98,,,,,0.85,5.54,6.54,-3.8,84.71,-4.49,0.91,0.0,,0.0,1
-7.67,-28.56,-5.49,0.01,0.46,0.76,260.5,66.17,130.95,47.8,0.73,2.73,3.73,23.96,73.16,7.37,0.7,10.65,22.63,77.08,1
18.55,26.41,5.93,0.06,1.42,2.57,116.31,45.56,33.25,39.24,0.3,0.42,1.42,37.72,29.76,86.94,2.85,0.39,6.12,38.49,1
6.5,-278.3,3.47,0.01,0.41,0.68,194.32,65.09,163.17,44.33,1.02,-43.8,-42.8,18.14,102.34,11.19,0.34,13.65,6.21,45.0,1
10.08,58.44,10.24,0.01,0.7,1.63,369.7,107.38,157.76,149.09,0.83,4.78,5.8,38.35,82.75,15.79,1.81,34.29,28.71,58.55,1
0.71,6.73,0.42,0.02,0.91,1.12,215.95,168.82,180.5,39.51,0.89,8.46,9.46,7.84,89.43,1.97,8.46,3.87,4.23,76.4,1
-21.48,118.39,-6.6,0.04,0.32,0.84,111.91,25.76,106.67,56.66,1.18,-6.51,-5.51,70.07,118.14,-13.17,-0.12,0.0,28.15,116.61,1
-0.55,3.13,,0.0,0.87,0.87,,,,,1.18,-6.66,-5.66,-0.46,117.66,-0.47,,0.0,,-175.36,1
0.29,0.34,5.7,0.04,1.14,1.16,7218.78,957.83,874.18,20.05,0.14,0.17,1.17,1.74,14.38,5.13,1.01,0.0,28.9,49.93,1
-2.3,21.71,-0.91,0.58,0.66,0.72,144.02,12.06,151.04,9.12,1.11,-10.43,-9.43,47.25,110.61,-2.08,,0.05,19.61,97.11,1
-13.17,-458.99,-6.61,0.2,0.5,0.76,182.74,51.23,171.97,45.4,0.97,33.86,34.86,-0.48,97.13,3.37,0.16,0.0,6.37,69.41,1
-29.0,53.95,-46.27,0.01,0.03,0.11,580.83,12.44,386.8,34.49,1.54,-2.86,-1.86,5.52,153.75,-15.16,-0.18,47.63,55.07,199.93,1
