ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
0.19,2.95,0.06,0.01,1.0,1.03,114.38,100.0,100.81,2.18,0.94,14.62,15.62,112.89,93.6,3.94,0.83,0.0,35.41,94.91,-139.95,112.9,-30.95,0.02,0.4,0.4,80.71,63.72,168.24,1.33,2.24,-1.81,-0.81,138.79,223.96,-59.37,-8.7,0.0,61.64,186.16,1
1.72,6.0,0.59,0.18,1.31,1.31,123.81,89.1,83.75,0.09,0.71,2.48,3.48,46.73,71.27,7.47,2.88,0.0,15.31,85.49,-1.95,-13.03,-1.47,0.17,1.11,1.12,274.8,215.44,200.95,1.52,0.85,5.69,6.69,21.58,85.06,-0.1,3.15,9.78,17.71,95.49,1
7.91,29.98,7.54,-0.15,0.68,0.69,347.0,106.35,127.95,0.41,0.74,2.79,3.79,17.25,73.63,22.59,0.85,2.01,8.9,34.66,-20.22,-970.4,-11.39,0.23,0.56,0.57,205.64,39.96,126.48,1.41,0.98,46.98,47.98,14.25,97.92,-1.53,0.58,1.85,19.42,92.47,1
0.94,2.62,1.17,-0.08,0.79,1.34,451.71,198.28,230.78,127.0,0.64,1.79,2.79,7.55,64.15,1.9,1.56,12.06,8.21,72.87,0.24,0.6,0.27,-0.14,0.57,1.52,401.91,95.71,156.18,151.56,0.59,1.45,2.45,7.57,59.2,0.8,1.32,11.36,8.07,89.98,1
-33.76,154.93,-25.66,0.06,0.66,0.71,276.6,168.87,262.46,13.47,1.21,-5.57,-4.59,-18.7,121.79,-13.06,-0.13,20.22,11.45,256.73,85.03,213.24,187.95,0.0,2.94,2.96,806.8,481.64,116.12,3.39,0.6,1.5,2.51,98.49,60.13,167.39,2.27,23.03,29.76,137.72,1
3.32,-0.32,,0.0,0.09,0.09,,,,,11.51,-1.1,-0.1,3.32,1150.95,0.29,,0.0,,0.0,-0.33,0.03,,0.0,0.09,0.09,,,,,11.42,-1.1,-0.1,-0.33,1141.76,-0.03,,0.0,,0.0,1
9.35,11.28,98.78,106.25,528.15,528.15,3844.08,2415.47,5.73,,0.17,0.21,1.21,9.35,17.08,63.66,4.09,0.0,0.0,0.0,-20.5,-90.87,-75.29,0.16,0.25,0.61,1340.46,88.47,1020.42,371.43,0.77,3.43,4.43,-16.05,77.44,-17.4,0.43,0.0,16.36,-19.79,1
-2.1,-337.57,-1.75,0.02,0.53,0.98,302.15,119.09,190.83,104.2,0.94,150.42,160.57,3.67,99.38,1.55,0.68,23.34,4.79,78.31,-1.11,434.85,-0.66,0.0,0.42,0.98,216.2,68.98,133.52,93.22,0.94,-369.49,-391.52,5.69,100.26,1.57,0.67,24.36,4.03,108.11,1
14.14,85.97,1.47,0.4,1.12,1.21,37.91,20.65,18.51,2.71,0.84,5.08,6.08,65.77,83.55,22.78,2.78,27.47,5.38,51.74,-9.43,-139.98,-6.51,0.03,0.89,1.07,252.17,190.01,162.88,41.83,0.93,13.83,14.85,27.03,93.26,-7.57,2.07,23.65,25.19,134.71,1
1.17,2.18,0.29,0.13,1.77,1.77,91.29,67.53,41.18,,0.46,0.86,1.87,2.25,46.54,3.07,56.38,0.0,0.27,91.82,2.92,8.5,1.56,0.21,1.36,1.36,194.8,142.49,123.59,0.0,0.66,1.91,2.91,3.25,65.6,4.46,,0.0,0.17,10.21,1
