ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
-3.01,-22.67,-4.9,0.02,0.95,1.01,591.42,132.19,142.31,9.15,0.4,3.01,7.52,15.1,86.71,42.99,0.36,0.0,29.43,89.2,-0.21,-1.4,-0.28,0.01,0.77,0.82,487.88,165.78,218.23,10.21,47.37,319.44,6.74,19.37,47.37,46.64,0.24,0.0,18.69,57.64,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
7.7,30.84,3.91,0.05,0.56,0.99,185.07,38.73,84.54,53.99,0.75,3.01,4.01,47.63,75.05,16.72,0.95,21.39,20.31,72.71,-5.59,-20.57,-2.89,0.04,0.51,1.1,188.39,14.58,88.22,58.07,0.73,2.68,3.68,47.91,72.83,1.63,1.08,12.66,19.89,66.31,1
7.31,13.76,7.17,0.1,0.45,1.0,357.02,45.37,109.84,72.9,0.47,0.88,1.88,35.24,46.84,34.17,0.98,5.62,27.4,75.62,0.33,0.59,0.3,0.05,0.2,1.09,334.72,13.34,72.72,80.66,0.44,0.8,1.8,28.16,44.32,22.77,1.02,5.39,17.98,48.35,1
-0.85,-3.95,-0.35,0.0,0.93,1.22,151.99,90.12,72.73,28.24,0.75,3.48,4.65,0.25,78.5,10.61,1.47,25.48,0.46,22.6,-11.59,-52.3,-7.99,0.0,1.01,1.27,251.03,194.45,193.15,50.41,77.84,351.33,4.51,-10.7,77.84,-11.63,22.48,0.0,0.42,-23.74,1
-1.44,-3.27,-4.53,0.51,22.89,22.89,1147.47,1092.09,48.8,,0.05,0.1,2.28,16.49,56.11,-27.83,35.79,0.0,56.51,188.29,-61.77,-88.8,-102.39,0.53,3.37,3.37,603.34,502.38,176.78,,0.3,0.44,1.44,-1.74,30.43,-190.89,,0.0,71.08,1125.18,1
-13.13,-737.8,-32.17,0.07,0.21,0.41,891.81,46.77,260.67,66.21,0.98,55.2,56.2,-5.52,98.22,-3.45,0.7,27.3,18.63,81.49,-21.7,139.37,-44.96,0.07,0.11,0.21,754.16,15.44,313.79,38.62,1.16,-7.42,-6.42,-12.45,115.57,-6.81,0.54,30.26,14.08,71.87,1
-38.05,103.98,-23.13,0.0,0.48,0.69,221.25,140.08,291.43,59.77,1.37,-3.73,-2.73,36.01,136.6,-25.74,-4.46,0.0,32.04,139.59,-103.11,67.34,-62.7,0.0,0.27,0.37,221.35,147.51,546.09,54.3,2.53,-1.65,-0.65,-8.02,253.12,-39.35,-19.9,0.0,40.51,370.74,1
10.74,104.41,11.5,0.39,1.85,1.93,389.58,235.93,145.64,15.76,0.9,8.72,9.72,15.67,89.71,13.89,1.21,11.68,5.27,25.59,-2.65,-1174.81,-2.01,0.07,1.01,1.02,276.07,227.7,208.52,1.89,1.0,442.31,443.31,9.68,99.77,-0.65,1.27,20.48,6.43,64.14,1
-2.04,-7.91,-1.25,0.02,0.97,1.09,222.58,133.54,143.54,18.03,0.74,2.88,3.88,22.96,74.21,0.07,0.92,0.0,15.29,70.12,-40.46,298.19,-84.23,0.02,0.66,0.75,757.84,462.25,714.95,62.63,113.57,-837.03,-7.37,-17.75,113.57,-34.45,-0.49,0.0,34.85,72.01,1
2.11,20.11,0.96,0.0,0.25,0.79,165.13,29.98,105.81,66.97,0.9,8.53,9.53,95.2,89.51,6.17,0.6,16.45,42.23,94.88,-36.45,145.26,-19.19,0.0,0.15,0.45,191.68,23.84,142.59,49.6,1.25,-4.99,-3.99,73.36,125.09,-23.87,0.19,22.71,42.35,93.66,1
21.16,87.29,9.39,0.18,1.14,1.15,161.63,111.1,116.01,0.54,0.76,3.12,4.13,71.08,75.76,36.34,1.58,0.0,22.16,66.73,-152.81,13939.18,-21.02,-0.54,0.24,0.3,50.08,35.55,45.65,3.15,1.01,-92.22,-91.22,192.23,101.1,-118.23,0.0,0.0,33.87,104.66,1
-8.21,-24.16,-698996.62,0.15,1.06,1.08,31009178.43,2326026.84,3033511.9,48196.94,0.13,0.38,2.94,-7.3,66.03,-40.43,0.38,0.0,76929.54,-11.35,-12.01,-43.4,-518.62,0.02,0.35,0.44,15714.54,415.08,1884.31,173.24,17.13,61.89,3.61,-9.22,17.13,8.41,0.31,0.0,84.72,-62.33,1
-1.61,-45.21,-2.02,0.02,0.93,1.01,458.43,388.72,402.62,35.31,0.96,27.15,28.15,13.86,96.45,-0.39,1.25,5.31,19.48,80.9,-20.7,130.57,-71.29,0.0,0.81,0.83,1253.73,1143.12,1331.74,29.08,115.85,-730.85,-6.31,-7.71,115.85,-17.03,-2.79,6.77,30.05,-606.62,1
