ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
-9.74,7.59,,0.0,0.13,0.45,,,,,2.28,-1.78,-0.78,-9.74,228.35,-4.27,-10.57,0.0,,0.0,-0.17,0.13,,0.0,0.13,0.44,,,,,2.29,-1.77,-0.77,-0.17,229.43,-0.07,-10.6,0.0,,,1
4.13,9.31,,0.01,1.55,1.55,166.45,84.56,60.19,0.08,55.67,125.58,2.26,48.33,55.67,8.36,1.62,8.76,14.0,29.92,-81.98,173.28,,0.0,0.7,0.73,279.79,181.29,315.15,10.48,147.31,-311.37,-2.11,-6.43,147.31,-54.55,-10.74,17.26,42.68,234.4,1
0.03,3.18,,0.36,1.12,1.12,269.43,163.33,201.87,0.0,0.99,100.96,101.96,3.53,99.02,1.07,2.12,5.41,1.81,18.19,-34.23,103.54,,0.15,0.58,0.58,209.74,116.61,253.81,,1.33,-4.02,-3.02,-28.71,133.06,-21.99,-1.23,6.92,2.31,-38.88,1
-0.24,-6.02,,0.13,0.42,1.04,747.74,199.04,633.88,442.43,0.96,24.47,25.47,4.33,96.07,0.42,11.95,9.64,6.95,61.04,-14.52,141.96,,0.2,0.42,0.91,1001.82,241.71,975.13,529.27,1.1,-10.78,-9.78,-10.37,110.23,-12.8,,11.6,8.69,-45.5,1
-8.14,-307.3,-23.71,0.01,1.08,1.09,1060.74,646.96,739.69,14.77,97.35,3676.97,37.77,4.23,97.35,-7.38,1.42,10.82,25.47,-230.34,-2.89,3130.47,,0.0,1.03,1.05,1333.34,768.94,925.26,22.64,100.09,-108503.77,-1084.04,6.25,100.09,-1.83,1.15,13.19,24.3,2445.6,1
0.0,0.0,,,0.49,0.49,,,,,2.05,-1.95,-0.95,0.0,204.8,0.0,,33.01,,,0.0,0.0,,,0.49,0.49,,,,,2.05,-1.95,-0.95,0.0,204.8,0.0,,33.01,,,1
-57.63,11.37,-67.79,0.0,0.08,0.08,428.2,197.89,2534.98,0.0,6.07,-1.2,-0.2,68.21,606.83,-9.15,-9.71,7.23,148.04,269.29,-242.18,15.5,-111.27,0.0,0.02,0.02,167.25,41.9,2620.18,,16.62,-1.06,-0.06,85.14,1662.25,-14.24,-21.0,0.0,150.39,214.35,1
-7.2,-36.84,-6.43,0.07,1.55,1.61,324.87,81.08,157.68,11.94,80.45,411.38,5.11,25.3,80.45,-5.49,7.1,10.78,20.58,99.7,-43.82,269.51,-35.78,0.02,1.13,1.22,297.2,46.37,109.41,19.67,116.01,-713.57,-6.15,3.48,116.01,-36.14,-0.25,35.01,27.04,262.0,1
-172.3,111.92,,0.02,0.43,0.44,319.11,287.02,705.85,6.56,253.95,-164.96,-0.65,-98.58,253.95,-67.73,-259.06,0.0,47.28,-58.34,-37.89,14.8,,0.01,0.3,0.31,-2721.48,-2439.22,-8440.47,-79.29,355.97,-139.07,-0.39,-19.99,355.97,-10.64,-305.03,0.0,-101.2,-70.23,1
-10.98,16.95,,0.0,0.51,0.51,,,,,1.65,-2.54,-1.54,-10.98,164.65,-6.67,-4.1,0.0,,,-20.21,19.39,,0.0,0.49,0.49,,,,,2.04,-1.96,-0.96,-20.21,204.26,-9.9,,0.0,,0.0,1
-11.38,126.79,-13.88,0.03,0.86,0.86,443.88,317.02,345.58,0.06,1.09,-12.14,-11.14,-5.11,108.98,-9.74,0.32,17.28,5.43,-98.53,-141.89,84.65,,0.0,0.17,0.21,-1432.2,-463.86,-3533.44,-130.99,2.68,-1.6,-0.6,-119.55,267.63,-52.6,-5.54,17.67,-63.15,-14.53,1
-10.33,-16.55,-29.8,0.02,0.58,1.2,1049.91,172.07,258.06,198.19,0.38,0.6,1.6,0.52,37.59,-15.75,1.08,9.04,22.55,296.18,-23.75,-32.71,-39.38,0.03,0.4,0.66,603.71,43.28,97.64,30.84,0.27,0.38,1.38,-6.34,27.4,-66.01,0.91,9.11,20.83,108.23,1
-2.65,-1174.81,-2.01,0.07,1.01,1.02,276.07,227.7,208.52,1.89,1.0,442.31,443.31,9.68,99.77,-0.65,1.27,20.48,6.43,64.14,-0.85,-902.99,-1.17,0.01,1.0,1.01,501.96,433.29,490.32,3.73,1.0,1058.79,1059.79,10.48,99.91,-0.54,,0.07,10.95,103.09,1
7.67,-7433.45,4.69,0.18,0.99,1.0,222.73,179.06,220.61,1.37,100.1,-97011.87,-969.12,24.53,100.1,7.66,,0.0,10.31,31.29,-37.38,67.04,-13.04,0.08,0.62,0.62,126.94,105.79,195.56,0.17,1.56,-2.79,-1.79,-13.6,155.77,-23.44,-15.83,0.0,8.29,-149.4,1
