ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
-0.24,-0.84,-4.04,0.0,1.4,2.0,6247.87,166.33,2445.58,1461.63,0.72,2.57,3.57,-0.24,71.95,5.68,2.64,27.25,0.0,0.0,1
-92.08,104.86,-60.23,0.0,0.34,0.34,238.08,74.36,222.65,,1.88,-2.14,-1.14,-92.08,187.81,-48.89,-0.04,74.32,0.0,0.0,1
-31.58,18.94,,0.0,0.13,0.14,341.64,118.34,883.71,1.42,266.74,-159.97,-0.6,19.69,266.74,-10.25,-2.51,0.06,34.94,135.34,1
-19.68,-322.9,-39.43,0.01,0.7,0.85,729.29,419.23,539.0,91.6,93.91,1540.81,16.41,-13.88,93.91,-19.09,0.23,10.79,8.46,-40.89,1
-659.78,126.18,-95.47,-0.19,0.22,0.22,52.67,87.2,193.34,,6.23,-1.19,-0.19,-422.71,622.89,-99.37,-53.0,39.18,34.3,-58.01,1
2.93,-27.96,,0.0,0.92,0.92,120.92,116.59,127.34,,1.11,-10.58,-9.56,7.89,110.65,2.72,-3.63,0.05,1.24,26.84,1
4.13,9.31,,0.01,1.55,1.55,166.45,84.56,60.19,0.08,55.67,125.58,2.26,48.33,55.67,8.36,1.62,8.76,14.0,29.92,1
-28.57,178.83,-223.02,0.04,0.79,0.86,2841.11,2451.86,3258.85,224.02,1.16,-7.26,-6.26,-19.75,115.98,-24.64,,0.0,68.85,-44.93,1
-103.29,50.87,-52.84,0.02,0.36,0.36,186.22,174.91,512.06,,3.03,-1.49,-0.49,-54.95,303.04,-27.11,,0.0,24.73,19728.81,1
-76.42,160.6,,0.01,0.57,0.6,137.69,110.39,169.87,6.49,147.59,-310.15,-2.1,-61.55,147.59,-49.11,-13.7,20.44,4.06,-16.64,1
-67.2,31.1,-1767.32,0.0,0.25,0.25,9572.45,1808.24,22212.45,,3.16,-1.46,-0.46,-6.83,316.1,-19.37,-3.3,0.0,1222.49,2875.72,1
-217.99,3.29,-31.7,,0.01,0.04,52.93,10.2,1199.68,32.8,67.33,-1.02,-0.02,-21.82,6733.33,-2.61,-371.29,0.0,21.02,45.71,1
-0.88,24.16,,-0.01,0.89,0.9,54906.62,50444.93,54147.1,326.68,103.66,-2831.62,-27.32,-0.88,103.66,-0.85,-0.5,3.85,0.0,0.0,1
-4.87,17.15,,0.0,0.0,0.0,,,,,1.28,-4.52,-3.52,-4.87,128.39,-3.79,-0.06,95.72,,0.0,1
-76.14,130.17,-152.81,0.01,0.34,0.54,730.49,368.77,1109.49,223.66,1.58,-2.71,-1.71,-27.48,158.36,-46.82,-3.38,0.0,71.28,-125.88,1
-47.57,53.13,-181.57,0.04,0.57,0.57,1389.46,33.22,1858.95,0.02,1.9,-2.12,-1.12,-44.86,189.53,-24.62,-3.41,13.6,7.68,-4.69,1
-63.64,68.66,,,0.41,0.41,11135.11,7697.9,18064.11,,1.93,-2.08,-1.08,-59.84,192.68,-25.29,-2.48,25.88,80.75,-10.58,1
-14.46,111.13,,0.0,0.89,0.89,,,,,1.13,-8.69,-7.69,-1.58,113.01,-12.77,,0.01,,-665.87,1
-5.53,10.14,-1749.56,-0.01,0.17,0.17,115092.14,30093.79,96210.02,,1.55,-2.83,-1.83,-5.52,154.55,0.16,-0.72,62.66,3.34,4.15,1
-5.72,9.82,-31.92,0.01,0.21,0.21,2029.37,84.53,410.83,,158.32,-271.46,-1.71,-5.72,158.32,-2.78,0.03,0.0,0.0,0.0,1
