ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
0.41,2.1,0.19,0.03,0.87,1.05,167.68,88.16,97.91,19.12,0.8,4.08,5.08,18.64,80.32,8.31,0.99,15.33,8.37,71.37,0.02,0.1,0.01,0.03,0.75,1.15,197.34,86.3,118.52,47.93,0.81,4.26,5.26,14.62,81.0,5.15,1.2,15.15,7.91,61.86,1
0.0,0.0,,0.18,0.61,0.89,,,,,0.9,9.43,10.43,0.0,90.42,0.0,0.5,0.0,,,0.0,0.0,,0.09,0.94,0.98,,,,,1.04,-23.31,-22.31,0.0,104.48,0.0,-1.89,0.0,,,1
0.03,0.34,0.01,0.0,0.26,0.75,187.26,36.06,72.88,69.71,0.92,11.03,12.03,53.54,91.69,8.95,0.56,39.54,27.45,100.71,0.07,0.86,0.04,0.0,0.27,0.78,193.97,41.71,89.79,78.21,0.92,11.39,12.44,49.64,91.96,7.38,0.52,33.1,26.41,91.19,1
-175.04,101.75,-96.15,0.03,0.09,0.1,200.49,21.68,283.4,4.06,2.66,-1.55,-0.58,-102.83,272.04,-60.37,-1.06,117.53,39.67,75.57,-8.36,4.42,-4.79,0.0,0.09,0.1,208.67,50.07,352.51,4.49,2.83,-1.5,-0.53,66.87,289.09,-1.37,-2.58,108.01,43.12,88.23,1
-2.53,-7.05,-2.58,0.01,0.74,1.01,372.16,86.17,98.14,32.3,0.64,1.78,2.78,23.69,64.07,8.48,0.94,31.77,26.73,75.86,-0.15,-0.38,-0.13,0.01,0.69,0.99,321.69,68.28,82.47,31.68,0.6,1.5,2.5,29.33,60.05,12.07,0.93,29.06,26.05,79.02,1
0.23,31.93,0.21,0.03,1.01,1.01,343.94,328.89,336.55,,0.99,139.87,140.87,0.23,99.29,0.3,3.9,0.08,0.0,0.0,0.35,23.63,0.17,0.01,0.85,0.85,174.28,142.04,169.78,,0.99,65.73,66.73,0.35,98.5,0.47,0.09,0.0,0.0,0.0,1
-53.09,119.68,-10.06,0.0,0.65,0.74,69.14,59.41,91.95,8.58,1.44,-3.25,-2.25,235.41,144.36,-32.46,,0.0,54.64,168.7,-61705.35,85.73,-93.77,0.0,0.0,0.0,0.55,0.35,394.3,,720.75,-1.0,0.0,15928.88,72074.87,-85.61,,0.0,117.98,479.41,1
-39.55,343.82,-14.7,0.52,0.6,0.63,135.69,11.09,145.34,3.95,1.12,-9.69,-8.69,97.44,111.5,-27.81,-0.33,0.0,50.92,111.02,-66.58,89.52,-44.62,0.02,0.44,0.45,243.95,175.31,414.26,3.17,1.74,-2.34,-1.34,25.77,174.38,-34.17,-3.29,0.0,61.9,210.71,1
-124.11,2.48,-61.52,-0.04,-0.04,0.0,180.94,,7331.32,333.78,51.13,-1.02,-0.02,-124.11,5113.08,-2.43,-48.29,1004.95,0.0,0.0,229.82,2.35,-51.7,-0.03,-0.03,-0.03,-81.89,,6281.78,0.0,-96.69,-0.99,0.01,229.82,-9668.54,-2.38,-49.75,-1912.19,0.0,0.0,1
2.07,156.05,0.49,-0.1,0.41,1.04,87.01,42.14,81.42,52.76,0.99,74.54,75.54,44.6,98.68,2.09,,1.67,10.14,90.92,0.24,10.89,0.04,-0.1,0.77,1.11,56.86,43.24,50.23,17.41,0.98,44.41,45.41,95.55,97.8,0.25,11.25,0.64,14.89,92.25,1
-0.87,-21.96,-0.48,0.16,1.07,1.08,199.44,159.21,147.99,1.43,0.91,23.0,25.24,9.94,96.04,7.01,1.39,12.92,5.9,60.39,-9.26,233.27,-6.05,0.21,0.94,0.95,237.57,175.39,174.89,2.72,1.04,-26.17,-25.18,3.61,103.97,-5.21,-1.3,27.86,8.4,88.0,1
0.58,1.47,0.68,0.01,1.2,1.27,432.2,114.38,240.56,15.69,0.61,1.55,2.55,21.41,60.72,4.44,1.51,0.73,24.67,89.15,-8.22,-22.95,-19.61,0.0,1.12,1.18,868.4,188.13,502.27,30.88,0.64,1.79,2.79,8.21,64.2,-8.87,1.33,2.17,39.19,160.61,1
-13.92,-45.97,,0.04,0.25,0.28,,,,,0.7,2.3,3.3,-11.64,69.72,-17.27,0.74,41.75,,-22.21,-34.98,205.87,-64034.73,0.0,0.06,0.19,666358.7,21408.53,322612.25,52315.57,1.17,-6.88,-5.89,-23.28,116.99,-25.28,0.45,66.43,21414.84,-75.17,1
