ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,IS_BANKRUPT
0.18,-0.19,,0.0,0.12,0.41,,,,,1.96,-2.04,-1.04,0.18,196.34,0.09,-9.75,0.0,,0.0,1
4.14,7.96,3.04,0.02,1.91,1.91,267.11,172.35,84.1,0.05,0.48,0.92,1.92,44.08,47.94,8.8,1.92,6.2,29.3,62.2,1
0.11,8.93,0.06,0.27,0.82,0.82,200.27,106.68,180.55,,0.99,80.84,81.84,4.71,98.78,0.78,0.07,7.54,2.53,32.61,1
1.53,-116.17,2.13,0.01,0.52,0.99,508.46,256.28,447.04,238.22,1.01,-77.11,-76.11,7.6,101.31,3.02,-0.17,10.85,8.48,55.45,1
19.29,152.82,15.32,0.03,1.2,1.21,289.2,195.08,206.26,2.2,0.87,6.92,7.92,30.12,87.38,24.36,2.46,2.78,8.6,-79.06,1
0.0,0.0,,,0.49,0.49,3747.97,3706.79,6345.39,,2.04,-1.96,-0.96,0.0,203.92,0.0,,32.73,0.0,0.0,1
-67.63,15.76,-71.26,0.0,0.07,0.07,383.53,127.24,1914.15,,5.06,-1.18,-0.23,49.72,529.0,-12.99,-6.68,0.0,123.64,217.48,1
-14.08,-40.96,-11.21,0.06,0.77,0.8,289.72,68.11,104.83,3.47,0.65,1.9,2.91,14.73,65.61,-17.4,0.77,6.8,22.94,126.06,1
8.11,65.17,2.39,0.14,1.12,1.17,107.38,87.34,89.48,4.58,0.87,6.98,8.03,37.47,87.55,9.55,43.1,0.0,8.66,133.08,1
0.0,0.0,,0.0,0.74,0.74,,,,,1.77,-2.29,-1.3,0.0,177.19,0.0,-3.41,0.0,,,1
-0.14,-7.9,-0.16,0.3,1.05,1.05,439.53,292.72,261.13,0.04,0.98,57.06,58.08,3.92,98.28,0.55,4.05,33.68,4.89,51.5,1
0.03,0.06,0.08,0.01,0.53,1.25,924.42,107.28,249.54,223.25,0.5,1.01,2.01,9.66,50.31,6.79,1.14,11.1,24.46,48.24,1
10.74,104.41,11.5,0.39,1.85,1.93,389.58,235.93,145.64,15.76,0.9,8.72,9.72,15.67,89.71,13.89,1.21,11.68,5.27,25.59,1
-133.03,178.65,-26.51,0.2,0.61,0.61,72.55,38.77,96.19,0.42,1.74,-2.34,-1.34,-93.96,174.47,-67.16,-2.01,40.34,7.79,-53.28,1
