ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
0.39,3.99,0.4,0.0,0.26,0.75,372.85,69.78,248.79,137.73,0.9,9.25,10.25,5.22,90.24,3.95,0.59,21.28,4.93,46.38,1
13.04,-0.97,2622.75,0.0,0.03,0.06,73414.45,34131.02,1046331.92,28023.31,14.45,-1.07,-0.07,13.04,1445.03,1.26,-86.65,0.0,0.0,0.0,1
4.86,291.21,110.28,0.36,0.55,0.55,8285.07,124.65,677.19,0.0,0.98,58.94,59.94,4.86,98.33,4.94,0.96,0.0,0.0,0.0,1
-219.35,88.79,-52.76,0.02,0.02,0.12,87.8,1.69,218.64,22.37,3.47,-1.4,-0.4,-154.81,347.04,-59.23,-3.49,19.46,15.52,-93.37,1
-35.89,128.06,-18.89,0.02,0.1,0.79,192.16,17.77,216.79,156.65,1.28,-4.56,-3.57,-9.34,128.03,-23.76,-2.86,8.22,13.98,-384.03,1
-298.35,98.84,,0.0,0.07,0.07,,,,,4.02,-1.33,-0.33,-277.98,401.87,-72.22,-4.24,55.24,,-9.23,1
-66.29,14.88,-17.54,0.09,0.09,0.18,96.58,0.69,510.79,47.48,5.45,-1.22,-0.22,21.09,545.66,-6.93,,0.0,23.12,760.16,1
5.6,-27.12,3.61,0.11,0.72,0.83,235.76,160.69,260.92,30.8,1.21,-5.85,-4.85,15.89,120.63,20.73,-4.44,1.61,6.65,93.33,1
,0.0,,,0.0,,,,,,,-1.0,0.0,,,0.0,,,,,1
-19.17,208.64,-6.29,0.09,0.22,0.85,119.87,15.38,123.85,79.02,1.09,-11.89,-10.89,9.3,109.19,-11.32,-0.62,0.0,9.35,159.72,1
-972.37,67.04,3953.48,0.0,0.07,0.07,-1484.03,-1444.18,-19790.59,,15.51,-1.07,-0.07,-967.21,1550.51,-62.71,,0.0,-20.96,-1.63,1
-135.65,84.56,-167.44,0.01,0.17,0.24,450.54,183.17,1143.65,80.33,2.6,-1.62,-0.62,-120.02,260.42,-49.76,-4.58,0.0,19.3,-18.31,1
