ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,IS_BANKRUPT
4.53,-56.49,5.86,0.0,0.22,0.74,472.42,0.63,313.98,166.08,1.08,-13.48,-12.48,4.53,108.01,16.27,0.79,40.55,0.0,0.0,1
62.06,260.75,5998.9,0.01,0.08,6.33,35282.81,322.13,4307.88,27316.05,0.76,3.2,4.2,62.06,76.2,81.45,5.87,52.34,0.0,0.0,1
-3.02,3.38,-2.14,0.02,0.1,0.11,259.43,33.41,464.97,5.17,1.89,-2.12,-1.12,64.44,189.34,5.74,-1.04,0.0,47.95,159.32,1
1.68,7.32,1.72,0.01,0.78,1.04,374.07,199.81,229.64,71.86,0.77,3.35,4.35,7.25,77.02,4.54,1.12,14.35,5.7,57.37,1
0.82,3.41,0.27,-0.01,0.63,1.22,121.33,53.17,73.3,50.02,0.76,3.15,4.15,49.98,75.93,1.08,2.04,8.18,16.34,105.94,1
0.12,31.42,0.32,0.0,1.79,1.79,966.78,944.4,528.52,0.01,0.56,145.06,257.59,2.03,99.61,0.25,0.7,0.0,5.06,158.16,1
-6.96,-17.12,-6.19,0.03,1.39,1.39,324.92,190.64,138.5,0.05,0.59,1.46,2.46,23.38,59.36,-11.68,1.32,6.2,27.01,131.57,1
0.28,4.46,0.13,-0.01,0.96,1.07,160.82,143.77,148.48,16.84,0.94,14.65,15.65,7.32,93.61,0.4,,0.0,3.1,116.33,1
32.89,53.76,18.31,2.36,2.35,2.35,91.31,-0.54,76.36,,0.39,0.63,1.63,82.59,38.83,87.05,6.1,0.0,27.67,54.03,1
0.28,1.34,0.15,0.01,0.98,0.99,188.77,126.77,111.51,1.1,0.77,3.64,4.73,6.34,78.84,5.89,0.85,13.09,3.13,43.73,1
-33.23,316.62,-49.96,0.02,0.11,0.19,548.83,47.88,363.15,41.78,1.08,-10.27,-9.53,36.9,110.49,-21.72,-0.12,32.3,105.45,339.99,1
-307.16,49.57,-154.55,0.02,0.07,0.27,183.65,22.4,433.8,88.22,7.2,-1.16,-0.16,-116.09,719.61,-41.31,-17.6,0.0,96.14,-234.69,1
-4.81,-753.16,-20.61,0.0,0.92,0.93,1563.08,1408.06,1463.64,10.61,0.99,155.52,156.52,-1.62,99.36,-4.84,0.09,4.33,13.68,131.63,1
-4.82,25.93,,0.0,0.02,0.02,,,,,1.19,-6.38,-5.38,-4.82,118.58,-4.06,0.68,86.72,,,1
1.83,20.74,0.85,0.01,1.01,1.01,169.15,148.25,145.32,,0.91,10.33,11.35,22.59,91.19,3.91,1.26,2.02,9.62,82.18,1
-12.86,19.48,-18.54,0.24,0.62,0.62,526.36,101.68,292.52,0.0,1.66,-2.51,-1.51,-10.53,166.03,-7.39,0.45,19.77,3.36,-77.29,1
-6.96,122.61,-2.41,0.03,0.69,0.78,126.2,81.3,118.86,11.68,1.06,-18.61,-17.61,12.89,105.68,-1.07,0.01,3.53,6.86,91.72,1
-27.33,122.59,-98.07,0.54,0.78,0.78,1309.58,379.64,1337.97,0.17,1.22,-5.48,-4.48,-7.1,122.3,-21.43,-5.0,18.48,72.6,-365.0,1
-5.11,13.41,-579.45,-0.02,0.29,0.29,41389.05,9730.3,30800.81,0.0,1.38,-3.62,-2.62,-4.97,138.1,0.05,0.23,56.05,16.2,66.02,1
-3.15,6.41,-55.97,0.01,0.04,0.04,6479.63,34.09,1069.51,,1.49,-3.03,-2.03,-1.82,149.18,-0.93,0.13,0.0,23.71,95.34,1
