ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
-0.57,-2.03,-0.28,-0.13,1.16,1.51,183.15,151.62,117.9,42.44,0.72,2.59,3.59,30.14,72.11,0.02,33.79,0.0,15.41,158.26,1
1.97,39.0,0.9,0.48,0.83,0.83,166.41,53.22,124.91,,0.95,18.81,19.81,12.66,94.95,11.78,0.32,16.32,4.87,42.7,1
-3.54,-170.83,-1.87,0.0,0.38,1.02,192.63,70.36,185.3,119.11,0.98,47.27,48.27,8.86,97.93,-3.39,2.46,0.0,6.54,75.49,1
-106.5,43.43,-57.34,-0.01,0.3,0.34,196.53,142.9,420.76,20.65,3.45,-1.41,-0.41,-34.8,345.23,-29.93,-49.06,118.11,38.61,-362.27,1
0.3,36.56,0.33,0.0,0.3,1.0,403.01,115.02,353.14,279.16,0.99,122.87,123.87,6.27,99.19,0.65,0.78,9.8,6.59,76.5,1
-16.16,-102.38,-40.09,0.0,0.08,0.23,905.57,48.59,568.95,92.73,0.84,5.34,6.34,-8.73,84.22,0.91,0.36,5.93,18.44,67.19,1
-9.97,-115.48,-8.75,0.04,0.33,2.07,320.2,35.3,122.91,216.47,0.91,10.58,11.58,28.02,91.37,-7.26,3.04,42.87,33.32,99.29,1
-6.9,-174.05,-2.2,0.03,0.67,0.69,116.06,43.51,57.85,2.06,0.77,19.48,25.21,39.06,96.03,4.35,0.33,23.03,14.62,103.46,1
-3.94,-130.91,-0.78,0.24,1.04,1.06,71.79,53.18,66.82,1.32,0.97,32.21,33.21,287.61,96.99,-4.06,,0.0,57.34,111.7,1
1.61,52.09,0.66,0.0,0.86,0.93,150.69,104.53,97.27,7.94,0.97,31.43,32.43,7.38,96.92,8.67,0.74,20.4,2.38,29.93,1
-48.02,-1080.81,-110.3,0.04,0.82,0.95,838.29,236.55,157.17,38.99,0.96,21.49,22.51,-15.86,95.56,-45.5,0.96,17.36,73.87,116589.45,1
-27.25,87.37,-25.72,0.0,0.31,0.56,344.52,109.19,307.15,107.42,1.31,-4.2,-3.21,-5.05,131.19,-13.54,-0.87,34.0,20.95,226.56,1
-124.11,2.48,-61.52,-0.04,-0.04,0.0,180.94,,7331.32,333.78,51.13,-1.02,-0.02,-124.11,5113.08,-2.43,-48.29,1004.95,0.0,0.0,1
-10.52,-17.3,-11.15,0.02,2.16,2.64,386.93,206.9,143.78,69.44,0.39,0.64,1.64,6.56,39.19,-25.04,,0.0,18.11,-139.86,1
1.45,4.47,5.35,0.48,0.88,1.09,1344.61,68.74,240.93,50.66,0.68,2.08,3.08,6.13,67.52,11.79,1.02,20.26,17.24,44.48,1
0.1,1.53,0.34,0.0,0.32,0.74,1192.91,170.65,363.97,233.02,0.93,13.85,14.85,5.21,93.27,1.53,0.31,28.55,16.69,53.28,1
6.33,392.74,3.47,0.0,0.63,0.93,200.23,118.29,189.4,58.69,0.98,61.03,62.03,76.83,98.39,11.46,0.15,0.0,38.67,94.77,1
-7.9,1506.19,-12.11,0.38,0.54,-0.1,559.39,,258.73,-168.44,1.0,-190.91,-190.54,6.78,100.52,-0.17,0.39,41.6,22.5,68.01,1
-1.8,-8.26,,0.02,0.45,0.96,,,,,0.78,3.58,4.58,-1.53,78.18,-2.31,0.88,0.0,,,1
-24.49,-789.12,-34.26,0.0,0.44,0.74,510.56,97.01,332.33,115.04,0.97,31.22,32.22,2.34,96.9,-12.08,0.53,8.69,37.53,142.82,1
10.41,20.24,6.32,0.0,1.21,1.77,221.68,102.04,61.62,48.39,0.49,0.95,1.95,23.83,48.59,32.75,1.96,19.97,8.15,40.1,1
2.21,877.19,1.69,0.0,0.47,0.64,279.64,101.16,215.44,36.91,1.0,396.63,397.63,12.37,99.75,7.24,0.43,17.94,7.78,50.41,1
-6.42,-78.81,-15.39,0.01,0.22,0.88,875.23,141.73,591.57,505.94,0.92,11.26,12.28,17.68,91.86,-3.58,0.43,18.78,57.79,105.33,1
4.98,36.45,2.41,0.03,0.83,1.16,176.8,119.75,147.09,50.3,0.86,6.32,7.32,12.72,86.34,6.18,20.2,1.18,3.75,54.05,1
-43.63,66.23,-18.45,0.03,0.45,0.72,154.31,67.89,170.74,47.58,1.66,-2.52,-1.52,41.88,165.88,-22.98,-0.88,0.0,36.15,170.37,1
-3.15,15.13,,0.0,0.85,0.85,,,,,1.21,-5.81,-4.81,-3.06,120.81,-2.61,,0.0,,-164.94,1
0.19,0.6,0.01,0.0,1.0,1.0,21.58,13.95,14.03,,0.67,2.08,3.08,0.85,67.5,0.42,0.97,0.0,0.04,-24.18,1
-9.34,77.02,-6.18,0.36,0.54,0.55,241.6,45.19,257.77,1.85,1.12,-9.25,-8.25,20.17,112.13,-8.33,,0.01,19.53,138.11,1
-37.21,232.55,-18.54,0.01,0.61,0.84,181.79,92.14,154.08,36.59,1.16,-7.25,-6.25,-26.6,116.0,-22.45,-0.38,0.0,5.29,-73.96,1
-25.75,29.61,-57.17,0.0,0.0,0.02,810.33,3.34,726.71,15.47,1.87,-2.15,-1.15,7.65,186.98,-10.35,-0.89,51.84,74.14,188.22,1
