ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
-9.74,7.59,,0.0,0.13,0.45,,,,,2.28,-1.78,-0.78,-9.74,228.35,-4.27,-10.57,0.0,,0.0,1
4.13,9.31,,0.01,1.55,1.55,166.45,84.56,60.19,0.08,55.67,125.58,2.26,48.33,55.67,8.36,1.62,8.76,14.0,29.92,1
0.03,3.18,,0.36,1.12,1.12,269.43,163.33,201.87,0.0,0.99,100.96,101.96,3.53,99.02,1.07,2.12,5.41,1.81,18.19,1
-0.24,-6.02,,0.13,0.42,1.04,747.74,199.04,633.88,442.43,0.96,24.47,25.47,4.33,96.07,0.42,11.95,9.64,6.95,61.04,1
-8.14,-307.3,-23.71,0.01,1.08,1.09,1060.74,646.96,739.69,14.77,97.35,3676.97,37.77,4.23,97.35,-7.38,1.42,10.82,25.47,-230.34,1
0.0,0.0,,,0.49,0.49,,,,,2.05,-1.95,-0.95,0.0,204.8,0.0,,33.01,,,1
-57.63,11.37,-67.79,0.0,0.08,0.08,428.2,197.89,2534.98,0.0,6.07,-1.2,-0.2,68.21,606.83,-9.15,-9.71,7.23,148.04,269.29,1
-7.2,-36.84,-6.43,0.07,1.55,1.61,324.87,81.08,157.68,11.94,80.45,411.38,5.11,25.3,80.45,-5.49,7.1,10.78,20.58,99.7,1
-172.3,111.92,,0.02,0.43,0.44,319.11,287.02,705.85,6.56,253.95,-164.96,-0.65,-98.58,253.95,-67.73,-259.06,0.0,47.28,-58.34,1
-10.98,16.95,,0.0,0.51,0.51,,,,,1.65,-2.54,-1.54,-10.98,164.65,-6.67,-4.1,0.0,,,1
-11.38,126.79,-13.88,0.03,0.86,0.86,443.88,317.02,345.58,0.06,1.09,-12.14,-11.14,-5.11,108.98,-9.74,0.32,17.28,5.43,-98.53,1
-10.33,-16.55,-29.8,0.02,0.58,1.2,1049.91,172.07,258.06,198.19,0.38,0.6,1.6,0.52,37.59,-15.75,1.08,9.04,22.55,296.18,1
-2.65,-1174.81,-2.01,0.07,1.01,1.02,276.07,227.7,208.52,1.89,1.0,442.31,443.31,9.68,99.77,-0.65,1.27,20.48,6.43,64.14,1
7.67,-7433.45,4.69,0.18,0.99,1.0,222.73,179.06,220.61,1.37,100.1,-97011.87,-969.12,24.53,100.1,7.66,,0.0,10.31,31.29,1
