ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
32.59,119.78,137.22,0.0,1.05,1.55,1532.44,1.38,708.99,361.16,0.73,2.67,3.67,32.59,72.79,50.5,2.19,25.96,0.0,0.0,-0.24,-0.84,-4.04,0.0,1.4,2.0,6247.87,166.33,2445.58,1461.63,0.72,2.57,3.57,-0.24,71.95,5.68,2.64,27.25,0.0,0.0,1
-31.62,-2498.31,-298.59,0.02,0.01,2.82,3437.22,-6.53,846.23,2408.66,0.99,78.01,79.01,-31.62,98.73,-31.95,3.62,65.44,0.0,0.0,-92.08,104.86,-60.23,0.0,0.34,0.34,238.08,74.36,222.65,,1.88,-2.14,-1.14,-92.08,187.81,-48.89,-0.04,74.32,0.0,0.0,1
-47.11,41.79,-38.72,0.0,0.2,0.21,299.16,124.32,611.48,1.03,2.13,-1.89,-0.89,0.12,212.72,-20.21,-1.9,0.0,38.81,434.51,-31.58,18.94,,0.0,0.13,0.14,341.64,118.34,883.71,1.42,266.74,-159.97,-0.6,19.69,266.74,-10.25,-2.51,0.06,34.94,135.34,1
0.14,0.56,0.33,0.0,0.69,1.12,854.43,386.17,497.43,248.14,0.75,3.03,4.03,4.59,75.19,2.77,1.12,11.09,10.45,104.17,-19.68,-322.9,-39.43,0.01,0.7,0.85,729.29,419.23,539.0,91.6,93.91,1540.81,16.41,-13.88,93.91,-19.09,0.23,10.79,8.46,-40.89,1
-0.76,-3.44,-0.35,-0.17,0.44,1.58,165.35,53.94,77.37,102.1,0.78,3.53,4.53,47.41,77.91,-0.98,1.82,6.98,21.88,129.64,-659.78,126.18,-95.47,-0.19,0.22,0.22,52.67,87.2,193.34,,6.23,-1.19,-0.19,-422.71,622.89,-99.37,-53.0,39.18,34.3,-58.01,1
-4.4,115.28,-4.35,0.0,2.62,2.62,360.33,351.41,133.96,,0.39,-10.19,-26.21,-3.05,103.81,-11.24,-2.41,0.0,1.34,198.56,2.93,-27.96,,0.0,0.92,0.92,120.92,116.59,127.34,,1.11,-10.58,-9.56,7.89,110.65,2.72,-3.63,0.05,1.24,26.84,1
4.14,7.96,3.04,0.02,1.91,1.91,267.11,172.35,84.1,0.05,0.48,0.92,1.92,44.08,47.94,8.8,1.92,6.2,29.3,62.2,4.13,9.31,,0.01,1.55,1.55,166.45,84.56,60.19,0.08,55.67,125.58,2.26,48.33,55.67,8.36,1.62,8.76,14.0,29.92,1
0.66,14.52,1.28,-0.1,0.94,1.05,708.6,694.65,669.01,73.18,0.95,21.03,22.03,3.52,95.46,0.69,,0.0,5.57,73.55,-28.57,178.83,-223.02,0.04,0.79,0.86,2841.11,2451.86,3258.85,224.02,1.16,-7.26,-6.26,-19.75,115.98,-24.64,,0.0,68.85,-44.93,1
-65.48,160.75,-51.8,0.08,0.23,0.51,288.0,45.66,293.06,82.16,1.41,-3.45,-2.46,4.42,140.73,-39.77,-0.11,10.68,55.3,305.88,-103.29,50.87,-52.84,0.02,0.36,0.36,186.22,174.91,512.06,,3.03,-1.49,-0.49,-54.95,303.04,-27.11,,0.0,24.73,19728.81,1
-4.51,-33.91,-2.72,0.01,0.85,0.88,219.32,152.95,159.52,4.81,0.86,6.44,7.51,1.43,86.69,-1.35,0.64,10.01,3.58,58.53,-76.42,160.6,,0.01,0.57,0.6,137.69,110.39,169.87,6.49,147.59,-310.15,-2.1,-61.55,147.59,-49.11,-13.7,20.44,4.06,-16.64,1
-32.22,49.76,-188.27,0.03,0.54,0.54,2126.75,1117.27,2710.59,,1.65,-2.54,-1.54,7.56,164.76,82.25,-0.99,0.0,232.45,602.06,-67.2,31.1,-1767.32,0.0,0.25,0.25,9572.45,1808.24,22212.45,,3.16,-1.46,-0.46,-6.83,316.1,-19.37,-3.3,0.0,1222.49,2875.72,1
-58.52,4.44,-15.33,0.01,0.12,0.21,95.32,41.08,389.66,37.09,14.19,-1.08,-0.08,204.77,1418.64,-3.52,-106.93,0.0,68.95,90.11,-217.99,3.29,-31.7,,0.01,0.04,52.93,10.2,1199.68,32.8,67.33,-1.02,-0.02,-21.82,6733.33,-2.61,-371.29,0.0,21.02,45.71,1
-3.36,120.39,-36.12,0.0,0.9,0.9,3916.34,3580.72,3827.7,23.73,1.03,-36.86,-35.86,-0.51,102.79,-3.27,-0.38,3.87,30.59,-552.32,-0.88,24.16,,-0.01,0.89,0.9,54906.62,50444.93,54147.1,326.68,103.66,-2831.62,-27.32,-0.88,103.66,-0.85,-0.5,3.85,0.0,0.0,1
-4.92,20.91,,0.0,0.0,0.0,,,,,1.24,-5.25,-4.25,-4.92,123.52,-3.98,-0.24,91.03,,,-4.87,17.15,,0.0,0.0,0.0,,,,,1.28,-4.52,-3.52,-4.87,128.39,-3.79,-0.06,95.72,,0.0,1
