ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
-0.21,-1.4,-0.28,0.01,0.77,0.82,487.88,165.78,218.23,10.21,47.37,319.44,6.74,19.37,47.37,46.64,0.24,0.0,18.69,57.64,1
,,,,,,,,,,,,,,,,,,,,1
-5.59,-20.57,-2.89,0.04,0.51,1.1,188.39,14.58,88.22,58.07,0.73,2.68,3.68,47.91,72.83,1.63,1.08,12.66,19.89,66.31,1
0.33,0.59,0.3,0.05,0.2,1.09,334.72,13.34,72.72,80.66,0.44,0.8,1.8,28.16,44.32,22.77,1.02,5.39,17.98,48.35,1
-11.59,-52.3,-7.99,0.0,1.01,1.27,251.03,194.45,193.15,50.41,77.84,351.33,4.51,-10.7,77.84,-11.63,22.48,0.0,0.42,-23.74,1
-61.77,-88.8,-102.39,0.53,3.37,3.37,603.34,502.38,176.78,,0.3,0.44,1.44,-1.74,30.43,-190.89,,0.0,71.08,1125.18,1
-21.7,139.37,-44.96,0.07,0.11,0.21,754.16,15.44,313.79,38.62,1.16,-7.42,-6.42,-12.45,115.57,-6.81,0.54,30.26,14.08,71.87,1
-103.11,67.34,-62.7,0.0,0.27,0.37,221.35,147.51,546.09,54.3,2.53,-1.65,-0.65,-8.02,253.12,-39.35,-19.9,0.0,40.51,370.74,1
-2.65,-1174.81,-2.01,0.07,1.01,1.02,276.07,227.7,208.52,1.89,1.0,442.31,443.31,9.68,99.77,-0.65,1.27,20.48,6.43,64.14,1
-40.46,298.19,-84.23,0.02,0.66,0.75,757.84,462.25,714.95,62.63,113.57,-837.03,-7.37,-17.75,113.57,-34.45,-0.49,0.0,34.85,72.01,1
-36.45,145.26,-19.19,0.0,0.15,0.45,191.68,23.84,142.59,49.6,1.25,-4.99,-3.99,73.36,125.09,-23.87,0.19,22.71,42.35,93.66,1
-152.81,13939.18,-21.02,-0.54,0.24,0.3,50.08,35.55,45.65,3.15,1.01,-92.22,-91.22,192.23,101.1,-118.23,0.0,0.0,33.87,104.66,1
-12.01,-43.4,-518.62,0.02,0.35,0.44,15714.54,415.08,1884.31,173.24,17.13,61.89,3.61,-9.22,17.13,8.41,0.31,0.0,84.72,-62.33,1
-20.7,130.57,-71.29,0.0,0.81,0.83,1253.73,1143.12,1331.74,29.08,115.85,-730.85,-6.31,-7.71,115.85,-17.03,-2.79,6.77,30.05,-606.62,1
