ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
0.0,0.02,0.0,0.1,0.41,0.51,495.42,39.64,102.8,13.25,0.59,5.15,8.68,6.54,88.48,7.4,0.43,17.1,8.9,292.96,1
-4.58,-9.28,-3.62,0.01,0.11,0.22,287.68,12.13,51.5,13.11,0.47,0.94,2.03,46.67,50.68,13.21,0.58,26.66,40.5,87.96,1
24.71,62.89,24.02,0.03,0.13,0.13,353.82,21.75,212.25,,0.61,1.54,2.55,39.69,60.71,72.88,0.43,0.0,14.56,23.01,1
7.25,-12.95,2.14,0.19,0.55,0.6,107.26,56.49,154.78,7.8,1.56,-2.79,-1.79,125.51,155.96,6.14,-3.95,7.08,34.85,88.16,1
-3.1,2.12,-0.77,0.01,0.38,0.4,90.12,80.07,217.99,4.23,2.46,-1.68,-0.68,166.82,246.23,-0.86,-73.58,0.0,42.07,100.55,1
0.03,42.74,0.04,0.0,0.35,0.93,458.09,152.84,401.39,261.4,1.0,1486.08,1487.44,18.85,99.93,2.38,0.2,8.91,23.68,53.0,1
-5.33,-41.4,-10.1,0.05,1.32,1.47,690.11,235.76,185.49,28.87,0.87,6.77,7.77,10.24,87.13,2.29,1.2,58.26,29.52,64.35,1
12.36,19.58,7.52,0.02,0.55,2.14,221.44,39.14,40.91,119.78,0.37,0.58,1.58,57.64,36.88,55.7,2.47,15.4,27.55,63.38,1
-0.59,-16.75,-0.24,0.0,0.45,0.8,144.22,60.63,92.62,48.43,0.96,27.23,28.23,68.17,96.46,3.58,0.15,30.19,27.25,91.26,1
-14.44,17.61,-62.08,0.11,0.38,0.38,1565.06,723.38,2492.57,0.0,1.82,-2.22,-1.22,-0.81,182.0,-7.93,-2.48,16.22,58.62,1115.18,1
-5.7,-16.05,-6.95,0.03,0.94,1.04,444.28,239.02,264.15,26.72,0.6,1.7,2.82,36.61,64.52,-4.0,1.0,0.0,51.64,99.99,1
-13.03,117.19,-3.99,0.0,0.42,0.83,111.43,48.19,96.67,46.59,1.05,-9.43,-9.0,53.93,111.12,-5.73,-0.77,15.96,20.5,113.64,1
-5.07,-51.01,-7.32,0.03,0.47,1.07,525.79,61.73,104.74,83.72,0.9,9.07,10.07,10.09,90.07,0.59,1.01,40.64,21.89,74.99,1
1.9,6.57,2.52,0.07,0.48,0.92,480.75,112.28,148.91,120.41,0.64,2.21,3.45,15.3,71.0,16.63,0.78,27.35,17.69,99.85,1
-70.83,-886.73,-60.2,0.05,0.61,0.68,309.4,135.37,242.56,17.18,0.92,11.52,12.52,-37.82,92.01,-62.47,0.89,0.0,28.06,-350.54,1
-8.36,-34.76,-9.32,0.01,0.55,1.08,405.46,136.17,180.6,135.0,0.75,3.12,4.16,12.74,75.94,-7.02,0.97,24.08,23.51,122.34,1
-12.55,69.93,-2.23,0.01,0.66,0.87,64.66,0.26,65.96,13.74,1.18,-6.57,-5.57,382.82,117.95,-7.89,-2.13,0.0,70.24,103.28,1
-54.17,105.58,-35.94,0.05,0.18,0.68,241.53,21.98,161.11,88.96,1.51,-2.95,-1.95,-3.59,151.31,-27.18,0.51,5.53,33.56,433.83,1
5.76,1555.39,11.76,0.07,0.28,0.66,742.96,65.05,301.38,120.17,1.0,268.85,269.85,17.59,99.63,7.05,0.79,0.85,24.14,49.41,1
0.0,2.19,0.01,0.01,0.54,0.95,991.27,372.93,708.98,294.6,1.0,1059.89,1062.69,0.34,99.91,3.23,0.81,0.0,0.93,7.33,1
-95.83,101.69,-25.48,0.05,0.49,0.91,96.78,35.91,89.34,38.18,1.89,-2.0,-1.06,61.28,194.24,-48.63,-0.65,0.0,41.77,120.5,1
0.24,1.34,0.18,0.08,0.94,1.13,268.88,142.49,102.97,32.73,0.82,4.6,5.6,17.37,82.15,5.06,1.33,37.45,12.65,72.04,1
-4.65,-16.26,-7.47,-0.42,-0.05,0.99,584.7,69.65,209.96,222.04,0.71,2.49,3.49,5.38,71.39,2.23,0.92,21.66,16.12,44.72,1
-40.86,-43.68,-149.37,0.0,0.0,0.0,1330.71,0.0,85.05,0.0,0.06,0.07,1.07,-40.86,6.46,-132.03,0.94,0.0,0.0,0.0,1
9.94,18.98,4.82,4.25,4.62,4.62,176.32,12.72,33.84,,0.48,0.91,1.91,160.35,47.63,38.42,13.02,28.22,72.86,86.03,1
-9.06,61974.79,-60.99,0.05,0.1,0.21,2450.21,19.47,364.67,37.91,1.0,-6841.34,-6840.34,-5.67,100.01,-5.68,0.86,0.0,22.81,-207.1,1
2.92,11.79,1.33,0.03,0.49,1.19,165.61,50.25,69.73,79.48,0.72,2.92,4.04,17.79,75.27,12.3,1.5,25.59,6.77,56.94,1
13.5,49.96,1.83,0.14,1.12,1.38,49.35,28.29,28.74,7.55,0.73,2.7,3.7,50.98,72.97,25.2,2.3,0.0,5.08,62.95,1
0.89,2.19,0.55,0.02,0.56,1.82,227.48,34.14,58.65,80.81,0.6,1.47,2.47,23.71,59.53,14.57,1.45,22.09,14.26,58.76,1
-10.14,-23.72,-1128.99,0.02,0.34,0.35,40527.8,4706.54,15984.38,74.36,0.57,1.34,2.34,-6.96,57.25,-16.88,0.7,0.0,353.51,-57.86,1
