ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,IS_BANKRUPT
0.41,2.1,0.19,0.03,0.87,1.05,167.68,88.16,97.91,19.12,0.8,4.08,5.08,18.64,80.32,8.31,0.99,15.33,8.37,71.37,1
0.0,0.0,,0.18,0.61,0.89,,,,,0.9,9.43,10.43,0.0,90.42,0.0,0.5,0.0,,,1
0.03,0.34,0.01,0.0,0.26,0.75,187.26,36.06,72.88,69.71,0.92,11.03,12.03,53.54,91.69,8.95,0.56,39.54,27.45,100.71,1
-175.04,101.75,-96.15,0.03,0.09,0.1,200.49,21.68,283.4,4.06,2.66,-1.55,-0.58,-102.83,272.04,-60.37,-1.06,117.53,39.67,75.57,1
-2.53,-7.05,-2.58,0.01,0.74,1.01,372.16,86.17,98.14,32.3,0.64,1.78,2.78,23.69,64.07,8.48,0.94,31.77,26.73,75.86,1
0.23,31.93,0.21,0.03,1.01,1.01,343.94,328.89,336.55,,0.99,139.87,140.87,0.23,99.29,0.3,3.9,0.08,0.0,0.0,1
-53.09,119.68,-10.06,0.0,0.65,0.74,69.14,59.41,91.95,8.58,1.44,-3.25,-2.25,235.41,144.36,-32.46,,0.0,54.64,168.7,1
-39.55,343.82,-14.7,0.52,0.6,0.63,135.69,11.09,145.34,3.95,1.12,-9.69,-8.69,97.44,111.5,-27.81,-0.33,0.0,50.92,111.02,1
-124.11,2.48,-61.52,-0.04,-0.04,0.0,180.94,,7331.32,333.78,51.13,-1.02,-0.02,-124.11,5113.08,-2.43,-48.29,1004.95,0.0,0.0,1
2.07,156.05,0.49,-0.1,0.41,1.04,87.01,42.14,81.42,52.76,0.99,74.54,75.54,44.6,98.68,2.09,,1.67,10.14,90.92,1
-0.87,-21.96,-0.48,0.16,1.07,1.08,199.44,159.21,147.99,1.43,0.91,23.0,25.24,9.94,96.04,7.01,1.39,12.92,5.9,60.39,1
0.58,1.47,0.68,0.01,1.2,1.27,432.2,114.38,240.56,15.69,0.61,1.55,2.55,21.41,60.72,4.44,1.51,0.73,24.67,89.15,1
-13.92,-45.97,,0.04,0.25,0.28,,,,,0.7,2.3,3.3,-11.64,69.72,-17.27,0.74,41.75,,-22.21,1
-76.57,23.31,-14.58,0.01,0.04,0.05,69.48,7.79,280.38,2.77,4.29,-1.3,-0.3,139.91,428.56,-9.2,-4.11,6.41,41.21,113.46,1
-146.01,103.77,-66.86,0.01,0.36,0.44,167.15,132.58,375.4,30.72,2.41,-1.71,-0.71,-56.26,240.71,-60.66,,0.0,41.1,-159.07,1
0.85,5.89,0.86,0.82,1.27,1.71,368.14,69.13,103.18,66.74,0.86,5.92,6.92,12.89,85.55,3.45,2.05,13.04,12.14,65.92,1
1.38,4.09,25.21,0.0,0.17,0.28,6688.06,41.77,1404.9,158.65,0.39,1.15,2.97,3.33,66.35,19.72,0.54,17.3,35.84,-137.66,1
-1.14,-1319.64,-0.85,0.12,0.24,0.84,271.76,22.72,199.83,135.1,1.0,1155.74,1156.98,39.37,99.91,1.26,0.52,11.98,30.16,91.79,1
1.22,7.15,1.23,0.03,0.84,0.94,367.26,122.06,84.41,14.98,0.64,3.78,5.86,17.74,82.94,9.8,0.61,22.64,16.63,74.72,1
34.97,-148.97,23.4,0.01,0.55,0.83,244.18,128.7,237.43,68.58,1.23,-5.26,-4.26,68.32,123.48,31.49,0.04,22.85,22.31,-444.4,1
1.86,35.05,2.53,0.0,0.24,0.54,497.68,75.99,287.61,97.81,0.95,17.89,18.89,24.01,94.71,4.79,0.53,32.82,30.21,81.28,1
-13.41,36.5,-8.77,0.0,0.18,0.25,238.73,52.79,297.57,22.01,1.37,-3.72,-2.72,28.09,136.73,-6.58,-0.54,0.0,27.14,90.43,1
-1.72,3.94,-1.36,0.0,0.13,0.28,289.07,51.89,345.98,60.69,1.44,-3.3,-2.3,33.21,143.54,1.06,-0.71,18.92,27.66,81.27,1
1.07,2.6,0.96,0.0,0.15,0.75,327.41,23.73,95.83,108.45,0.58,1.42,2.44,16.97,58.99,9.14,0.77,25.01,14.26,66.91,1
4.55,-13.39,2.78,0.54,2.07,4.07,222.77,64.21,52.3,106.0,1.34,-3.94,-2.94,18.79,134.0,3.51,25.23,0.0,8.69,68.27,1
2.14,11.21,2.83,0.0,0.89,1.39,481.19,215.64,190.58,121.76,0.72,3.78,5.23,16.64,80.88,9.33,0.9,16.23,19.11,88.2,1
