ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
32.59,119.78,137.22,0.0,1.05,1.55,1532.44,1.38,708.99,361.16,0.73,2.67,3.67,32.59,72.79,50.5,2.19,25.96,0.0,0.0,1
-31.62,-2498.31,-298.59,0.02,0.01,2.82,3437.22,-6.53,846.23,2408.66,0.99,78.01,79.01,-31.62,98.73,-31.95,3.62,65.44,0.0,0.0,1
-47.11,41.79,-38.72,0.0,0.2,0.21,299.16,124.32,611.48,1.03,2.13,-1.89,-0.89,0.12,212.72,-20.21,-1.9,0.0,38.81,434.51,1
0.14,0.56,0.33,0.0,0.69,1.12,854.43,386.17,497.43,248.14,0.75,3.03,4.03,4.59,75.19,2.77,1.12,11.09,10.45,104.17,1
-0.76,-3.44,-0.35,-0.17,0.44,1.58,165.35,53.94,77.37,102.1,0.78,3.53,4.53,47.41,77.91,-0.98,1.82,6.98,21.88,129.64,1
-4.4,115.28,-4.35,0.0,2.62,2.62,360.33,351.41,133.96,,0.39,-10.19,-26.21,-3.05,103.81,-11.24,-2.41,0.0,1.34,198.56,1
4.14,7.96,3.04,0.02,1.91,1.91,267.11,172.35,84.1,0.05,0.48,0.92,1.92,44.08,47.94,8.8,1.92,6.2,29.3,62.2,1
0.66,14.52,1.28,-0.1,0.94,1.05,708.6,694.65,669.01,73.18,0.95,21.03,22.03,3.52,95.46,0.69,,0.0,5.57,73.55,1
-65.48,160.75,-51.8,0.08,0.23,0.51,288.0,45.66,293.06,82.16,1.41,-3.45,-2.46,4.42,140.73,-39.77,-0.11,10.68,55.3,305.88,1
-4.51,-33.91,-2.72,0.01,0.85,0.88,219.32,152.95,159.52,4.81,0.86,6.44,7.51,1.43,86.69,-1.35,0.64,10.01,3.58,58.53,1
-32.22,49.76,-188.27,0.03,0.54,0.54,2126.75,1117.27,2710.59,,1.65,-2.54,-1.54,7.56,164.76,82.25,-0.99,0.0,232.45,602.06,1
-58.52,4.44,-15.33,0.01,0.12,0.21,95.32,41.08,389.66,37.09,14.19,-1.08,-0.08,204.77,1418.64,-3.52,-106.93,0.0,68.95,90.11,1
-3.36,120.39,-36.12,0.0,0.9,0.9,3916.34,3580.72,3827.7,23.73,1.03,-36.86,-35.86,-0.51,102.79,-3.27,-0.38,3.87,30.59,-552.32,1
-4.92,20.91,,0.0,0.0,0.0,,,,,1.24,-5.25,-4.25,-4.92,123.52,-3.98,-0.24,91.03,,,1
-5.1,-57.34,-7.45,0.02,0.68,1.01,531.59,305.16,456.54,156.07,0.91,10.22,11.25,18.25,91.11,-4.12,0.95,1.53,34.1,119.86,1
20.06,-81.39,11.17,0.07,0.88,0.88,202.74,60.1,183.03,0.0,1.25,-5.06,-4.06,21.71,124.65,16.5,-0.33,11.59,0.92,3.24,1
-40.51,115.96,-41.03,0.0,0.19,0.37,368.72,70.71,382.4,69.37,1.35,-3.86,-2.86,-3.22,134.93,-20.46,-0.1,0.01,37.77,244.16,1
-23.75,104.83,-1444.08,0.37,0.72,0.72,22128.92,9258.7,26761.02,,1.23,-5.41,-4.41,-6.22,122.66,-18.01,-1.82,0.0,1065.7,-429.16,1
-6.07,13.12,-1696.91,-0.01,0.17,0.17,101679.58,25132.53,80599.94,,1.46,-3.16,-2.16,-6.03,146.31,-0.42,-0.6,59.2,13.75,-8.78,1
-3.81,7.04,-139.24,0.0,0.01,0.01,13299.84,14.34,2201.65,,1.54,-2.85,-1.85,-3.73,154.17,-1.3,0.09,0.0,3.0,-11.02,1
