ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
-0.57,-2.03,-0.28,-0.13,1.16,1.51,183.15,151.62,117.9,42.44,0.72,2.59,3.59,30.14,72.11,0.02,33.79,0.0,15.41,158.26,1.65,51.84,0.73,0.06,0.84,1.09,159.85,111.66,104.88,36.39,0.97,30.39,31.39,31.85,96.81,2.12,12.21,24.3,13.26,74.32,1
1.97,39.0,0.9,0.48,0.83,0.83,166.41,53.22,124.91,,0.95,18.81,19.81,12.66,94.95,11.78,0.32,16.32,4.87,42.7,-6.57,-409.51,-6.14,0.39,0.71,0.71,340.02,104.91,241.63,,0.98,61.3,62.3,6.15,98.39,2.39,0.06,26.44,11.88,67.53,1
-3.54,-170.83,-1.87,0.0,0.38,1.02,192.63,70.36,185.3,119.11,0.98,47.27,48.27,8.86,97.93,-3.39,2.46,0.0,6.54,75.49,-1.3,-277.82,-1.06,0.0,0.5,1.1,295.08,130.68,261.93,160.57,0.9,191.97,212.9,7.4,99.53,-1.18,0.61,0.0,7.06,62.23,1
-106.5,43.43,-57.34,-0.01,0.3,0.34,196.53,142.9,420.76,20.65,3.45,-1.41,-0.41,-34.8,345.23,-29.93,-49.06,118.11,38.61,-362.27,47.2,-13.48,7.15,0.01,0.28,0.35,55.16,31.37,144.21,11.6,4.5,-1.29,-0.29,138.78,450.14,11.63,,106.14,13.88,48.6,1
0.3,36.56,0.33,0.0,0.3,1.0,403.01,115.02,353.14,279.16,0.99,122.87,123.87,6.27,99.19,0.65,0.78,9.8,6.59,76.5,0.82,64.63,1.11,0.01,0.41,1.01,492.01,194.42,427.9,289.56,0.99,77.59,78.59,5.54,98.73,1.19,1.92,10.14,6.38,66.97,1
-16.16,-102.38,-40.09,0.0,0.08,0.23,905.57,48.59,568.95,92.73,0.84,5.34,6.34,-8.73,84.22,0.91,0.36,5.93,18.44,67.19,-2.43,12.42,-6.96,0.0,0.1,0.2,1042.95,114.36,1136.0,128.14,1.2,-6.11,-5.11,3.93,119.58,15.27,-0.22,6.91,18.22,76.05,1
-9.97,-115.48,-8.75,0.04,0.33,2.07,320.2,35.3,122.91,216.47,0.91,10.58,11.58,28.02,91.37,-7.26,3.04,42.87,33.32,99.29,-380.35,108.79,-172.84,0.0,0.08,0.1,165.41,23.01,331.11,9.33,4.5,-1.29,-0.29,-265.47,449.62,-82.16,-1.37,211.05,52.21,479.63,1
-6.9,-174.05,-2.2,0.03,0.67,0.69,116.06,43.51,57.85,2.06,0.77,19.48,25.21,39.06,96.03,4.35,0.33,23.03,14.62,103.46,-5.25,298.56,-10.4,0.0,0.61,0.61,721.55,285.06,414.87,,0.82,-46.92,-56.92,-1.55,101.76,-6.36,0.21,20.44,7.33,2519.46,1
-3.94,-130.91,-0.78,0.24,1.04,1.06,71.79,53.18,66.82,1.32,0.97,32.21,33.21,287.61,96.99,-4.06,,0.0,57.34,111.7,0.19,4.58,0.04,0.72,1.08,1.11,82.16,26.66,35.79,2.04,0.96,22.52,23.52,287.69,95.75,0.2,,46.15,64.89,97.89,1
1.61,52.09,0.66,0.0,0.86,0.93,150.69,104.53,97.27,7.94,0.97,31.43,32.43,7.38,96.92,8.67,0.74,20.4,2.38,29.93,-12.12,164.74,-29.78,0.02,0.47,0.53,894.41,405.85,678.02,53.64,1.07,-14.59,-13.59,-8.45,107.36,-6.24,-0.06,30.5,9.02,-98.98,1
-48.02,-1080.81,-110.3,0.04,0.82,0.95,838.29,236.55,157.17,38.99,0.96,21.49,22.51,-15.86,95.56,-45.5,0.96,17.36,73.87,116589.45,-18.74,-1633.56,-24.22,0.02,0.31,0.37,470.34,106.61,282.11,24.22,0.99,86.16,87.16,17.2,98.85,-14.52,0.27,24.34,46.44,238.19,1
-27.25,87.37,-25.72,0.0,0.31,0.56,344.52,109.19,307.15,107.42,1.31,-4.2,-3.21,-5.05,131.19,-13.54,-0.87,34.0,20.95,226.56,-44.41,49.17,-55.34,0.0,0.24,0.38,453.57,159.76,622.36,113.18,1.9,-2.11,-1.11,-14.69,190.32,-16.0,-2.85,46.04,37.04,715.79,1
-124.11,2.48,-61.52,-0.04,-0.04,0.0,180.94,,7331.32,333.78,51.13,-1.02,-0.02,-124.11,5113.08,-2.43,-48.29,1004.95,0.0,0.0,229.82,2.35,-51.7,-0.03,-0.03,-0.03,-81.89,,6281.78,0.0,-96.69,-0.99,0.01,229.82,-9668.54,-2.38,-49.75,-1912.19,0.0,0.0,1
-10.52,-17.3,-11.15,0.02,2.16,2.64,386.93,206.9,143.78,69.44,0.39,0.64,1.64,6.56,39.19,-25.04,,0.0,18.11,-139.86,-113.21,-253.51,-169.85,0.0,1.92,1.92,546.08,30.73,280.54,,0.55,1.24,2.24,-82.73,55.34,-204.57,,0.0,45.73,-72.1,1
1.45,4.47,5.35,0.48,0.88,1.09,1344.61,68.74,240.93,50.66,0.68,2.08,3.08,6.13,67.52,11.79,1.02,20.26,17.24,44.48,0.07,0.12,0.24,0.0,0.68,1.18,1275.55,120.82,231.43,116.02,0.42,0.74,1.74,6.98,42.43,9.22,1.04,22.52,24.22,67.1,1
0.1,1.53,0.34,0.0,0.32,0.74,1192.91,170.65,363.97,233.02,0.93,13.85,14.85,5.21,93.27,1.53,0.31,28.55,16.69,53.28,-43.15,133.13,-240.63,0.0,0.16,0.16,2030.08,111.64,702.66,,1.32,-4.09,-3.09,-40.07,132.41,-26.13,-0.34,0.0,17.16,-12.77,1
