ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
-66.77,130.65,-213.98,0.02,0.1,0.58,1169.73,128.61,1421.52,858.94,1.51,-2.96,-1.96,-58.72,151.11,-44.19,-4.17,27.71,25.8,-27.84,-32.92,28.64,-4714.75,0.0,-0.04,0.43,52132.39,-4696.59,110676.7,52879.65,2.15,-1.87,-0.87,-32.92,214.96,-15.31,-13.66,0.0,0.0,0.0,1
-3.73,-23.49,-12.49,0.01,0.49,0.57,1222.2,357.62,729.61,76.05,0.84,5.3,6.3,-0.82,84.12,-0.34,0.49,19.48,9.73,82.52,-1.88,-11.54,-5.61,0.1,0.57,0.74,1083.1,417.45,761.82,156.81,0.84,5.12,6.12,-0.69,83.66,0.17,0.48,12.14,3.56,44.54,1
0.0,0.0,,0.0,0.04,0.04,,,,,25.76,-1.04,-0.04,0.0,2576.33,0.0,,54.32,,,0.0,0.0,,0.0,0.04,0.04,,,,,25.76,-1.04,-0.04,0.0,2576.33,0.0,,54.32,,,1
-71.29,102.61,-108.31,0.01,0.5,0.63,554.56,338.11,643.71,89.97,1.69,-2.44,-1.44,-57.7,169.48,-41.23,-3.33,8.13,20.64,-202.81,-513.49,52.75,-325.88,0.0,-0.03,-0.02,231.01,-51.27,1655.59,16.3,10.73,-1.1,-0.1,-498.72,1073.38,-47.47,-8.4,49.99,9.37,-21.92,1
0.01,0.08,0.01,0.1,0.46,0.95,293.98,85.35,192.06,116.69,0.82,4.59,5.59,37.25,82.1,0.02,0.86,15.59,29.99,125.92,-85.13,182.31,-44.12,0.0,0.05,0.42,188.66,12.47,216.79,101.0,1.47,-3.14,-2.14,-8.65,146.69,-52.6,-1.23,25.58,39.64,-869.27,1
-33.49,168.37,-19.82,0.03,0.32,0.78,215.97,7.12,128.67,62.39,1.2,-6.03,-5.03,-13.22,119.89,-21.56,0.74,1.99,11.99,1833.55,-5.21,-43.06,-2.93,0.06,1.48,3.68,204.82,6.08,23.61,61.78,0.88,7.27,8.27,12.83,87.91,2.19,1.76,2.04,10.15,75.42,1
-3.41,2.78,-1.5,0.01,0.13,0.13,160.8,44.32,342.15,1.02,2.23,-1.82,-0.82,9.06,222.63,9.54,-1.76,6.34,5.49,38.34,-42.65,22.78,-60.55,0.0,0.19,0.19,516.85,280.26,1432.45,1.74,2.87,-1.53,-0.53,-29.29,287.23,-1.34,-4.24,6.0,18.96,103.77,1
0.41,5.74,0.75,-0.27,-0.21,2.48,667.48,10.25,168.01,459.23,0.93,12.95,13.92,8.33,92.81,1.72,0.68,0.0,14.49,54.43,-1617.08,109.49,306.02,-0.3,-0.34,-0.03,-68.88,10.36,-270.15,-82.39,15.77,-1.07,-0.07,-1496.26,1576.86,-101.08,-7.85,0.0,-22.86,-10.72,1
0.0,0.0,,0.0,2.31,2.31,,,,,0.44,0.78,1.78,0.0,43.84,0.0,,0.0,,,-0.29,-0.53,,0.0,2.31,2.31,,,,,0.44,0.79,1.79,-0.29,44.13,-0.67,,0.0,,,1
3.62,-3.65,,0.01,0.19,0.19,,,,,0.09,-0.09,-1.01,3.62,199.01,41.99,-1.01,0.0,,,163.8,244.77,,0.01,0.05,0.05,,,,,0.33,0.49,1.49,163.8,33.08,495.13,0.68,0.0,,,1
-2.69,1.92,-7270.0,0.0,0.28,0.28,986566.61,650528.0,2275944.0,,2.4,-1.71,-0.71,-2.69,240.42,-1.12,-5.94,6.12,0.0,0.0,-11.66,7.32,,0.0,0.19,0.19,,,,,2.59,-1.63,-0.63,-11.66,259.18,-4.5,-3.93,12.56,,0.0,1
