ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
-0.38,-2.4,-0.23,-0.02,1.05,1.23,221.16,187.98,175.77,32.07,0.84,5.34,6.34,16.77,84.23,0.04,21.56,0.0,10.42,119.54,-0.57,-2.03,-0.28,-0.13,1.16,1.51,183.15,151.62,117.9,42.44,0.72,2.59,3.59,30.14,72.11,0.02,33.79,0.0,15.41,158.26,1
2.2,32.11,1.76,0.26,0.79,1.2,290.79,85.65,143.59,67.51,0.93,13.61,14.61,27.17,93.16,17.05,1.36,6.35,19.95,67.36,1.97,39.0,0.9,0.48,0.83,0.83,166.41,53.22,124.91,,0.95,18.81,19.81,12.66,94.95,11.78,0.32,16.32,4.87,42.7,1
4.79,85.2,5.68,0.0,0.4,1.06,432.09,159.32,402.83,269.22,0.94,16.8,17.8,14.84,94.38,5.27,11.85,0.0,11.93,61.56,-3.54,-170.83,-1.87,0.0,0.38,1.02,192.63,70.36,185.3,119.11,0.98,47.27,48.27,8.86,97.93,-3.39,2.46,0.0,6.54,75.49,1
-101.48,148.42,-68.59,0.0,0.55,0.59,246.02,160.7,251.58,15.47,1.68,-2.46,-1.46,-61.56,168.37,-60.27,-21.31,59.58,26.98,-68.66,-106.5,43.43,-57.34,-0.01,0.3,0.34,196.53,142.9,420.76,20.65,3.45,-1.41,-0.41,-34.8,345.23,-29.93,-49.06,118.11,38.61,-362.27,1
0.04,21.19,0.04,0.0,0.24,0.99,375.58,88.57,295.66,281.54,1.0,574.0,575.0,5.81,99.83,0.16,0.17,20.22,5.96,61.99,0.3,36.56,0.33,0.0,0.3,1.0,403.01,115.02,353.14,279.16,0.99,122.87,123.87,6.27,99.19,0.65,0.78,9.8,6.59,76.5,1
-20.0,156.49,-55.86,0.0,0.05,0.17,1016.64,48.72,869.06,112.18,1.13,-8.83,-7.83,-13.85,112.78,-1.97,0.09,7.71,17.19,78.0,-16.16,-102.38,-40.09,0.0,0.08,0.23,905.57,48.59,568.95,92.73,0.84,5.34,6.34,-8.73,84.22,0.91,0.36,5.93,18.44,67.19,1
-3.14,-15.44,-1.84,0.02,0.11,1.03,213.38,12.75,93.38,143.82,0.8,3.91,4.92,38.42,79.68,0.66,1.01,30.21,24.36,85.05,-9.97,-115.48,-8.75,0.04,0.33,2.07,320.2,35.3,122.91,216.47,0.91,10.58,11.58,28.02,91.37,-7.26,3.04,42.87,33.32,99.29,1
0.55,2.56,0.32,0.18,1.17,1.28,211.62,63.68,44.39,6.99,0.54,2.51,4.61,41.15,78.32,24.64,0.75,19.86,23.6,82.06,-6.9,-174.05,-2.2,0.03,0.67,0.69,116.06,43.51,57.85,2.06,0.77,19.48,25.21,39.06,96.03,4.35,0.33,23.03,14.62,103.46,1
3.52,68.44,1.22,0.14,2.35,2.41,126.77,112.06,50.83,3.06,0.47,9.14,19.47,214.41,94.86,7.49,,0.0,73.44,122.09,-3.94,-130.91,-0.78,0.24,1.04,1.06,71.79,53.18,66.82,1.32,0.97,32.21,33.21,287.61,96.99,-4.06,,0.0,57.34,111.7,1
0.01,0.34,0.0,0.06,0.61,0.81,103.64,42.62,58.06,15.85,0.98,57.89,58.89,5.45,98.3,10.11,0.63,26.36,1.55,29.62,1.61,52.09,0.66,0.0,0.86,0.93,150.69,104.53,97.27,7.94,0.97,31.43,32.43,7.38,96.92,8.67,0.74,20.4,2.38,29.93,1
-33.53,-224.13,-434.12,0.35,0.58,0.66,4713.08,282.19,1272.38,103.68,0.85,5.68,6.68,-17.48,85.04,-36.7,0.86,0.0,207.72,-103.6,-48.02,-1080.81,-110.3,0.04,0.82,0.95,838.29,236.55,157.17,38.99,0.96,21.49,22.51,-15.86,95.56,-45.5,0.96,17.36,73.87,116589.45,1
-29.94,896.34,-25.13,0.01,0.41,0.77,305.54,100.06,210.26,107.55,1.03,-30.94,-29.94,-9.91,103.34,-22.11,0.07,27.36,16.81,200.57,-27.25,87.37,-25.72,0.0,0.31,0.56,344.52,109.19,307.15,107.42,1.31,-4.2,-3.21,-5.05,131.19,-13.54,-0.87,34.0,20.95,226.56,1
