ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
-66.77,130.65,-213.98,0.02,0.1,0.58,1169.73,128.61,1421.52,858.94,1.51,-2.96,-1.96,-58.72,151.11,-44.19,-4.17,27.71,25.8,-27.84,1
-3.73,-23.49,-12.49,0.01,0.49,0.57,1222.2,357.62,729.61,76.05,0.84,5.3,6.3,-0.82,84.12,-0.34,0.49,19.48,9.73,82.52,1
0.0,0.0,,0.0,0.04,0.04,,,,,25.76,-1.04,-0.04,0.0,2576.33,0.0,,54.32,,,1
-71.29,102.61,-108.31,0.01,0.5,0.63,554.56,338.11,643.71,89.97,1.69,-2.44,-1.44,-57.7,169.48,-41.23,-3.33,8.13,20.64,-202.81,1
0.01,0.08,0.01,0.1,0.46,0.95,293.98,85.35,192.06,116.69,0.82,4.59,5.59,37.25,82.1,0.02,0.86,15.59,29.99,125.92,1
-33.49,168.37,-19.82,0.03,0.32,0.78,215.97,7.12,128.67,62.39,1.2,-6.03,-5.03,-13.22,119.89,-21.56,0.74,1.99,11.99,1833.55,1
-3.41,2.78,-1.5,0.01,0.13,0.13,160.8,44.32,342.15,1.02,2.23,-1.82,-0.82,9.06,222.63,9.54,-1.76,6.34,5.49,38.34,1
0.41,5.74,0.75,-0.27,-0.21,2.48,667.48,10.25,168.01,459.23,0.93,12.95,13.92,8.33,92.81,1.72,0.68,0.0,14.49,54.43,1
0.0,0.0,,0.0,2.31,2.31,,,,,0.44,0.78,1.78,0.0,43.84,0.0,,0.0,,,1
3.62,-3.65,,0.01,0.19,0.19,,,,,0.09,-0.09,-1.01,3.62,199.01,41.99,-1.01,0.0,,,1
-2.69,1.92,-7270.0,0.0,0.28,0.28,986566.61,650528.0,2275944.0,,2.4,-1.71,-0.71,-2.69,240.42,-1.12,-5.94,6.12,0.0,0.0,1
