ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
1.65,51.84,0.73,0.06,0.84,1.09,159.85,111.66,104.88,36.39,0.97,30.39,31.39,31.85,96.81,2.12,12.21,24.3,13.26,74.32,1
-6.57,-409.51,-6.14,0.39,0.71,0.71,340.02,104.91,241.63,,0.98,61.3,62.3,6.15,98.39,2.39,0.06,26.44,11.88,67.53,1
-1.3,-277.82,-1.06,0.0,0.5,1.1,295.08,130.68,261.93,160.57,0.9,191.97,212.9,7.4,99.53,-1.18,0.61,0.0,7.06,62.23,1
47.2,-13.48,7.15,0.01,0.28,0.35,55.16,31.37,144.21,11.6,4.5,-1.29,-0.29,138.78,450.14,11.63,,106.14,13.88,48.6,1
0.82,64.63,1.11,0.01,0.41,1.01,492.01,194.42,427.9,289.56,0.99,77.59,78.59,5.54,98.73,1.19,1.92,10.14,6.38,66.97,1
-2.43,12.42,-6.96,0.0,0.1,0.2,1042.95,114.36,1136.0,128.14,1.2,-6.11,-5.11,3.93,119.58,15.27,-0.22,6.91,18.22,76.05,1
-380.35,108.79,-172.84,0.0,0.08,0.1,165.41,23.01,331.11,9.33,4.5,-1.29,-0.29,-265.47,449.62,-82.16,-1.37,211.05,52.21,479.63,1
-5.25,298.56,-10.4,0.0,0.61,0.61,721.55,285.06,414.87,,0.82,-46.92,-56.92,-1.55,101.76,-6.36,0.21,20.44,7.33,2519.46,1
0.19,4.58,0.04,0.72,1.08,1.11,82.16,26.66,35.79,2.04,0.96,22.52,23.52,287.69,95.75,0.2,,46.15,64.89,97.89,1
-12.12,164.74,-29.78,0.02,0.47,0.53,894.41,405.85,678.02,53.64,1.07,-14.59,-13.59,-8.45,107.36,-6.24,-0.06,30.5,9.02,-98.98,1
-18.74,-1633.56,-24.22,0.02,0.31,0.37,470.34,106.61,282.11,24.22,0.99,86.16,87.16,17.2,98.85,-14.52,0.27,24.34,46.44,238.19,1
-44.41,49.17,-55.34,0.0,0.24,0.38,453.57,159.76,622.36,113.18,1.9,-2.11,-1.11,-14.69,190.32,-16.0,-2.85,46.04,37.04,715.79,1
229.82,2.35,-51.7,-0.03,-0.03,-0.03,-81.89,,6281.78,0.0,-96.69,-0.99,0.01,229.82,-9668.54,-2.38,-49.75,-1912.19,0.0,0.0,1
-113.21,-253.51,-169.85,0.0,1.92,1.92,546.08,30.73,280.54,,0.55,1.24,2.24,-82.73,55.34,-204.57,,0.0,45.73,-72.1,1
0.07,0.12,0.24,0.0,0.68,1.18,1275.55,120.82,231.43,116.02,0.42,0.74,1.74,6.98,42.43,9.22,1.04,22.52,24.22,67.1,1
-43.15,133.13,-240.63,0.0,0.16,0.16,2030.08,111.64,702.66,,1.32,-4.09,-3.09,-40.07,132.41,-26.13,-0.34,0.0,17.16,-12.77,1
-38.05,103.98,-23.13,0.0,0.48,0.69,221.25,140.08,291.43,59.77,1.37,-3.73,-2.73,36.01,136.6,-25.74,-4.46,0.0,32.04,139.59,1
-28.45,97.24,-69.71,0.02,-0.48,-0.82,891.91,,534.85,-183.48,1.29,-4.4,-3.42,-7.21,129.26,-13.1,0.14,50.35,52.04,207.37,1
-1878.03,149.52,,0.02,0.08,0.08,,,,,13.56,-1.08,-0.08,-1878.03,1356.07,-83.58,,0.0,,,1
-18.65,138.86,-22.28,0.01,0.41,0.65,434.84,85.78,327.22,96.94,1.13,-8.45,-7.45,5.17,113.43,-1.46,0.2,14.1,28.46,105.84,1
3.02,9.06,2.38,0.09,1.06,1.3,286.6,168.71,126.86,42.06,0.67,2.0,3.0,12.65,66.63,11.15,1.91,21.54,7.58,48.26,1
0.13,34.99,0.13,0.0,0.43,0.58,363.43,106.4,249.74,36.94,1.0,267.11,268.11,9.87,99.63,4.97,0.46,15.79,9.72,56.01,1
1.23,9.41,0.73,0.01,0.34,0.85,217.58,56.86,126.26,91.07,0.87,6.66,7.68,36.49,86.97,5.34,0.48,23.43,21.08,75.97,1
-102.45,141.15,-62.68,0.04,0.58,0.58,222.71,205.17,354.43,,1.73,-2.38,-1.38,-93.85,172.58,-58.92,-100.86,11.14,5.26,-8.94,1
-2.95,3.66,-1.13,0.0,0.49,0.7,139.29,76.37,164.77,34.32,1.81,-2.24,-1.24,75.34,180.58,1.51,-1.39,0.0,29.96,92.58,1
-27873.25,79.68,-67305.54,0.0,0.0,0.0,878.95,,301939.34,,350.82,-1.0,0.0,-27847.23,35082.44,-79.45,,0.0,62.83,117.35,1
0.18,0.56,0.01,0.0,0.95,0.95,20.4,12.78,13.47,,0.69,2.19,3.19,1.95,68.62,0.4,0.87,0.0,0.1,-12.02,1
-166.6,41.93,-223.67,0.05,0.21,0.22,488.68,346.93,2222.85,14.79,4.97,-1.25,-0.25,-87.86,497.33,-33.5,,0.01,105.71,-364.01,1
9.03,698.37,5.25,0.01,0.74,1.01,211.55,135.58,185.95,50.55,0.99,76.35,77.35,14.07,98.71,11.85,0.21,0.0,2.93,-140.96,1
-18.46,17.14,-42.71,0.02,0.03,0.04,842.22,15.29,908.6,9.37,2.08,-1.93,-0.93,2.66,207.71,-5.73,-1.15,56.17,48.86,111.04,1
