ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,IS_BANKRUPT
1.54,14.39,3.76,0.01,0.12,0.77,889.59,85.37,549.15,489.82,0.89,8.36,9.36,5.37,89.32,1.77,0.43,22.43,9.37,46.81,1
4.03,18.29,6.34,0.03,0.82,0.88,572.59,255.03,306.97,22.64,0.78,3.54,4.54,10.56,77.98,7.54,0.79,20.48,10.27,58.25,1
-3.53,0.14,,0.0,0.04,0.04,,,,,25.76,-1.04,-0.04,-3.53,2576.33,-0.14,,54.32,,0.0,1
-10.2,-897.9,-11.86,0.02,0.87,1.08,423.11,111.63,313.73,72.98,0.99,86.97,87.99,5.32,98.86,-9.05,0.08,4.49,18.05,-1690.51,1
-0.32,-1.56,-0.22,0.09,0.47,0.96,243.33,71.85,146.55,93.37,0.79,3.8,4.8,40.84,79.18,-0.41,0.86,17.96,27.52,112.74,1
-5.33,-41.79,-3.46,0.02,0.37,0.83,236.03,5.63,121.49,58.05,0.87,6.84,7.84,13.29,87.24,2.82,0.84,1.88,12.08,71.37,1
-16.85,14.54,-12.76,0.01,0.16,0.18,275.6,87.88,565.38,8.77,2.16,-1.86,-0.86,-5.53,215.85,6.92,-1.88,7.75,8.57,67.43,1
0.27,3.8,0.4,0.0,0.0,1.01,541.61,0.02,253.93,329.74,0.93,13.13,14.13,9.72,92.92,1.37,0.18,12.54,14.06,49.92,1
0.0,0.0,,0.0,2.31,2.31,,,,,0.44,0.78,1.78,0.0,43.84,0.0,,0.0,,,1
-20.06,19.6,,0.02,0.22,0.22,,,,,0.09,-0.09,-0.98,-20.06,202.37,-230.31,-1.04,0.0,,0.0,1
-3.84,18.03,,-0.02,0.51,0.51,,,,,1.21,-5.69,-4.69,-1.38,121.31,-3.17,-0.55,0.0,,-218.67,1
