ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,IS_BANKRUPT
2.49,10.36,1.42,0.01,0.4,1.3,208.28,42.89,93.0,100.88,0.76,3.16,4.16,8.9,75.99,8.52,1.54,23.06,3.67,44.49,1
-363.2,31.16,-509.9,0.0,0.03,0.06,511.02,216.1,6310.51,169.0,12.66,-1.09,-0.09,-304.67,1265.64,-27.64,-48.69,0.0,82.17,-56.98,1
1.61,-71.75,12.39,0.0,0.0,0.0,2805.21,5.46,1672.0,,1.02,-45.61,-44.61,1.61,102.24,1.57,-0.02,0.0,0.0,0.0,1
-14.75,151.2,-7.99,0.02,0.17,0.61,197.21,28.69,187.23,83.64,1.09,-11.14,-10.25,13.37,109.75,-9.97,-0.21,1.15,15.23,137.31,1
0.59,28.31,0.37,0.01,0.62,1.02,232.01,131.3,212.06,87.32,0.98,47.16,48.19,13.69,97.92,1.93,1.29,3.22,8.35,81.59,1
14.08,139.48,9.88,0.02,0.69,0.82,255.39,143.95,193.86,26.84,0.9,8.88,9.9,26.18,89.9,20.61,0.47,11.46,8.49,35.59,1
-36.01,51.78,-6.48,0.15,0.15,0.5,65.52,0.08,92.58,33.24,1.69,-2.43,-1.44,45.18,169.54,-6.67,-1.6,0.0,14.61,99.53,1
-1.05,-11.71,-2.31,0.03,1.27,1.29,803.42,303.03,242.53,3.48,0.91,10.17,11.17,1.86,91.05,13.13,0.95,24.41,6.41,143.37,1
-1.45,0.75,,0.0,0.42,0.42,,,,,2.93,-1.52,-0.52,0.0,292.6,-0.5,242.82,135.33,,,1
0.93,12.4,0.3,0.08,0.24,0.9,119.07,17.23,107.29,71.7,0.93,12.4,13.4,24.67,92.54,6.73,0.43,0.0,7.77,70.05,1
0.3,0.95,0.1,0.05,1.13,1.77,121.96,71.95,66.43,42.74,0.68,2.16,3.16,22.76,68.31,2.19,13.77,0.0,7.53,88.05,1
-0.89,-5.89,-0.68,0.14,0.66,0.87,275.8,107.08,151.77,44.58,0.85,5.6,6.6,16.89,84.86,4.76,0.69,22.67,13.48,71.47,1
