ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,IS_BANKRUPT
11.66,552.16,5.32,0.37,1.43,1.5,166.15,5.93,77.14,5.27,0.98,46.36,47.36,32.49,97.89,21.82,0.94,0.0,9.51,64.01,1
-18.12,160.82,-16.63,0.08,0.9,0.9,334.13,301.16,367.65,,1.11,-9.88,-8.88,-14.5,111.26,-16.28,,0.0,3.32,-20.49,1
0.09,12.53,0.21,0.03,0.68,1.89,891.64,259.58,136.3,486.07,0.84,122.85,145.46,1.54,99.31,1.15,1.44,49.65,3.55,-35.1,1
-998.71,100.64,-274.64,0.0,0.09,0.09,100.1,79.28,1064.88,,10.9,-1.1,-0.1,-967.44,1092.38,-91.46,,0.0,8.6,-43.95,1
6.42,12.5,2.84,1.49,3.5,3.5,161.1,66.67,33.1,,0.49,0.95,1.95,6.42,48.6,31.31,3.0,0.0,0.0,0.0,1
-8.29,-124.03,-3.42,0.05,0.62,0.75,150.44,69.92,131.91,16.68,0.93,13.97,14.97,3.51,93.32,-5.8,0.37,0.0,4.88,60.52,1
0.43,17.69,0.06,0.34,1.01,1.01,47.6,29.22,43.63,,0.98,40.58,41.58,38.42,97.6,4.46,1.09,3.45,4.97,11.81,1
14.08,139.48,9.88,0.02,0.69,0.82,255.39,143.95,193.86,26.84,0.9,8.88,9.9,26.18,89.9,20.61,0.47,11.46,8.49,35.59,1
-0.53,-4.75,-0.61,0.0,0.97,0.99,421.69,224.77,204.64,6.42,0.89,8.03,9.04,15.79,88.94,3.27,1.98,27.33,18.9,98.02,1
-320.17,100.0,,,,,,,,,4.2,-1.31,-0.31,-320.17,420.17,-76.2,,0.0,,0.0,1
-10.88,150.13,-7.42,0.29,0.81,0.81,248.28,110.25,204.33,1.1,0.97,-13.44,-13.79,16.09,107.25,-9.92,-0.36,12.9,18.4,152.52,1
-6.41,-297.62,-4.17,0.61,0.72,0.76,236.63,24.58,223.93,9.14,0.98,45.44,46.44,54.05,97.85,-5.98,0.16,0.0,39.3,89.4,1
0.45,2.81,0.3,0.03,0.89,0.89,242.18,141.08,198.49,0.0,0.84,5.18,6.19,14.97,83.83,7.16,0.64,0.0,9.66,87.81,1
-12.14,103.54,-20.94,0.02,0.89,0.89,627.77,602.42,693.67,,1.12,-9.53,-8.53,-11.79,111.73,-10.41,-15.33,0.0,0.61,-3.2,1
-9.72,-65.69,-33.11,0.03,0.48,0.9,1239.73,418.12,404.99,397.23,0.85,5.76,6.76,-3.96,85.2,-4.68,0.69,43.71,19.61,111.77,1
4.5,9.53,3.55,0.16,1.71,1.92,286.66,221.41,142.84,31.3,0.53,1.11,2.12,25.73,52.65,12.89,16.42,,16.72,70.15,1
-67.99,100.0,-82.49,0.36,0.41,0.41,309.4,31.66,733.43,0.0,1.68,-2.47,-1.47,-49.71,167.99,-35.4,-2.15,0.0,22.17,-46.2,1
2.46,13.51,2.04,0.03,0.98,1.19,300.74,208.6,207.69,46.91,0.77,4.22,5.49,19.35,81.77,5.48,2.53,4.7,13.95,83.37,1
3.03,17.59,1.54,0.02,0.72,0.81,185.28,78.26,72.72,10.05,0.79,4.6,5.81,28.05,82.78,20.38,0.64,25.3,12.74,54.93,1
2.12,31.79,0.47,0.12,0.88,0.89,80.04,48.44,63.61,0.79,0.93,13.97,14.97,20.62,93.32,12.38,0.82,0.0,4.07,53.66,1
0.59,8.94,0.7,0.21,1.54,2.27,429.31,215.5,162.08,119.57,1.11,16.79,15.17,0.68,93.41,0.6,4.88,0.0,0.11,14.08,1
0.27,37.09,0.16,0.09,0.92,0.92,111.14,165.39,209.05,0.0,0.99,137.0,138.0,1.32,99.28,0.27,,0.0,0.62,108.44,1
-5.19,-11.27,-12.61,0.0,0.3,1.07,884.81,111.47,283.01,303.62,0.53,1.15,2.17,12.31,53.96,-5.43,0.92,11.73,42.53,129.74,1
-1.65,-11.43,-0.6,0.03,0.4,0.9,133.0,30.92,72.78,43.61,0.69,4.77,6.94,68.54,85.6,4.02,0.47,9.27,25.64,95.72,1
2.83,12.0,2.15,0.03,1.0,1.16,276.99,129.32,127.14,24.87,0.68,2.87,4.24,9.65,76.43,7.83,1.0,13.46,5.19,37.38,1
