ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,IS_BANKRUPT
-3.01,-22.67,-4.9,0.02,0.95,1.01,591.42,132.19,142.31,9.15,0.4,3.01,7.52,15.1,86.71,42.99,0.36,0.0,29.43,89.2,1
,,,,,,,,,,,,,,,,,,,,1
7.7,30.84,3.91,0.05,0.56,0.99,185.07,38.73,84.54,53.99,0.75,3.01,4.01,47.63,75.05,16.72,0.95,21.39,20.31,72.71,1
7.31,13.76,7.17,0.1,0.45,1.0,357.02,45.37,109.84,72.9,0.47,0.88,1.88,35.24,46.84,34.17,0.98,5.62,27.4,75.62,1
-0.85,-3.95,-0.35,0.0,0.93,1.22,151.99,90.12,72.73,28.24,0.75,3.48,4.65,0.25,78.5,10.61,1.47,25.48,0.46,22.6,1
-1.44,-3.27,-4.53,0.51,22.89,22.89,1147.47,1092.09,48.8,,0.05,0.1,2.28,16.49,56.11,-27.83,35.79,0.0,56.51,188.29,1
-13.13,-737.8,-32.17,0.07,0.21,0.41,891.81,46.77,260.67,66.21,0.98,55.2,56.2,-5.52,98.22,-3.45,0.7,27.3,18.63,81.49,1
-38.05,103.98,-23.13,0.0,0.48,0.69,221.25,140.08,291.43,59.77,1.37,-3.73,-2.73,36.01,136.6,-25.74,-4.46,0.0,32.04,139.59,1
10.74,104.41,11.5,0.39,1.85,1.93,389.58,235.93,145.64,15.76,0.9,8.72,9.72,15.67,89.71,13.89,1.21,11.68,5.27,25.59,1
-2.04,-7.91,-1.25,0.02,0.97,1.09,222.58,133.54,143.54,18.03,0.74,2.88,3.88,22.96,74.21,0.07,0.92,0.0,15.29,70.12,1
2.11,20.11,0.96,0.0,0.25,0.79,165.13,29.98,105.81,66.97,0.9,8.53,9.53,95.2,89.51,6.17,0.6,16.45,42.23,94.88,1
21.16,87.29,9.39,0.18,1.14,1.15,161.63,111.1,116.01,0.54,0.76,3.12,4.13,71.08,75.76,36.34,1.58,0.0,22.16,66.73,1
-8.21,-24.16,-698996.62,0.15,1.06,1.08,31009178.43,2326026.84,3033511.9,48196.94,0.13,0.38,2.94,-7.3,66.03,-40.43,0.38,0.0,76929.54,-11.35,1
-1.61,-45.21,-2.02,0.02,0.93,1.01,458.43,388.72,402.62,35.31,0.96,27.15,28.15,13.86,96.45,-0.39,1.25,5.31,19.48,80.9,1
