ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
-17.81,-17.81,-72.93,,,,1490.2,,,,,,1.0,-16.17,0.0,,,0.0,6.71,-9.71,0
0.0,,0.0,0.18,0.38,0.99,129.8,25.38,128.35,79.72,1.0,,,17.7,100.0,3.09,0.07,0.0,6.31,39.42,0
0.01,0.35,0.0,0.29,0.76,1.08,114.62,49.44,105.34,33.67,0.96,24.5,25.5,39.61,96.08,0.69,,0.0,12.47,100.4,0
33.93,94.48,9.25,0.19,0.96,1.56,99.26,44.01,57.71,35.2,0.64,1.78,2.78,83.26,64.09,64.57,5.43,0.0,13.45,48.35,0
5.26,26.76,1.85,0.26,0.47,1.37,128.26,14.64,71.12,65.37,0.8,4.09,5.09,39.34,80.36,17.15,1.81,20.64,12.01,63.24,0
46.33,90.05,12.67,1.28,2.21,2.21,99.52,28.91,31.16,,0.49,0.94,1.94,88.51,48.56,112.87,2.26,0.0,11.53,37.98,0
2.39,53.9,0.64,0.17,0.52,1.01,98.06,22.51,75.53,37.76,0.96,21.56,22.56,30.79,95.57,5.13,1.03,16.38,7.65,80.41,0
29.41,-33.9,7.43,0.21,0.73,0.73,91.91,55.97,108.78,,1.87,-2.15,-1.15,59.64,186.77,17.59,-6.51,0.0,7.63,50.76,0
-8.75,64.43,-85.69,0.03,0.08,0.11,3565.09,63.29,1534.89,56.06,1.14,-8.36,-7.36,-4.04,113.58,-7.7,0.59,0.0,46.14,-23.01,0
30.69,37.37,8.13,0.64,3.63,4.7,96.45,58.38,19.52,21.08,0.18,0.22,1.22,46.76,17.88,176.33,26.37,0.0,4.26,28.63,0
-4.84,67.01,-1.76,0.33,0.73,1.05,132.25,43.68,109.37,36.38,1.07,-14.84,-13.84,17.23,107.23,-4.15,1.39,22.74,8.02,98.91,0
53.78,82.97,16.29,1.3,2.35,3.4,110.26,,26.79,28.34,0.35,0.54,1.54,108.94,35.19,154.81,4.66,8.35,16.71,45.02,0
1.47,34.16,0.78,0.01,0.65,0.85,191.37,115.25,179.58,36.07,0.96,22.16,23.17,28.65,95.68,2.05,0.26,0.0,14.29,94.17,0
