ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
0.23,0.6,0.5,0.04,0.17,0.67,798.28,61.86,484.91,246.24,62.0,163.19,2.63,6.52,62.0,8.12,0.65,0.39,9.71,34.74,0
4.08,6.73,1.71,0.93,1.48,1.5,153.15,32.99,59.24,0.71,39.4,65.03,1.65,21.11,39.4,72.0,1.49,0.0,5.13,24.67,0
,,,,,,,,,,,,,,,,,,,,0
1.23,15.43,1.44,0.41,1.1,1.12,423.37,38.25,7.57,1.11,0.92,11.5,12.5,2.65,92.0,13.34,1.02,11.44,1.65,7.83,0
6.04,72.71,2.39,0.27,1.21,1.44,143.94,92.23,74.6,22.67,0.92,11.04,12.04,38.08,91.69,6.59,,16.29,9.25,54.06,0
3.03,8.42,1.92,0.66,2.93,4.74,230.57,77.33,34.03,61.59,0.64,1.78,2.78,34.84,64.02,10.53,2.86,0.02,14.35,58.96,0
10.7,150.61,6.6,0.26,0.7,0.81,224.38,30.82,70.88,7.61,0.93,13.07,14.07,34.2,92.89,18.43,0.89,0.0,14.48,48.07,0
0.24,1.89,0.37,0.01,0.95,0.95,551.59,327.34,303.42,2.85,0.87,6.81,7.81,1.74,87.2,7.49,0.92,22.32,1.69,9.04,0
2.0,2.33,4.02,1.71,1.96,1.96,732.52,24.77,61.05,0.03,0.14,0.16,1.16,2.07,14.15,109.12,1.19,5.72,0.16,0.49,0
4.79,8.62,4.3,3.42,7.11,7.62,326.84,149.08,40.32,20.32,0.44,0.8,1.8,69.03,44.37,13.93,15.02,0.0,42.47,65.79,0
-2.78,-6.66,-7.8,0.07,0.17,0.21,1022.39,57.38,547.09,26.29,0.58,1.4,2.4,9.7,58.29,-4.77,0.48,3.98,25.23,66.68,0
7.88,9.0,6.39,3.55,6.82,7.4,295.42,96.81,29.94,17.41,0.12,0.14,1.14,38.35,12.47,91.91,3.67,0.0,17.37,46.1,0
1.08,3.46,0.67,0.04,0.81,1.19,225.2,105.31,137.08,52.5,0.69,2.2,3.2,21.73,68.79,7.64,1.46,3.95,8.92,51.32,0
6.52,81.5,2.38,0.14,0.51,0.71,132.69,45.02,121.87,25.5,0.92,11.5,12.5,10.72,92.0,17.58,0.24,0.0,1.07,16.4,0
10.77,20.58,11.71,0.46,1.93,2.1,395.68,114.89,119.62,20.05,0.48,0.91,1.91,17.83,47.65,36.38,1.94,0.0,7.68,25.92,0
25.28,27.23,75.02,13.91,13.91,13.91,1080.35,,76.8,,0.07,0.08,1.08,25.28,7.19,351.67,,0.0,0.0,0.0,0
