ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
-0.8,25.43,-3.06,0.29,0.3,0.31,1401.27,7.02,745.95,9.97,0.73,-23.4,-31.97,6.59,103.13,8.67,0.16,2.97,28.43,61.45,0
-104.54,-1117.23,,1.17,1.2,1.2,,,,,0.91,9.69,10.69,-104.54,90.64,-115.34,,0.0,,0.0,0
10.16,30.2,24.93,0.87,1.09,3.61,893.56,28.86,149.98,384.15,0.56,1.67,2.97,31.39,66.37,37.49,1.86,0.0,52.12,265.15,0
4.88,7.51,5.83,1.08,1.97,6.49,434.47,23.95,26.86,123.07,0.33,0.5,1.54,13.59,35.01,52.45,1.51,3.11,10.4,48.44,0
-1.4,-2.3,-1.94,1.07,1.65,2.28,505.24,112.34,194.68,124.81,0.39,0.64,1.64,9.85,38.96,2.74,5.51,0.0,15.62,-84.75,0
9.78,37.38,1.65,0.52,1.18,1.18,61.24,29.5,44.57,0.02,0.74,2.82,3.82,10.57,73.84,13.88,2.08,0.0,0.13,4.74,0
0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0
-2.2,-3.15,,0.12,0.26,0.71,,,,,0.3,0.43,1.43,-2.2,30.07,-7.32,0.82,0.0,,0.0,0
7.84,8.58,4.74,1.56,7.71,8.89,220.12,92.0,14.97,17.88,0.09,0.1,1.1,44.59,8.68,154.6,2.36,0.0,22.22,71.18,0
8.54,15.57,54.05,0.75,1.43,1.52,2303.37,624.92,919.09,83.68,0.45,0.82,1.82,8.54,45.12,23.36,1.42,0.0,0.0,0.0,0
12.46,54.14,72.44,0.0,0.74,1.22,2115.95,814.81,454.5,560.38,0.71,3.07,4.34,25.71,76.98,30.04,0.8,32.6,77.04,-22.69,0
5.85,7.37,9.86,0.77,1.95,4.33,613.97,72.13,54.06,148.33,0.14,0.18,1.26,22.23,20.65,126.52,1.5,1.21,27.64,104.85,0
5.61,167.74,18.94,0.01,0.63,0.8,1227.87,261.61,323.18,73.18,0.8,23.89,29.88,8.78,96.65,27.66,0.69,19.38,10.69,20.33,0
11.69,52.32,8.49,0.01,1.24,2.28,264.1,68.09,20.88,58.59,0.78,3.47,4.47,23.66,77.65,19.65,1.23,13.25,8.68,51.15,0
17.4,18.48,25.95,4.86,8.89,16.37,542.88,70.19,17.4,131.92,0.05,0.05,1.06,35.57,5.83,609.34,2.02,0.0,27.1,48.21,0
9.08,19.78,21.72,0.16,0.86,1.11,871.05,262.25,279.54,97.15,0.5,1.08,2.18,21.34,54.11,36.38,1.98,11.46,29.35,234.42,0
3.91,6.51,4.35,0.21,0.71,1.69,404.57,48.21,64.26,95.83,0.31,0.51,1.66,26.93,39.89,45.06,1.12,10.23,25.58,92.03,0
6.33,20.63,12.07,0.09,0.35,0.67,693.64,124.16,472.13,149.28,0.69,2.26,3.26,16.91,69.3,26.84,0.58,0.0,20.15,123.8,0
3.15,21.0,5.95,0.0,0.3,0.7,688.51,130.14,339.43,176.36,0.64,4.29,6.67,5.94,85.01,19.67,0.38,14.25,5.27,-65.37,0
3.57,19.55,6.19,0.13,1.38,2.21,630.72,143.76,54.96,101.71,0.79,4.35,5.47,9.8,81.73,15.19,1.4,68.94,10.8,36.29,0
2.06,2.65,2.42,0.24,0.72,2.61,426.36,21.34,42.52,86.62,0.2,0.26,1.28,18.95,22.04,93.63,1.21,1.55,19.78,67.26,0
8.34,9.58,26.39,5.82,6.87,9.22,1151.29,90.03,86.0,204.23,0.12,0.14,1.15,21.98,12.92,118.48,3.0,0.0,43.13,88.38,0
0.21,13.08,0.22,0.01,0.39,0.93,373.62,97.95,237.99,140.01,0.94,58.32,61.98,30.43,98.39,8.32,0.44,17.84,31.01,88.13,0
0.52,1.0,8.32,0.14,0.49,0.93,5790.57,546.51,1431.9,784.29,0.35,0.68,1.92,11.04,47.94,23.1,0.8,5.52,167.36,-1060.22,0
