ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
0.03,0.06,0.07,0.06,0.24,0.49,968.52,84.0,429.42,118.0,0.6,1.5,2.5,5.55,60.07,10.75,0.66,13.51,14.71,44.82,0.36,0.82,0.86,0.04,0.2,0.44,873.17,71.33,394.98,108.05,0.56,1.28,2.28,5.73,56.2,11.66,0.63,9.42,12.87,37.06,0
10.68,11.08,12.86,3.52,22.25,26.8,438.14,291.31,15.55,71.61,0.04,0.04,1.04,15.02,3.64,293.68,28.56,0.0,5.22,23.28,12.88,47.87,10.43,0.08,1.1,1.29,294.68,217.67,212.72,39.46,0.73,2.72,3.72,19.57,73.09,17.63,5.37,0.0,5.42,28.13,0
6.46,17.93,0.7,1.12,1.12,1.12,39.7,-0.03,8.33,0.0,0.64,1.77,2.77,30.1,63.95,59.46,1.04,0.0,2.58,32.4,-0.61,-1.48,-0.07,0.96,0.37,0.97,38.77,-6.26,10.76,6.49,0.59,1.41,2.41,25.17,58.55,69.03,0.99,0.0,2.75,34.22,0
36.7,55.67,15.58,4.98,6.91,6.91,154.49,27.95,14.46,0.05,0.34,0.52,1.52,38.51,34.07,120.34,2.67,24.0,0.77,3.41,-9.27,-46.25,-3.41,0.32,0.88,1.17,133.82,49.52,87.54,25.84,0.8,3.99,4.99,6.92,79.96,-1.1,1.54,13.71,5.95,80.89,0
0.12,1.32,0.07,0.18,0.75,1.16,223.9,108.83,142.77,78.8,0.91,10.03,11.03,20.55,90.93,0.13,,21.76,12.57,87.49,0.03,0.36,0.02,0.22,0.65,1.14,249.1,92.67,158.68,106.92,0.92,10.82,11.82,25.77,91.54,0.03,,23.3,17.61,92.02,0
13.18,38.64,8.11,0.18,0.72,1.22,224.03,68.58,131.66,68.07,0.66,1.93,2.93,83.65,65.89,30.02,1.38,0.39,43.37,77.53,42.08,72.38,14.68,0.15,1.45,2.25,126.97,62.33,47.85,39.38,0.42,0.72,1.72,84.37,41.85,108.09,4.32,0.16,14.75,43.57,0
23.63,257.31,11.73,0.41,1.05,1.15,180.75,73.84,49.18,11.42,0.88,9.56,10.89,27.24,90.82,34.87,1.25,60.23,1.79,8.5,29.22,138.38,12.61,0.38,1.26,1.29,157.14,94.49,80.04,3.72,0.79,3.74,4.74,51.13,78.89,41.99,2.77,26.54,9.46,31.92,0
0.2,0.55,0.09,0.66,0.91,0.95,167.03,26.41,104.5,4.27,0.63,1.73,2.73,17.62,63.33,13.9,0.92,0.0,7.99,78.89,2.16,6.87,1.01,0.51,1.42,1.45,169.59,74.15,63.77,2.87,0.69,2.18,3.18,14.72,68.55,15.76,1.77,10.98,5.85,74.72,0
7.95,12.0,19.27,11.0,18.91,18.91,882.94,56.41,7.13,0.03,0.23,0.35,1.51,8.13,33.8,94.9,1.05,22.3,0.45,0.77,0.98,1.38,3.02,262.47,470.62,470.71,1120.5,90.03,0.43,0.04,0.19,0.26,1.41,0.98,28.84,76.42,1.1,18.77,0.0,0.01,0
24.52,31.61,24.67,5.37,7.2,7.47,366.17,81.86,44.87,12.48,0.19,0.25,1.29,59.21,22.42,139.63,10.87,0.0,34.89,51.42,18.13,22.9,17.01,3.73,7.55,7.89,341.58,161.57,42.29,14.56,0.21,0.26,1.26,61.64,20.84,128.46,101.52,0.0,40.84,67.12,0
