ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
0.0,-1.5,-0.01,0.08,0.09,0.09,1331.44,20.28,1234.39,2.89,99.79,47454.6,475.55,5.65,99.79,5.14,0.0,5.43,20.66,52.3,2.28,91.66,7.98,0.13,0.15,0.15,1274.32,19.31,1173.86,2.69,97.51,3918.64,40.19,8.94,97.51,6.27,0.03,3.74,23.31,47.51,0
7.52,8.18,4.95,11.73,11.73,12.31,239.62,,19.26,11.11,0.08,0.09,1.09,7.52,8.13,92.5,,0.0,0.0,0.0,21.33,22.78,19.1,8.85,13.64,15.64,326.0,98.78,20.62,41.27,0.06,0.07,1.07,21.33,6.39,333.54,,0.0,0.0,0.0,0
-38.7,-5479.03,,0.42,1.04,1.04,,,,,0.99,140.58,141.58,-38.7,99.29,-38.97,,0.0,,0.0,-61.95,101.7,,0.26,0.62,0.62,,,,,1.61,-2.64,-1.64,-61.95,160.91,-38.5,,0.0,,0.0,0
0.09,0.25,0.18,0.54,0.71,2.33,754.95,38.16,236.18,380.8,0.57,1.6,2.81,22.55,56.81,14.68,2.26,0.0,33.29,390.8,-1.08,-2.76,-1.64,0.47,0.52,1.82,549.0,9.29,221.82,289.62,0.52,1.33,2.55,26.81,52.3,9.6,1.95,0.0,29.96,1117.68,0
3.39,41.44,17.07,0.07,0.11,0.11,1832.4,65.08,1650.0,,0.92,11.22,12.22,7.74,91.82,26.61,0.09,0.0,21.91,-39.8,3.77,5.7,22.75,2.35,9.78,10.07,2198.63,276.62,37.21,10.5,0.34,0.51,1.51,7.6,33.95,54.75,1.19,0.0,23.17,-130.7,0
2.7,37.62,1.72,0.02,0.77,1.09,231.63,149.81,200.46,63.48,0.93,12.94,13.94,2.7,92.83,5.09,1.44,0.0,0.0,0.0,1.37,29.79,0.88,0.26,0.72,1.12,235.8,88.23,193.29,78.37,0.95,20.81,21.81,1.37,95.42,3.65,0.67,0.0,0.0,0.0,0
4.87,8.29,6.2,0.19,0.52,2.23,463.36,21.21,64.15,109.95,0.4,0.68,1.7,14.06,39.89,43.7,1.22,20.24,7.96,32.84,5.48,16.98,7.83,0.09,0.2,0.57,519.73,18.19,167.84,62.88,0.63,1.94,3.1,15.14,62.78,26.68,0.76,26.94,9.62,43.16,0
6.34,6.34,7.44,1170.69,1707.8,2289.31,427.27,69.8,0.13,75.57,0.0,0.0,1.0,10.21,0.03,25131.43,3.38,0.0,3.6,-20.03,16.58,17.7,26.8,5.48,6.87,13.16,588.42,44.69,32.11,202.0,0.06,0.07,1.07,16.58,6.33,261.9,3.42,0.0,0.0,0.0,0
7.56,18.49,3.32,0.21,0.73,0.78,159.8,47.75,91.52,4.39,0.59,1.44,2.44,10.58,59.09,16.87,0.75,0.01,1.09,16.69,6.04,15.21,3.14,0.35,1.09,1.1,188.84,63.81,86.94,1.43,0.52,1.3,2.52,8.96,51.64,18.83,0.92,0.0,1.21,19.06,0
26.27,26.27,,,,,420.96,2.49,,,,,1.0,26.27,0.0,,,0.0,0.0,0.0,27.2,31.04,10.39,4.0,8.08,8.08,139.1,69.48,17.03,,0.12,0.14,1.14,27.2,12.38,219.7,,0.0,0.0,0.0,0
3.5,5.91,9.58,0.11,0.21,0.21,995.61,30.97,343.29,,0.41,0.69,1.69,3.5,40.72,8.6,0.64,-1.28,0.0,0.0,3.98,7.53,26.68,0.23,0.56,0.56,2436.64,333.32,993.36,,0.47,0.89,1.89,3.98,47.11,8.46,0.69,0.0,0.0,0.0,0
2.52,30.59,5.46,0.03,0.04,0.12,787.38,9.86,699.76,53.74,0.92,11.13,12.13,20.46,91.75,15.69,0.11,0.0,28.01,50.62,1.19,11.94,2.86,0.1,0.14,0.27,870.85,36.45,768.87,93.69,0.9,9.0,10.0,6.48,90.0,22.49,0.13,0.0,9.64,19.3,0
4.24,6.15,3.43,0.16,1.76,2.32,294.36,138.51,86.15,47.81,31.03,44.99,1.45,33.27,31.03,26.13,2.2,0.0,16.15,214.72,4.37,5.28,0.87,0.19,1.54,3.67,72.3,15.63,11.55,24.59,17.31,20.94,1.21,31.8,17.31,57.91,2.05,0.0,3.89,366.93,0
10.0,17.3,19.41,2.07,2.21,2.21,706.36,40.94,294.55,,0.42,0.73,1.73,12.21,42.18,30.93,8.44,0.0,4.28,11.47,18.29,26.99,49.86,2.04,2.42,2.42,992.26,119.31,316.3,,0.32,0.48,1.48,20.83,32.24,74.46,3.07,0.0,6.93,8.4,0
3.4,20.53,3.63,0.31,0.72,0.82,387.94,129.93,319.87,33.46,0.83,5.03,6.03,7.88,83.43,15.16,0.53,0.0,3.34,-2.99,2.34,26.77,8.45,0.11,0.64,0.69,1312.8,623.35,754.2,57.64,0.91,10.43,11.43,2.34,91.25,14.01,0.24,33.14,0.0,0.0,0
-7.9,-13.46,-17.0,0.14,0.59,1.37,782.86,138.36,313.11,245.1,0.41,0.7,1.7,-7.9,41.3,-12.11,1.31,0.0,0.0,0.0,1.8,3.83,11.76,0.29,0.72,1.39,2379.02,494.12,1146.68,770.68,0.53,1.13,2.13,1.8,53.03,7.6,1.46,0.0,0.0,0.0,0
-0.25,-1.53,-2.07,0.02,0.58,0.68,3046.47,959.27,1291.04,178.94,59.35,367.79,6.2,5.38,59.35,3.74,0.31,16.3,33.79,-160.76,8.17,34.38,316.71,0.01,0.56,0.59,14112.3,3173.02,6705.57,196.5,38.14,160.53,4.21,9.39,38.14,23.41,0.35,-4.8,35.73,109.42,0
3.38,41.22,6.58,0.06,0.66,1.09,707.42,386.01,642.22,276.61,0.92,11.18,12.18,3.38,91.79,3.69,,0.0,0.0,0.0,2.57,30.01,2.81,0.03,0.71,1.09,398.4,245.61,360.29,138.54,0.91,10.68,11.68,2.57,91.44,2.81,,0.0,0.0,0.0,0
11.85,13.43,20.18,5.51,6.81,11.04,619.91,38.99,31.26,132.5,0.07,0.08,1.13,26.82,7.18,340.09,2.05,0.0,18.74,45.05,9.71,10.91,18.6,2.97,5.75,8.94,697.31,108.51,39.59,126.21,0.07,0.08,1.12,23.88,7.5,275.44,1.85,0.0,19.81,50.88,0
-4.63,-154.15,-66.97,0.0,0.16,0.31,5260.98,766.58,4535.5,717.32,93.63,3114.69,33.27,-1.41,93.63,0.81,0.06,4.5,32.78,-107.21,-1.12,18.26,-9.31,0.01,0.11,0.23,3019.33,305.61,2731.48,344.03,101.51,-1652.27,-16.28,6.06,101.51,5.14,-0.06,5.85,42.51,-499.03,0
