ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
2.28,91.66,7.98,0.13,0.15,0.15,1274.32,19.31,1173.86,2.69,97.51,3918.64,40.19,8.94,97.51,6.27,0.03,3.74,23.31,47.51,0
21.33,22.78,19.1,8.85,13.64,15.64,326.0,98.78,20.62,41.27,0.06,0.07,1.07,21.33,6.39,333.54,,0.0,0.0,0.0,0
-61.95,101.7,,0.26,0.62,0.62,,,,,1.61,-2.64,-1.64,-61.95,160.91,-38.5,,0.0,,0.0,0
-1.08,-2.76,-1.64,0.47,0.52,1.82,549.0,9.29,221.82,289.62,0.52,1.33,2.55,26.81,52.3,9.6,1.95,0.0,29.96,1117.68,0
3.77,5.7,22.75,2.35,9.78,10.07,2198.63,276.62,37.21,10.5,0.34,0.51,1.51,7.6,33.95,54.75,1.19,0.0,23.17,-130.7,0
1.37,29.79,0.88,0.26,0.72,1.12,235.8,88.23,193.29,78.37,0.95,20.81,21.81,1.37,95.42,3.65,0.67,0.0,0.0,0.0,0
5.48,16.98,7.83,0.09,0.2,0.57,519.73,18.19,167.84,62.88,0.63,1.94,3.1,15.14,62.78,26.68,0.76,26.94,9.62,43.16,0
16.58,17.7,26.8,5.48,6.87,13.16,588.42,44.69,32.11,202.0,0.06,0.07,1.07,16.58,6.33,261.9,3.42,0.0,0.0,0.0,0
6.04,15.21,3.14,0.35,1.09,1.1,188.84,63.81,86.94,1.43,0.52,1.3,2.52,8.96,51.64,18.83,0.92,0.0,1.21,19.06,0
27.2,31.04,10.39,4.0,8.08,8.08,139.1,69.48,17.03,,0.12,0.14,1.14,27.2,12.38,219.7,,0.0,0.0,0.0,0
3.98,7.53,26.68,0.23,0.56,0.56,2436.64,333.32,993.36,,0.47,0.89,1.89,3.98,47.11,8.46,0.69,0.0,0.0,0.0,0
1.19,11.94,2.86,0.1,0.14,0.27,870.85,36.45,768.87,93.69,0.9,9.0,10.0,6.48,90.0,22.49,0.13,0.0,9.64,19.3,0
4.37,5.28,0.87,0.19,1.54,3.67,72.3,15.63,11.55,24.59,17.31,20.94,1.21,31.8,17.31,57.91,2.05,0.0,3.89,366.93,0
