ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
8.18,21.7,1.98,0.05,4.2,26.42,88.01,8.26,1.99,44.26,0.62,1.65,2.65,8.18,62.32,15.88,0.95,0.0,0.0,0.0,0
22.19,66.88,,0.01,1.5,1.5,364.0,,240.54,,0.67,2.01,3.01,22.19,66.82,33.21,,0.0,0.0,0.0,0
41.76,41.76,,,,,858.62,,,,,,1.0,41.76,0.0,,,0.0,0.0,0.0,0
0.0,,0.0,0.15,0.35,0.94,112.08,21.5,109.77,65.22,1.0,,,24.53,100.0,0.43,0.01,0.0,3.75,28.71,0
8.03,9.35,30.43,0.61,7.1,7.1,1379.32,1247.59,192.2,,14.09,16.4,1.16,8.03,14.09,57.0,,0.0,0.0,0.0,0
3.05,62.94,0.93,0.18,0.82,1.05,111.49,67.85,104.86,24.0,0.95,19.65,20.65,14.1,95.16,3.2,,0.0,2.45,53.8,0
8.1,11.09,13.16,3.38,3.62,3.71,591.54,38.79,157.59,14.23,0.27,0.37,1.37,8.1,26.94,30.07,,0.0,0.0,0.0,0
20.77,95.6,9.23,0.07,0.83,1.04,161.71,81.15,99.35,22.22,0.78,3.6,4.6,50.81,78.26,30.6,1.04,13.1,9.64,36.03,0
22.27,36.03,4.63,1.24,1.69,3.42,75.72,9.56,21.85,36.61,0.38,0.62,1.62,76.71,38.19,72.89,21.86,5.93,11.33,60.09,0
27.09,29.33,,13.09,13.09,13.09,1048.15,,79.2,,7.64,8.27,1.08,27.09,7.64,354.55,,0.0,0.0,0.0,0
19.47,27.92,,0.54,3.67,3.67,266.28,193.37,39.97,,0.3,0.43,1.43,45.05,29.8,76.95,7.1,8.22,13.71,31.1,0
3.35,10.57,3.2,2.46,2.91,2.93,347.91,5.23,117.57,1.65,68.28,215.24,3.15,39.97,68.28,4.91,,0.0,35.0,184.94,0
21.21,92.98,4.38,0.25,0.58,1.13,75.22,16.15,56.13,30.92,0.77,3.38,4.38,51.81,77.19,30.06,2.13,0.0,4.51,35.37,0
-4.83,26.21,-2.86,0.05,0.82,0.82,215.04,193.99,251.9,,118.44,-642.23,-5.42,5.43,118.44,-3.2,-7.22,0.0,6.06,140.38,0
9.0,9.71,,12.94,13.51,13.51,549.83,22.89,40.07,,0.07,0.08,1.08,9.0,7.37,122.09,,0.0,0.0,0.0,0
-1.25,-5.62,-8.08,0.14,0.35,0.55,2352.54,23.0,110.25,22.28,0.78,3.5,4.5,2.56,77.75,-1.61,0.98,0.0,18.23,111.14,0
47.66,55.45,,1.46,3.61,3.61,162.6,48.27,22.45,,0.14,0.16,1.16,107.84,14.04,347.0,1.74,0.0,19.14,38.82,0
18.15,22.27,6.95,0.75,4.58,5.38,139.3,89.87,24.98,19.84,0.19,0.23,1.23,29.68,18.51,100.8,39.45,0.0,3.11,22.24,0
1.33,29.29,,0.71,0.92,1.01,2876.56,543.89,2575.38,236.06,0.91,20.15,22.08,3.6,91.26,3.15,0.61,0.0,13.31,48.72,0
34.57,6876.0,17.82,0.62,0.62,1.22,187.66,,152.2,90.69,0.99,197.92,198.92,34.57,99.5,34.74,,0.0,0.0,0.0,0
30.23,41.71,,2.55,3.23,3.23,463.59,85.52,125.53,0.0,0.28,0.38,1.38,50.48,27.52,126.66,6.29,0.0,18.48,22.14,0
2.72,65.88,0.8,0.17,0.55,0.94,106.89,36.96,87.47,38.48,0.94,22.78,24.24,29.36,93.98,2.91,0.4,10.0,5.62,62.24,0
38.33,82.41,13.14,1.01,1.23,1.81,124.74,,64.76,37.47,0.53,1.15,2.15,82.69,53.49,76.39,20.37,0.0,11.0,33.36,0
1.29,43.28,1.25,0.03,0.16,0.25,353.74,44.33,246.11,30.32,0.97,32.64,33.64,13.81,97.03,5.91,0.04,26.19,8.67,43.08,0
19.39,23.89,19.46,5.36,5.36,5.36,365.28,,67.36,,0.19,0.23,1.23,49.55,18.81,103.08,,0.0,30.27,43.05,0
-42.29,-327.44,,0.58,0.56,1.15,195.51,-4.39,168.39,99.38,0.87,6.74,7.74,-42.29,87.09,-48.56,,0.0,0.0,0.0,0
0.99,2.15,0.28,0.13,0.36,0.94,102.48,5.22,33.64,24.11,0.53,1.14,2.17,47.77,52.78,8.02,0.92,7.63,9.08,61.54,0
1.42,16.88,2.05,0.03,0.11,0.96,524.83,37.67,473.64,404.97,0.92,10.87,11.87,18.94,91.58,1.55,0.71,0.0,25.26,86.51,0
18.48,42.5,4.59,1.24,1.25,1.88,90.5,0.38,32.14,30.02,0.54,1.24,2.3,198.85,53.88,34.29,,17.11,32.12,66.86,0
9.57,-79.96,2.24,0.01,0.46,0.71,85.18,36.14,93.29,23.53,1.12,-9.36,-8.36,55.03,111.96,10.93,-0.61,0.0,7.62,59.83,0
0.58,1.8,0.74,0.14,0.42,1.22,468.28,88.38,314.24,252.4,67.85,211.05,3.11,2.77,67.85,10.92,1.88,0.0,2.82,17.47,0
1.42,82.16,0.88,0.06,0.78,2.27,225.62,17.86,91.56,136.55,0.98,56.89,57.89,16.31,98.27,2.34,8.63,0.07,6.66,38.78,0
1.48,22.7,1.84,0.05,1.41,1.56,453.45,184.66,136.56,20.32,0.93,14.38,15.38,5.45,93.5,7.74,1.32,13.56,3.66,21.99,0
0.66,1.8,,0.16,1.14,1.14,13168.7,8100.0,8240.22,,0.63,1.73,2.73,0.66,63.41,1.04,1.32,0.0,0.0,0.0,0
0.35,5.33,1.04,0.13,0.19,0.58,1092.1,62.82,1009.62,384.95,0.93,14.32,15.32,0.35,93.47,10.61,0.14,0.0,0.0,0.0,0
-0.26,-0.29,-0.16,4.4,4.51,5.02,226.89,2.84,27.78,14.39,13.03,14.98,1.15,30.35,13.03,127.1,2.32,0.0,19.08,54.21,0
13.99,14.36,3.52,18.5,29.6,47.98,91.53,18.58,1.84,33.78,0.03,0.03,1.03,16.67,2.6,661.05,54.18,0.0,0.48,7.53,0
-16.64,-94.84,-14.67,0.48,0.57,0.57,320.73,21.97,261.54,,0.82,4.7,5.7,-9.75,82.45,-20.19,0.33,0.0,6.08,-92.5,0
8.03,32.32,4.95,0.56,0.98,0.98,224.47,1.16,140.81,0.83,0.75,3.03,4.03,9.43,75.17,26.48,0.97,0.0,0.86,5.09,0
-1.09,-107.09,-2.92,0.24,0.29,0.92,977.57,47.69,956.6,601.16,0.99,97.55,98.55,4.06,98.99,1.64,0.12,0.0,13.83,66.75,0
12.73,13.3,71.33,9.38,23.19,23.19,2039.61,1201.5,87.0,0.0,0.04,0.05,1.05,12.73,4.31,295.17,,0.0,0.0,0.0,0
-0.01,-0.01,-0.12,0.03,0.81,0.81,7948.56,1520.76,1958.15,,0.42,0.74,1.74,0.94,42.45,-0.01,0.94,0.0,20.73,-230.65,0
0.87,-17.7,1.2,0.03,0.49,0.49,505.51,196.7,426.2,,1.05,-21.4,-20.4,12.06,104.9,20.06,-0.08,0.0,10.71,21.02,0
-27.55,-36.45,-53.91,3.69,4.09,4.09,712.24,69.17,172.03,,0.24,0.32,1.32,-27.55,24.42,-112.81,,0.0,0.0,0.0,0
-1.73,-4.62,-3.56,1.38,1.57,1.58,748.74,90.0,141.89,3.21,62.61,167.47,2.67,2.5,62.61,-2.76,36.5,43.45,8.69,59.22,0
-43.86,-145.89,,0.34,1.01,1.01,136.37,61.94,92.2,,0.7,2.33,3.33,-15.87,69.9,-52.54,0.98,0.0,7.53,-443.56,0
42.52,75.73,6.6,0.1,0.52,2.19,56.47,8.5,4.25,34.27,0.43,0.77,1.78,112.44,43.09,103.36,3.29,29.04,7.8,32.1,0
15.95,23.73,11.52,1.01,2.93,3.01,263.04,139.96,72.87,6.27,0.33,0.49,1.49,31.09,32.81,53.17,4.78,0.0,8.1,29.55,0
39.37,46.82,23.2,6.29,6.29,6.29,214.55,,33.76,,0.16,0.19,1.19,85.57,15.91,247.46,,0.0,26.38,46.01,0
12.75,20.92,9.22,0.32,1.36,1.68,263.09,101.75,97.99,30.79,39.02,63.99,1.64,35.12,39.02,49.08,1.69,0.0,16.17,47.31,0
-3.95,-6.92,-7.96,0.79,1.17,1.91,733.99,119.73,310.73,230.41,0.43,0.75,1.75,10.72,42.97,2.94,3.16,0.0,29.57,78.95,0
