ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
-2.83,125.6,-11.11,0.29,0.29,0.31,1428.02,6.11,749.18,12.61,0.71,-31.52,-44.34,4.78,102.26,6.98,0.14,4.15,29.88,64.25,-0.8,25.43,-3.06,0.29,0.3,0.31,1401.27,7.02,745.95,9.97,0.73,-23.4,-31.97,6.59,103.13,8.67,0.16,2.97,28.43,61.45,0
-55.64,-83.25,,2.03,3.46,3.46,,,,,0.33,0.5,1.5,-55.64,33.17,-167.76,,0.0,,0.0,-104.54,-1117.23,,1.17,1.2,1.2,,,,,0.91,9.69,10.69,-104.54,90.64,-115.34,,0.0,,0.0,0
10.01,30.54,37.99,0.33,0.86,2.41,1381.56,178.83,345.48,542.31,0.55,1.69,3.05,29.86,67.23,38.97,1.6,0.0,75.35,754.8,10.16,30.2,24.93,0.87,1.09,3.61,893.56,28.86,149.98,384.15,0.56,1.67,2.97,31.39,66.37,37.49,1.86,0.0,52.12,265.15,0
8.97,13.35,11.38,0.38,1.41,5.85,461.78,39.06,38.25,172.37,0.3,0.45,1.49,18.97,32.78,58.24,1.74,1.29,12.69,48.04,4.88,7.51,5.83,1.08,1.97,6.49,434.47,23.95,26.86,123.07,0.33,0.5,1.54,13.59,35.01,52.45,1.51,3.11,10.4,48.44,0
22.68,36.32,35.46,0.88,1.78,2.44,569.2,189.68,211.44,142.84,0.38,0.6,1.6,34.73,37.56,65.58,7.58,0.0,18.85,151.76,-1.4,-2.3,-1.94,1.07,1.65,2.28,505.24,112.34,194.68,124.81,0.39,0.64,1.64,9.85,38.96,2.74,5.51,0.0,15.62,-84.75,0
16.95,99.13,2.42,0.37,1.08,1.08,51.95,29.71,42.2,0.01,0.82,4.81,5.85,17.66,82.9,21.19,1.5,0.0,0.1,3.14,9.78,37.38,1.65,0.52,1.18,1.18,61.24,29.5,44.57,0.02,0.74,2.82,3.82,10.57,73.84,13.88,2.08,0.0,0.13,4.74,0
0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0
-1.33,-1.5,,0.51,0.58,0.58,,,,,0.12,0.13,1.13,4.46,11.67,-11.36,0.91,0.0,,-223.81,-2.2,-3.15,,0.12,0.26,0.71,,,,,0.3,0.43,1.43,-2.2,30.07,-7.32,0.82,0.0,,0.0,0
9.85,11.62,10.03,0.11,2.04,2.54,370.59,95.59,41.01,24.97,0.15,0.18,1.18,36.53,15.25,106.36,1.3,2.3,27.16,59.83,7.84,8.58,4.74,1.56,7.71,8.89,220.12,92.0,14.97,17.88,0.09,0.1,1.1,44.59,8.68,154.6,2.36,0.0,22.22,71.18,0
14.77,25.99,59.01,0.48,1.21,1.34,1454.62,391.48,537.02,71.36,0.43,0.76,1.76,14.77,43.19,39.87,1.14,0.0,0.0,0.0,8.54,15.57,54.05,0.75,1.43,1.52,2303.37,624.92,919.09,83.68,0.45,0.82,1.82,8.54,45.12,23.36,1.42,0.0,0.0,0.0,0
11.24,95.78,244.0,0.0,0.56,0.87,7899.04,3357.63,1453.21,1924.33,0.84,7.12,8.52,26.49,88.26,27.53,0.54,61.46,330.85,-58.39,12.46,54.14,72.44,0.0,0.74,1.22,2115.95,814.81,454.5,560.38,0.71,3.07,4.34,25.71,76.98,30.04,0.8,32.6,77.04,-22.69,0
-2.81,-4.15,-6.42,0.6,1.66,4.83,829.89,75.33,54.49,227.29,0.24,0.35,1.48,16.78,32.23,57.57,1.42,3.27,44.67,228.52,5.85,7.37,9.86,0.77,1.95,4.33,613.97,72.13,54.06,148.33,0.14,0.18,1.26,22.23,20.65,126.52,1.5,1.21,27.64,104.85,0
0.08,0.68,0.11,0.69,1.07,1.23,529.29,48.2,112.52,20.11,0.73,6.31,8.68,9.42,72.67,16.22,0.86,,13.58,49.37,5.61,167.74,18.94,0.01,0.63,0.8,1227.87,261.61,323.18,73.18,0.8,23.89,29.88,8.78,96.65,27.66,0.69,19.38,10.69,20.33,0
2.55,48.15,2.03,0.0,1.17,1.81,290.2,107.59,89.02,60.13,0.95,17.89,18.89,4.57,94.7,3.13,1.68,11.9,1.61,-41.0,11.69,52.32,8.49,0.01,1.24,2.28,264.1,68.09,20.88,58.59,0.78,3.47,4.47,23.66,77.65,19.65,1.23,13.25,8.68,51.15,0
1.0,1.1,1.85,2.8,3.09,5.23,672.93,13.8,49.77,108.13,0.08,0.09,1.11,19.4,9.52,161.23,1.49,0.0,34.02,76.31,17.4,18.48,25.95,4.86,8.89,16.37,542.88,70.19,17.4,131.92,0.05,0.05,1.06,35.57,5.83,609.34,2.02,0.0,27.1,48.21,0
-0.15,-0.42,-0.44,0.1,0.96,1.23,1068.09,469.41,544.71,148.35,0.6,1.7,2.82,15.94,64.49,15.39,1.3,0.0,47.21,973.7,9.08,19.78,21.72,0.16,0.86,1.11,871.05,262.25,279.54,97.15,0.5,1.08,2.18,21.34,54.11,36.38,1.98,11.46,29.35,234.42,0
1.38,2.51,2.11,0.28,0.75,1.69,555.6,68.03,99.98,135.61,0.35,0.63,1.82,20.76,44.94,42.18,1.13,11.45,29.58,115.01,3.91,6.51,4.35,0.21,0.71,1.69,404.57,48.21,64.26,95.83,0.31,0.51,1.66,26.93,39.89,45.06,1.12,10.23,25.58,92.03,0
7.82,32.17,29.74,0.04,0.3,0.7,1383.46,250.37,973.69,399.1,0.72,2.95,4.11,18.33,75.68,38.88,0.5,0.0,39.92,108.86,6.33,20.63,12.07,0.09,0.35,0.67,693.64,124.16,472.13,149.28,0.69,2.26,3.26,16.91,69.3,26.84,0.58,0.0,20.15,123.8,0
0.2,1.29,0.26,0.02,0.04,0.7,469.05,5.74,200.36,152.69,0.5,3.17,6.38,5.65,84.32,24.4,0.24,6.29,7.01,-69.67,3.15,21.0,5.95,0.0,0.3,0.7,688.51,130.14,339.43,176.36,0.64,4.29,6.67,5.94,85.01,19.67,0.38,14.25,5.27,-65.37,0
-3.79,-23.79,-7.95,0.0,1.33,2.18,762.9,197.51,43.75,129.05,0.81,5.09,6.27,1.97,84.05,8.99,1.38,74.6,12.09,48.41,3.57,19.55,6.19,0.13,1.38,2.21,630.72,143.76,54.96,101.71,0.79,4.35,5.47,9.8,81.73,15.19,1.4,68.94,10.8,36.29,0
-5.26,-6.33,-9.12,0.24,0.43,2.51,631.69,10.44,52.11,127.14,0.14,0.17,1.21,10.87,17.02,73.55,1.15,2.93,27.98,102.85,2.06,2.65,2.42,0.24,0.72,2.61,426.36,21.34,42.52,86.62,0.2,0.26,1.28,18.95,22.04,93.63,1.21,1.55,19.78,67.26,0
-0.6,-0.69,-1.64,6.01,6.95,9.0,992.98,66.52,71.33,148.06,0.12,0.14,1.14,13.48,12.61,58.1,2.64,0.0,38.4,198.54,8.34,9.58,26.39,5.82,6.87,9.22,1151.29,90.03,86.0,204.23,0.12,0.14,1.15,21.98,12.92,118.48,3.0,0.0,43.13,88.38,0
5.79,80.78,7.12,0.04,0.33,0.67,448.17,110.86,393.11,137.33,0.91,12.67,13.96,28.02,92.84,12.18,0.21,0.0,27.38,77.5,0.21,13.08,0.22,0.01,0.39,0.93,373.62,97.95,237.99,140.01,0.94,58.32,61.98,30.43,98.39,8.32,0.44,17.84,31.01,88.13,0
0.62,1.01,8.48,0.08,0.39,0.74,5009.9,440.72,1240.59,547.18,0.32,0.53,1.64,13.96,38.91,27.45,0.81,5.77,183.6,-1239.84,0.52,1.0,8.32,0.14,0.49,0.93,5790.57,546.51,1431.9,784.29,0.35,0.68,1.92,11.04,47.94,23.1,0.8,5.52,167.36,-1060.22,0
-5.27,-7.66,-11.21,0.16,0.98,2.74,773.79,130.89,159.43,284.17,0.29,0.42,1.45,14.88,31.13,0.19,1.8,0.0,42.84,282.49,4.6,6.35,10.11,0.52,0.76,3.38,799.77,33.37,139.12,368.31,0.26,0.36,1.38,26.04,27.58,37.09,1.99,0.0,47.11,125.15,0
0.67,0.82,1.46,1.18,2.49,5.69,788.79,75.48,59.14,191.59,0.12,0.15,1.23,16.85,18.59,60.18,1.5,0.0,35.06,112.6,4.88,5.81,8.69,1.71,3.67,7.95,647.87,66.24,33.94,147.57,0.1,0.12,1.19,22.1,16.0,106.32,1.53,0.0,30.64,84.09,0
0.18,0.51,0.31,0.0,0.28,0.79,606.14,74.17,266.92,137.68,0.64,1.77,2.77,2.64,63.85,15.58,0.71,0.0,4.09,-13.39,0.39,1.91,1.13,0.12,0.22,0.58,1054.38,55.01,431.03,191.73,0.79,3.87,4.87,2.3,79.49,7.68,0.31,8.89,5.52,67.63,0
