ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
7.88,17.48,1.21,0.24,0.85,5.85,55.7,5.69,9.42,47.77,0.55,1.22,2.22,7.88,54.93,14.34,,0.0,0.0,0.0,0
0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0
0.0,,0.0,0.16,0.33,1.0,116.81,18.88,115.49,78.66,1.0,,,24.85,100.0,0.0,,0.0,7.98,58.98,0
-5.75,-6.6,,0.15,7.83,7.83,,,,,0.13,0.15,1.15,-5.75,12.78,-45.04,,0.0,,0.0,0
0.12,5.24,0.05,0.18,0.79,1.03,152.55,90.29,146.81,34.85,0.98,41.87,42.87,9.31,97.67,0.13,,0.0,3.85,99.62,0
18.76,29.98,11.0,1.71,2.61,2.67,213.43,70.66,78.96,5.16,0.37,0.6,1.6,18.76,37.41,50.16,,0.0,0.0,0.0,0
14.2,90.71,5.79,0.0,0.46,0.91,148.36,47.31,98.09,46.56,0.84,5.34,6.39,54.4,84.35,20.41,0.68,10.92,16.39,62.62,0
11.42,28.13,2.47,0.5,0.82,2.08,78.66,10.86,26.95,43.13,0.59,1.46,2.46,71.4,59.39,32.47,5.4,15.9,12.96,69.65,0
0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0
7.24,9.13,,0.22,4.97,4.97,358.89,316.9,42.34,,0.2,0.25,1.26,38.82,20.12,57.0,12.34,6.85,23.06,48.62,0
16.55,89.96,3.19,0.15,0.51,1.06,70.19,17.67,52.71,31.25,0.82,4.43,5.44,52.31,81.6,23.08,1.36,4.35,6.9,58.43,0
50.03,-73.29,7.13,0.27,0.48,0.48,51.91,9.79,85.39,0.0,1.68,-2.46,-1.46,137.0,168.27,35.95,-3.68,0.0,12.4,49.15,0
25.46,30.1,24.62,6.01,6.46,6.46,351.98,23.99,53.66,,0.15,0.18,1.18,25.46,15.41,165.17,,0.0,0.0,0.0,0
-3.73,18.02,-30.23,0.05,0.07,0.08,2946.79,28.36,1324.34,19.21,1.21,-5.83,-4.83,-0.94,120.72,-3.09,0.57,0.0,22.59,950.21,0
16.21,22.14,5.42,0.63,3.11,3.95,121.78,74.06,29.89,25.45,0.27,0.37,1.37,31.84,26.77,62.47,36.91,0.0,5.23,41.12,0
0.06,1.49,0.09,0.78,0.91,1.02,531.0,65.15,499.17,55.5,0.96,23.86,24.86,0.06,95.98,1.69,1.46,0.0,0.0,0.0,0
28.11,43.39,33.22,0.13,2.14,2.14,430.23,300.54,149.55,0.02,0.35,0.54,1.54,44.54,35.23,89.84,2.62,0.0,19.42,27.63,0
1.55,132.08,0.58,0.13,0.4,0.77,135.54,28.14,104.53,38.6,0.99,84.41,85.41,21.78,98.83,1.6,0.55,13.91,7.53,83.64,0
7.19,45.02,2.64,0.34,0.71,1.12,133.47,13.79,106.84,44.16,0.84,5.26,6.26,49.73,84.04,11.91,3.39,1.78,15.6,74.6,0
0.31,17.85,0.27,0.05,0.4,0.54,317.11,67.78,189.81,29.32,0.98,56.9,57.9,10.86,98.27,4.74,0.56,37.2,9.19,60.43,0
1.32,3.08,0.4,0.12,0.36,0.91,110.08,5.55,35.72,26.68,0.57,1.33,2.34,43.76,57.19,7.68,0.92,12.6,12.84,86.72,0
3.73,42.2,4.72,0.01,0.13,0.93,459.64,48.11,412.35,334.41,0.91,10.29,11.3,25.27,91.15,4.1,0.59,0.0,27.19,79.45,0
-19.11,102.13,-4.83,0.03,0.49,0.68,91.93,48.65,106.94,19.91,1.19,-6.34,-5.34,26.82,118.71,-14.14,-0.98,0.0,11.6,148.55,0
0.79,2.76,0.91,0.14,0.63,1.11,417.96,143.28,291.4,140.92,0.71,2.47,3.47,3.23,71.17,9.88,1.32,0.0,2.8,23.34,0
-5.98,-1575.04,-5.29,0.08,0.68,1.83,321.65,96.63,159.92,185.79,1.0,262.23,263.23,12.83,99.62,-4.97,6.3,0.08,16.62,130.36,0
5.73,75.6,6.36,0.06,0.19,0.22,404.06,42.73,319.72,7.97,0.92,12.2,13.2,14.84,92.42,14.2,0.25,7.13,10.12,37.33,0
0.97,1.01,4.0,22.64,22.64,22.64,1508.05,,65.88,,0.04,0.05,1.05,0.97,4.42,21.86,,0.0,0.0,0.0,0
0.74,11.22,2.7,0.14,0.18,0.5,1333.61,57.13,1232.29,392.75,0.93,14.22,15.22,0.74,93.43,4.95,0.12,0.0,0.0,0.0,0
0.56,0.65,0.37,2.28,2.32,3.39,240.35,1.16,32.29,35.22,0.14,0.16,1.16,52.72,14.11,91.89,1.61,0.0,34.45,85.71,0
22.31,23.0,4.71,15.5,21.27,39.02,76.9,10.49,1.82,32.75,0.03,0.03,1.03,25.32,2.98,871.8,16.8,0.0,0.64,8.13,0
49.06,252.57,19.31,0.44,1.28,1.3,143.25,0.66,86.91,2.07,0.81,4.15,5.15,49.32,80.58,70.22,1.93,0.0,0.1,0.42,0
9.33,11.6,64.7,4.85,5.12,5.12,2523.25,129.6,487.44,,0.2,0.24,1.24,9.33,19.53,47.78,,0.0,0.0,0.0,0
0.02,0.04,0.26,0.24,3.09,3.09,4242.52,2883.08,1011.74,0.06,0.42,0.73,1.73,1.07,42.12,0.05,3.0,0.0,12.24,120.19,0
-5.86,94.4,-24.23,0.0,0.27,0.27,1506.14,230.22,872.01,,1.06,-17.12,-16.12,-2.79,106.2,5.49,0.25,0.0,12.68,27.34,0
-9.4,-9.87,,21.27,21.27,21.27,,,,,0.05,0.05,1.05,-9.4,4.7,-200.0,,0.0,,0.0,0
5.92,15.51,7.64,1.47,1.63,1.63,469.8,44.56,87.03,1.26,0.61,1.59,2.62,12.37,61.81,11.31,40.16,42.0,8.33,36.78,0
36.0,46.06,12.23,3.64,4.82,4.82,123.69,29.98,25.36,,0.22,0.28,1.28,60.84,21.83,164.93,,0.0,8.44,39.33,0
25.68,27.71,14.52,1.85,6.62,9.74,205.85,71.66,15.03,47.44,0.08,0.09,1.08,38.31,7.33,349.33,3.39,0.0,7.14,26.49,0
14.89,19.18,10.02,2.78,4.26,4.51,245.08,64.24,43.37,11.25,0.22,0.29,1.29,32.18,22.4,68.25,4.57,0.05,11.64,46.44,0
2.83,2.86,31.61,117.98,117.98,117.98,4063.49,,34.06,,0.01,0.01,1.01,2.83,0.85,334.09,,0.0,0.0,0.0,0
20.36,42.03,14.48,0.43,1.13,1.35,258.97,86.72,124.67,27.72,0.5,1.04,2.06,34.24,51.56,52.21,1.47,0.0,9.88,28.85,0
4.11,7.86,3.81,0.56,1.0,1.7,337.13,69.65,157.25,109.88,0.48,0.91,1.91,23.09,47.66,21.68,2.62,0.0,17.58,57.23,0
34.29,143.06,17.52,1.28,1.29,1.33,185.93,0.56,66.46,2.48,0.76,3.17,4.17,41.92,76.03,64.27,1.46,0.0,3.89,10.77,0
-12.44,-14.65,-104.63,1.42,1.44,1.44,3062.22,9.85,437.23,,0.15,0.18,1.18,-7.43,15.09,-12.62,1.08,0.0,42.15,130.44,0
16.98,40.83,7.24,2.1,4.47,5.35,155.29,61.01,25.72,22.93,0.58,1.41,2.41,24.36,58.42,32.76,8.62,0.0,3.15,22.31,0
6.75,8.79,1.74,1.22,1.46,4.14,93.89,4.91,20.37,55.41,0.23,0.3,1.3,58.49,23.22,39.69,9.51,0.0,13.35,77.91,0
24.31,32.21,12.89,2.1,4.08,4.08,193.07,92.39,46.84,,0.25,0.33,1.33,24.31,24.53,99.1,,0.0,0.0,0.0,0
8.58,26.39,2.89,0.22,0.93,1.47,122.72,52.96,78.35,42.2,0.67,2.07,3.07,44.15,67.45,15.69,47.45,0.0,8.58,46.86,0
14.31,97.5,20.73,0.07,0.2,0.27,527.38,58.57,411.58,32.07,0.85,5.81,6.81,27.08,85.22,26.62,0.19,5.71,13.31,24.55,0
8.16,-219.75,3.92,0.03,0.57,0.9,175.15,97.51,162.94,58.67,1.04,-27.94,-26.94,39.14,103.71,12.97,-0.56,8.72,10.39,48.78,0
3.69,11.66,2.72,0.29,1.26,1.26,268.2,96.91,69.26,,0.65,2.06,3.16,22.9,68.33,32.66,0.83,16.72,14.15,44.28,0
9.96,19.9,2.13,0.03,1.18,2.11,77.99,41.47,36.36,34.45,0.5,1.0,2.0,65.29,49.98,20.41,,0.0,11.86,78.93,0
-0.44,-0.56,-0.06,4.97,5.04,5.6,51.15,0.62,9.04,5.1,0.21,0.27,1.27,57.61,21.49,-2.04,,0.0,8.16,97.19,0
21.8,34.37,15.72,0.61,1.46,1.46,262.55,25.51,30.06,,0.37,0.58,1.58,32.55,36.59,90.52,0.78,0.0,7.76,17.11,0
