ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
0.04,-1.44,0.16,0.23,0.23,0.24,1417.95,5.55,861.43,10.67,0.78,-27.44,-35.4,5.76,102.82,8.21,0.13,1.51,22.23,52.74,2.24,-969.03,9.61,0.1,0.11,0.12,1561.15,9.14,898.99,18.96,0.8,-345.62,-432.45,7.58,100.23,8.59,0.15,7.06,22.89,47.31,0
7.12,52.94,21.6,0.82,0.84,0.84,1107.96,17.64,874.26,,0.85,6.32,7.44,7.12,86.56,8.38,,0.0,0.0,0.0,26.36,76.39,66.08,0.62,1.63,1.63,912.46,559.71,555.21,,0.65,1.87,2.9,26.36,65.49,40.86,,0.0,0.0,0.0,0
0.22,0.67,0.52,0.88,0.99,3.4,877.47,15.8,163.24,398.34,0.59,1.83,3.09,21.5,67.59,18.94,1.82,0.0,51.15,258.18,0.46,1.34,0.96,0.64,0.76,2.74,751.33,19.55,184.6,369.8,0.58,1.67,2.89,22.52,65.36,17.77,2.08,0.0,45.53,548.83,0
3.21,4.49,3.81,0.57,0.75,2.38,433.34,13.1,69.94,115.01,0.26,0.37,1.4,12.18,28.48,62.06,1.34,2.6,10.65,57.51,2.6,4.23,3.55,0.37,0.6,2.25,497.63,16.31,68.74,114.7,0.37,0.6,1.63,11.01,38.62,43.5,1.22,12.53,11.5,55.21,0
23.1,39.4,29.76,1.6,1.9,2.27,470.25,56.67,191.94,72.46,0.41,0.71,1.71,32.92,41.38,62.62,9.78,0.0,12.66,51.84,8.34,9.86,9.68,2.51,3.42,5.48,422.46,58.71,64.4,135.01,0.15,0.18,1.18,23.93,15.41,73.92,5.47,0.0,18.08,178.1,0
10.25,31.4,1.85,0.31,1.02,1.04,65.9,30.78,43.68,1.19,0.67,2.06,3.06,13.12,67.37,16.24,1.12,0.0,0.52,15.98,8.94,22.28,2.76,0.39,1.04,1.05,112.61,43.16,66.59,0.81,0.6,1.49,2.49,13.4,59.9,17.37,1.09,0.0,1.38,24.83,0
0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0
0.11,0.16,0.87,0.1,0.6,0.6,2919.62,311.27,624.09,0.0,0.31,0.45,1.45,0.11,31.0,0.35,0.79,0.0,0.0,0.0,3.76,5.37,20.7,0.16,0.61,0.61,2005.88,188.06,234.71,0.0,0.3,0.43,1.43,3.76,30.07,12.49,0.8,9.29,0.0,0.0,0
0.01,0.01,0.01,0.15,4.51,4.88,324.81,137.51,31.5,11.74,0.12,0.14,1.14,41.76,12.2,56.68,1.7,0.0,37.15,93.11,2.06,4.26,1.79,0.04,1.28,1.5,315.09,194.44,156.28,34.25,0.52,1.06,2.06,26.16,51.53,10.5,1.96,0.0,20.86,286.17,0
0.98,2.51,29.08,0.18,1.18,1.35,10841.09,5962.42,5998.68,1018.93,0.59,1.52,2.56,0.98,60.98,5.93,1.61,0.0,0.0,0.0,0.36,0.75,2.93,0.33,1.03,1.56,2990.6,960.03,1374.0,728.53,0.51,1.07,2.11,0.36,52.7,4.04,1.72,0.0,0.0,0.0,0
6.46,23.31,61.6,0.0,0.45,0.87,3478.63,822.73,619.55,831.31,0.71,2.57,3.61,16.53,72.27,16.95,0.62,38.21,95.94,-84.03,1.16,4.15,5.33,0.0,0.6,0.84,1672.3,530.41,435.45,221.4,0.46,1.64,3.58,10.1,72.07,13.7,0.59,28.26,41.07,-77.78,0
2.08,2.65,3.47,0.78,1.84,3.65,609.8,71.24,67.56,124.17,0.15,0.19,1.28,17.68,21.82,109.41,1.38,0.0,26.07,108.18,7.94,9.66,12.3,2.15,3.27,5.45,563.77,57.27,51.11,113.17,0.12,0.15,1.22,23.37,17.78,191.37,1.69,0.0,23.89,66.36,0
-1.22,-46.3,-1.51,0.01,0.49,0.51,450.24,155.83,307.33,7.91,0.86,32.54,37.89,2.53,97.36,21.91,0.25,16.2,4.63,27.43,-3.9,-5087.42,-30.65,0.01,0.07,0.13,2861.26,141.51,2306.32,166.77,0.94,1232.16,1304.79,1.27,99.92,6.04,0.07,11.92,40.64,-200.11,0
9.62,48.67,10.75,0.01,0.79,1.05,407.92,121.02,124.38,41.07,0.8,4.06,5.06,19.82,80.24,16.9,0.85,7.61,11.4,48.3,0.61,2.4,0.64,0.22,1.08,1.46,379.6,94.3,53.52,42.13,0.75,2.94,3.94,13.49,74.62,8.13,1.01,14.76,13.43,165.84,0
4.11,4.66,5.06,2.94,5.14,7.62,450.12,30.64,38.28,96.38,0.11,0.12,1.13,27.86,11.78,204.94,2.62,0.0,29.29,71.06,1.15,1.31,2.15,1.83,3.22,7.17,680.33,-3.91,58.34,233.69,0.12,0.13,1.14,24.9,12.48,79.58,2.36,0.0,44.39,110.58,0
1.38,2.76,3.31,0.0,1.84,2.16,877.96,556.27,230.12,96.2,0.47,0.95,2.01,15.18,50.21,16.43,2.83,8.35,33.2,-2299.02,-3.47,-8.24,-9.68,0.01,0.74,0.93,1016.77,371.02,397.94,99.85,0.57,1.35,2.38,10.16,57.94,4.68,1.52,11.09,38.06,-338.67,0
0.41,0.66,0.5,0.05,0.82,1.63,447.03,88.39,79.21,94.85,0.3,0.48,1.61,22.76,37.82,36.83,1.14,8.8,27.37,109.1,2.68,3.91,3.02,0.37,0.7,2.05,410.84,29.57,89.65,122.93,0.24,0.35,1.46,26.51,31.51,55.16,1.28,0.0,26.9,98.79,0
2.9,11.24,9.47,0.12,0.26,0.48,1192.47,120.9,869.04,194.29,0.74,2.88,3.88,9.27,74.22,10.65,0.41,0.0,20.82,190.03,11.76,33.25,31.52,0.23,0.42,0.58,975.18,116.31,620.97,102.42,0.65,1.83,2.83,19.09,64.62,25.73,0.57,0.0,19.64,72.71,0
21.62,53.43,22.15,0.48,0.48,1.52,373.96,,148.29,155.71,0.4,1.0,2.47,24.37,59.53,82.79,1.06,0.0,2.81,19.08,10.93,21.25,11.39,0.58,0.69,2.08,379.57,13.63,118.03,166.06,0.32,0.62,1.95,14.81,48.59,48.39,1.52,0.0,4.05,-286.65,0
-2.5,-16.58,-4.61,0.0,1.03,1.8,671.94,140.19,69.35,115.46,0.83,5.48,6.63,3.94,84.91,6.87,1.29,67.96,11.86,48.37,2.55,12.92,3.84,0.0,1.31,2.73,547.52,93.06,39.7,108.99,0.78,3.96,5.06,9.7,80.25,14.35,1.4,67.44,10.75,34.41,0
1.55,1.94,1.58,0.49,0.95,2.33,373.29,19.76,43.27,60.82,0.19,0.24,1.25,17.83,20.25,102.68,1.19,0.33,16.66,65.59,0.63,0.78,0.73,0.12,0.77,2.25,425.73,36.73,56.15,83.9,0.19,0.24,1.24,19.31,19.41,73.73,1.22,0.0,21.85,114.21,0
8.76,10.08,19.86,6.21,7.08,8.74,828.09,56.05,64.49,108.51,0.13,0.15,1.15,21.96,13.13,112.67,2.99,0.0,29.95,69.83,1.85,2.13,5.56,6.44,7.29,8.72,1092.34,71.98,84.96,123.53,0.13,0.15,1.15,13.98,12.96,62.4,2.92,0.0,36.41,109.7,0
6.41,52.44,6.38,0.08,0.26,0.68,363.59,46.8,248.5,103.87,0.72,5.89,8.19,34.03,87.78,24.22,0.25,0.0,27.52,63.96,2.0,13.64,1.82,0.03,0.42,0.72,330.36,90.18,226.11,67.76,0.72,4.91,6.81,32.06,85.31,19.35,0.32,0.0,27.28,76.29,0
-9.38,-19.68,-67.94,0.09,0.39,0.65,2643.09,250.61,735.3,229.87,0.4,0.85,2.1,1.79,52.33,-0.19,0.7,4.88,80.93,-163.64,0.09,0.18,0.77,0.18,0.44,0.71,3231.72,264.42,948.35,295.47,0.4,0.8,2.01,7.66,50.34,26.83,0.72,5.07,67.21,-792.94,0
-2.6,-35.91,-4.24,0.37,0.4,0.47,595.45,10.08,432.03,34.21,0.93,12.83,13.83,1.67,92.77,25.39,0.4,0.0,6.95,21.14,-6.65,-997.64,-10.71,0.18,0.23,0.3,586.13,27.7,470.24,32.49,0.99,149.01,150.01,-2.17,99.33,25.72,0.16,6.68,7.22,21.66,0
0.14,0.2,0.28,0.49,0.66,3.2,708.63,21.21,128.52,330.45,0.26,0.36,1.38,21.82,27.57,21.22,1.95,0.0,42.09,164.12,-8.37,-13.5,-19.84,0.16,0.29,2.11,863.17,31.47,246.09,454.48,0.37,0.6,1.61,14.16,38.05,-8.89,1.79,0.0,53.41,331.0,0
4.01,4.77,7.11,3.09,4.37,8.77,647.62,43.61,34.04,151.81,0.11,0.14,1.19,22.45,16.0,98.56,1.69,0.0,32.73,83.1,1.4,1.64,2.48,3.08,4.27,9.7,642.22,32.91,27.7,152.53,0.11,0.13,1.17,20.94,14.4,90.38,1.59,0.0,34.47,101.95,0
0.79,4.67,1.68,0.0,0.08,0.33,781.79,30.93,247.56,103.36,0.83,4.94,5.94,2.35,83.16,6.47,0.35,20.21,3.36,32.04,1.2,6.17,4.5,0.01,0.13,0.22,1360.7,89.92,728.63,64.35,0.81,4.13,5.13,2.91,80.51,10.64,0.36,0.0,6.37,-7.11,0
