ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
8.18,21.7,1.98,0.05,4.2,26.42,88.01,8.26,1.99,44.26,0.62,1.65,2.65,8.18,62.32,15.88,0.95,0.0,0.0,0.0,5.09,13.3,1.42,14.19,16.93,41.66,101.13,4.87,1.78,44.08,0.62,1.61,2.61,5.09,61.69,23.0,1.49,0.0,0.0,0.0,0
41.76,41.76,,,,,858.62,,,,,,1.0,41.76,0.0,,,0.0,0.0,0.0,16.69,24.52,,1.61,3.13,3.13,748.86,360.0,236.37,,0.32,0.47,1.47,16.69,31.91,52.3,,0.0,0.0,0.0,0
0.0,,0.0,0.15,0.35,0.94,112.08,21.5,109.77,65.22,1.0,,,24.53,100.0,0.43,0.01,0.0,3.75,28.71,0.0,,,0.13,0.34,0.9,109.03,22.01,106.83,60.52,1.0,,,16.54,100.0,3.12,0.0,0.0,3.43,29.3,0
8.03,9.35,30.43,0.61,7.1,7.1,1379.32,1247.59,192.2,,14.09,16.4,1.16,8.03,14.09,57.0,,0.0,0.0,0.0,6.21,7.24,20.59,0.45,7.9,7.9,1206.26,1124.42,151.07,,14.12,16.44,1.16,6.21,14.12,44.01,,0.0,0.0,0.0,0
3.05,62.94,0.93,0.18,0.82,1.05,111.49,67.85,104.86,24.0,0.95,19.65,20.65,14.1,95.16,3.2,,0.0,2.45,53.8,3.27,41.15,1.08,0.13,0.83,1.09,120.84,77.19,109.89,27.88,0.92,11.6,12.6,17.95,92.06,3.55,,0.0,3.49,64.57,0
8.1,11.09,13.16,3.38,3.62,3.71,591.54,38.79,157.59,14.23,0.27,0.37,1.37,8.1,26.94,30.07,,0.0,0.0,0.0,-7.45,-9.86,-15.93,3.67,3.98,4.1,778.05,59.13,187.86,21.28,0.24,0.32,1.32,-7.45,24.41,-30.53,,0.0,0.0,0.0,0
20.77,95.6,9.23,0.07,0.83,1.04,161.71,81.15,99.35,22.22,0.78,3.6,4.6,50.81,78.26,30.6,1.04,13.1,9.64,36.03,22.13,95.55,9.71,0.12,0.68,0.97,159.66,53.16,89.05,28.22,0.77,3.31,4.32,58.13,76.7,35.2,0.92,17.92,11.46,37.45,0
22.27,36.03,4.63,1.24,1.69,3.42,75.72,9.56,21.85,36.61,0.38,0.62,1.62,76.71,38.19,72.89,21.86,5.93,11.33,60.09,24.22,35.83,6.23,1.35,1.69,3.43,93.59,8.99,27.13,45.96,0.32,0.48,1.48,66.48,32.41,75.15,32.49,4.28,10.87,56.07,0
27.09,29.33,,13.09,13.09,13.09,1048.15,,79.2,,7.64,8.27,1.08,27.09,7.64,354.55,,0.0,0.0,0.0,16.37,22.8,10.73,1.33,1.33,3.55,238.68,0.58,66.58,147.2,28.2,39.28,1.39,16.37,28.2,58.05,,0.0,0.0,0.0,0
19.47,27.92,,0.54,3.67,3.67,266.28,193.37,39.97,,0.3,0.43,1.43,45.05,29.8,76.95,7.1,8.22,13.71,31.1,16.74,17.37,,-56.32,-266.26,-266.26,264.75,189.71,-28.11,,0.03,0.04,1.04,38.85,3.39,619.8,12.66,10.39,11.8,29.89,0
3.35,10.57,3.2,2.46,2.91,2.93,347.91,5.23,117.57,1.65,68.28,215.24,3.15,39.97,68.28,4.91,,0.0,35.0,184.94,4.41,14.66,5.01,2.27,2.65,2.98,413.54,14.0,137.46,44.1,69.93,232.57,3.33,27.64,69.93,6.3,,0.0,26.39,76.12,0
21.21,92.98,4.38,0.25,0.58,1.13,75.22,16.15,56.13,30.92,0.77,3.38,4.38,51.81,77.19,30.06,2.13,0.0,4.51,35.37,24.48,50.17,5.22,0.26,0.75,1.82,77.55,16.09,37.67,40.47,0.51,1.05,2.05,57.68,51.12,52.47,5.35,0.0,5.04,34.18,0
-4.83,26.21,-2.86,0.05,0.82,0.82,215.04,193.99,251.9,,118.44,-642.23,-5.42,5.43,118.44,-3.2,-7.22,0.0,6.06,140.38,12.74,-136.31,3.92,0.02,0.91,0.91,112.12,107.46,120.72,,109.35,-1169.76,-10.7,24.14,109.35,13.16,-7.41,0.0,3.51,36.31,0
9.0,9.71,,12.94,13.51,13.51,549.83,22.89,40.07,,0.07,0.08,1.08,9.0,7.37,122.09,,0.0,0.0,0.0,9.95,10.75,,11.72,12.29,13.36,710.24,29.66,52.59,56.22,0.07,0.08,1.08,9.95,7.49,132.89,,0.0,0.0,0.0,0
-1.25,-5.62,-8.08,0.14,0.35,0.55,2352.54,23.0,110.25,22.28,0.78,3.5,4.5,2.56,77.75,-1.61,0.98,0.0,18.23,111.14,0.25,1.1,1.35,0.19,0.43,0.59,1993.56,21.7,89.91,14.5,0.78,3.45,4.45,4.34,77.52,0.32,0.98,0.0,17.65,64.69,0
47.66,55.45,,1.46,3.61,3.61,162.6,48.27,22.45,,0.14,0.16,1.16,107.84,14.04,347.0,1.74,0.0,19.14,38.82,16.74,23.49,,1.65,2.67,2.67,235.05,67.75,66.65,,0.29,0.4,1.4,21.57,28.74,86.18,3.05,0.0,2.13,7.52,0
