ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,IS_BANKRUPT
0.03,0.06,0.07,0.06,0.24,0.49,968.52,84.0,429.42,118.0,0.6,1.5,2.5,5.55,60.07,10.75,0.66,13.51,14.71,44.82,0
10.68,11.08,12.86,3.52,22.25,26.8,438.14,291.31,15.55,71.61,0.04,0.04,1.04,15.02,3.64,293.68,28.56,0.0,5.22,23.28,0
6.46,17.93,0.7,1.12,1.12,1.12,39.7,-0.03,8.33,0.0,0.64,1.77,2.77,30.1,63.95,59.46,1.04,0.0,2.58,32.4,0
36.7,55.67,15.58,4.98,6.91,6.91,154.49,27.95,14.46,0.05,0.34,0.52,1.52,38.51,34.07,120.34,2.67,24.0,0.77,3.41,0
0.12,1.32,0.07,0.18,0.75,1.16,223.9,108.83,142.77,78.8,0.91,10.03,11.03,20.55,90.93,0.13,,21.76,12.57,87.49,0
13.18,38.64,8.11,0.18,0.72,1.22,224.03,68.58,131.66,68.07,0.66,1.93,2.93,83.65,65.89,30.02,1.38,0.39,43.37,77.53,0
23.63,257.31,11.73,0.41,1.05,1.15,180.75,73.84,49.18,11.42,0.88,9.56,10.89,27.24,90.82,34.87,1.25,60.23,1.79,8.5,0
0.2,0.55,0.09,0.66,0.91,0.95,167.03,26.41,104.5,4.27,0.63,1.73,2.73,17.62,63.33,13.9,0.92,0.0,7.99,78.89,0
7.95,12.0,19.27,11.0,18.91,18.91,882.94,56.41,7.13,0.03,0.23,0.35,1.51,8.13,33.8,94.9,1.05,22.3,0.45,0.77,0
24.52,31.61,24.67,5.37,7.2,7.47,366.17,81.86,44.87,12.48,0.19,0.25,1.29,59.21,22.42,139.63,10.87,0.0,34.89,51.42,0
-0.26,-0.61,-0.34,0.03,0.27,0.33,477.76,52.32,218.88,15.28,0.57,1.33,2.33,14.41,57.1,23.29,0.64,7.15,19.25,56.89,0
4.07,5.26,4.09,1.08,2.86,3.49,365.88,127.94,72.86,46.53,0.23,0.29,1.29,29.0,22.59,36.69,2.7,0.0,25.06,73.91,0
0.5,1.17,0.4,-0.02,0.49,1.07,295.63,78.81,154.09,90.07,0.53,1.26,2.36,28.4,57.62,16.0,1.0,0.0,22.66,75.34,0
43.62,95.36,148.06,0.46,0.9,1.15,1235.46,51.1,756.6,188.27,0.54,1.19,2.19,54.31,54.25,93.82,1.32,0.0,36.26,-4.83,0
-5.85,-27.7,-4.81,0.3,0.94,0.98,299.11,124.43,196.43,8.56,0.79,3.74,4.74,-1.69,78.88,6.66,0.95,0.0,3.42,35.86,0
-0.17,-4.21,-0.04,0.22,0.77,0.89,88.62,44.92,81.65,9.72,0.96,23.8,24.8,66.66,95.97,7.68,0.39,0.0,16.27,87.61,0
-1.51,-1.95,-827.39,34.57,43.47,43.47,198938.52,743.2,1302.21,0.0,0.23,0.29,1.29,-1.51,22.53,-5.5,1.39,0.0,0.0,0.0,0
0.11,0.12,,0.14,20.49,20.49,,,,,0.05,0.05,1.05,0.11,4.88,2.34,,0.0,,,0
8.57,63.16,2.54,0.38,0.99,0.99,107.77,56.05,91.96,0.03,0.86,6.37,7.37,13.98,86.44,14.0,0.93,0.0,1.6,25.19,0
7.2,59.31,18.66,0.07,0.93,0.98,943.31,702.55,819.69,43.76,0.88,7.24,8.24,7.2,87.86,8.52,0.9,0.0,0.0,0.0,0
