ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
2.11,47.06,1.46,0.03,0.44,0.91,252.09,98.21,237.37,111.12,0.96,21.26,22.26,15.39,95.51,5.6,0.35,0.0,9.19,48.48,0
7.68,31.65,4.98,1.01,1.27,1.31,236.05,47.17,177.9,6.61,0.76,3.12,4.12,14.33,75.73,11.9,87.46,0.0,4.31,33.17,0
6.84,66.92,2.08,0.02,0.93,0.95,110.74,88.19,94.66,2.09,0.9,8.78,9.78,21.66,89.78,9.24,0.7,2.83,4.51,61.54,0
7.6,14.86,4.57,2.0,2.13,2.24,218.99,41.88,91.18,10.2,0.49,0.95,1.95,84.68,48.84,24.69,11.11,0.0,46.37,86.13,0
0.29,1.11,0.27,0.02,0.99,1.38,339.79,236.5,229.52,95.27,0.74,2.8,3.8,10.25,73.68,3.15,72.58,3.82,9.3,61.06,0
1.88,6.5,1.01,0.01,0.99,0.99,196.3,92.71,124.44,0.05,0.71,2.46,3.46,15.69,71.1,7.46,0.9,2.51,7.45,65.41,0
-30.32,-30.75,-12.67,39.87,53.43,53.43,152.04,26.05,1.92,0.0,0.01,0.01,1.01,-30.32,1.4,3000.0,3.51,0.0,0.0,0.0,0
-2.55,-8.76,-1.47,0.08,1.16,1.19,210.43,159.23,147.01,4.45,0.71,2.44,3.44,2.44,70.9,-2.0,1.86,0.0,2.89,27.56,0
9.58,37.27,6.45,0.0,0.98,1.06,244.97,140.83,130.49,11.39,0.74,2.89,3.89,42.0,74.29,17.65,0.85,8.42,21.81,63.04,0
1.81,10.87,0.34,0.41,1.13,1.13,68.2,40.1,55.75,,0.83,5.0,6.0,48.57,83.33,3.76,2.55,0.0,8.76,90.77,0
238.73,673.2,31.73,1.97,2.58,2.58,48.38,11.25,18.55,,0.65,1.82,2.82,699.16,64.54,369.91,,0.0,61.19,65.78,0
4.04,4.23,21.68,21.61,21.61,21.61,1954.79,,89.47,,0.05,0.05,1.05,4.04,4.63,87.25,,0.0,0.0,0.0,0
2.53,45.8,8.07,0.02,0.35,0.36,1159.48,256.89,774.57,0.28,0.94,17.08,18.08,3.26,94.47,7.94,0.43,0.0,2.32,6.45,0
1.75,9.81,0.5,0.41,1.24,1.26,104.14,67.27,80.72,2.17,0.82,4.61,5.61,71.42,82.17,4.92,34.82,0.0,19.93,91.71,0
19.65,31.99,17.34,0.61,2.14,2.16,321.19,168.74,114.68,2.41,0.38,0.62,1.63,30.01,38.57,70.11,2.87,0.0,9.14,24.8,0
6.17,9.15,4.6,0.64,2.33,2.33,271.52,147.48,87.47,,0.33,0.48,1.48,38.55,32.6,64.07,2.89,0.0,24.15,56.63,0
8.97,21.51,8.19,0.01,1.32,1.46,332.41,236.68,99.87,25.77,0.58,1.4,2.4,14.97,58.29,19.31,2.26,24.66,5.48,28.86,0
-22.96,-10162.5,-4.32,0.41,0.68,1.05,68.54,17.03,64.55,24.22,1.0,441.58,442.58,167.93,99.77,-19.07,,0.0,35.95,108.21,0
0.44,0.76,0.35,0.4,1.63,1.63,287.65,110.3,49.02,,0.41,0.7,1.7,41.74,41.17,30.19,1.37,14.24,32.63,75.0,0
1.65,34.46,0.46,0.31,1.01,1.02,100.51,66.14,94.5,1.18,0.95,19.9,20.9,78.07,95.21,2.95,2.07,0.0,21.1,95.97,0
3.38,10.71,1.22,1.34,1.5,1.5,132.06,14.01,86.96,0.0,0.68,2.17,3.17,49.61,68.49,4.93,,0.0,16.77,87.2,0
-38.26,225.88,-7.85,0.48,0.7,0.7,74.68,19.15,86.22,,1.17,-6.9,-5.9,-33.94,116.94,-22.36,-0.97,0.0,0.89,-13.95,0
13.94,27.78,3.32,0.06,2.0,2.0,86.7,82.89,42.71,,0.5,0.99,1.99,13.94,49.81,27.99,,0.0,0.0,0.0,0
0.26,0.53,0.26,0.0,1.77,2.09,355.46,266.84,127.98,49.0,0.5,1.0,2.0,2.86,50.07,6.58,5.71,7.01,2.53,50.71,0
19.95,32.5,4.97,1.53,2.0,2.0,90.69,14.1,29.72,0.1,0.39,0.63,1.63,47.02,38.61,130.17,2.06,0.0,6.74,30.39,0
-3.09,-0.68,,-0.28,-0.28,-0.28,,,,,-3.52,-0.78,0.22,-3.09,-351.89,0.88,,0.0,,0.0,0
-13.1,158.28,-12.24,0.29,0.74,0.74,340.12,163.46,362.01,0.25,1.08,-13.08,-12.08,9.36,108.28,1.69,-0.4,0.0,20.98,82.92,0
15.46,119.62,3.92,0.37,1.01,1.02,92.25,41.97,73.74,0.54,0.87,6.74,7.74,127.12,87.08,21.89,0.94,0.0,28.3,82.86,0
1.23,1.52,0.8,2.09,3.23,3.28,237.43,47.89,42.87,2.33,0.19,0.24,1.24,23.88,19.32,9.52,2.05,0.0,14.78,98.39,0
19.21,67.92,2.2,1.08,1.14,1.15,41.61,1.62,26.59,0.12,0.71,2.51,3.54,46.46,71.72,53.44,1.39,0.0,3.11,34.55,0
9.22,19.64,6.36,0.26,1.71,1.71,251.05,175.37,126.24,0.72,0.53,1.13,2.13,30.78,53.06,21.62,3.91,0.0,14.87,63.03,0
31.0,178.9,49.97,0.2,1.21,1.21,586.82,486.25,479.81,,0.83,4.77,5.77,31.58,82.67,37.49,,0.0,0.95,1.52,0
1.45,6.14,1.49,0.11,1.04,1.08,372.77,255.01,276.59,11.39,0.76,3.23,4.23,21.44,76.38,8.25,1.31,0.0,20.47,49.39,0
0.08,0.31,0.04,0.06,0.71,1.04,174.05,78.85,121.05,41.44,0.75,3.08,4.09,72.28,75.57,22.06,0.97,0.16,34.52,79.49,0
3.37,14.71,2.74,0.04,1.55,1.56,296.19,144.94,112.17,0.45,0.77,3.37,4.37,12.19,77.12,7.09,1.44,0.0,7.18,42.33,0
-0.84,-2.03,-0.74,0.81,1.32,1.36,318.01,87.83,174.21,7.0,0.59,1.41,2.41,14.04,58.55,2.21,1.79,0.0,13.0,85.83,0
-0.11,-0.59,-0.08,0.38,1.22,1.23,275.98,186.14,222.12,2.3,0.82,4.62,5.62,48.99,82.2,0.08,,0.0,37.22,196.98,0
0.2,0.62,0.05,0.02,1.42,1.42,92.57,78.62,51.83,0.06,0.67,2.07,3.07,133.85,67.38,8.22,2.83,4.91,33.99,90.6,0
7.84,21.96,4.32,0.5,1.26,1.47,200.58,83.89,98.51,23.42,0.64,1.8,2.8,30.39,64.29,19.83,2.88,13.84,12.43,59.19,0
1.08,6.16,1.04,0.0,0.75,0.79,352.45,148.13,249.53,12.52,0.83,4.72,5.72,5.16,82.5,7.6,0.51,4.17,3.95,22.48,0
18.72,88.17,9.74,0.03,1.17,1.29,189.3,165.0,144.95,17.58,0.79,3.71,4.71,46.71,78.77,26.05,,0.0,14.56,54.48,0
29.18,88.95,7.79,0.08,0.71,0.71,97.23,27.43,43.52,0.02,0.67,2.05,3.05,50.75,67.2,57.19,0.81,0.0,5.76,32.11,0
5.39,8.36,3.48,0.82,3.16,4.01,234.97,104.4,44.16,38.44,0.26,0.4,1.55,21.86,35.44,43.02,2.89,0.19,10.63,56.9,0
56.57,-399.7,21.89,0.04,0.87,0.87,140.87,132.45,158.89,,1.14,-8.07,-7.07,62.33,114.15,49.78,-20.65,0.0,2.23,8.33,0
5.7,9.31,21.47,0.18,1.32,2.63,1370.61,570.46,499.66,663.78,0.39,0.63,1.63,11.84,38.77,14.74,20.65,0.0,23.1,82.0,0
5.66,16.36,4.65,0.39,1.4,1.41,299.03,176.89,174.09,0.9,0.64,1.85,2.89,14.07,65.39,11.31,2.1,0.46,6.91,51.98,0
0.57,1.62,0.38,0.0,1.12,1.23,243.86,141.51,97.62,14.55,0.64,1.81,2.84,40.16,64.79,4.81,1.24,15.1,26.52,94.4,0
14.23,98.64,6.69,0.06,1.02,1.08,171.06,135.45,123.96,9.56,0.86,5.93,6.93,25.18,85.57,23.33,1.75,10.76,5.15,30.19,0
3.88,9.79,1.91,0.75,1.66,1.66,179.07,97.16,106.73,0.0,0.6,1.52,2.52,190.61,60.31,6.44,,0.0,91.86,97.39,0
-231.38,131.07,-14.34,0.04,0.14,0.14,22.57,6.47,61.72,0.0,2.77,-1.57,-0.57,-105.24,276.53,-74.39,-2.9,0.0,7.82,-175.23,0
0.63,-10.05,8.42,0.0,0.01,0.01,4851.42,30.78,3845.59,0.0,1.06,-16.91,-15.91,2.15,106.29,1.26,-0.05,23.5,20.2,29.71,0
3.21,9.84,6.74,0.04,0.09,0.31,763.27,20.54,506.02,116.47,0.67,2.06,3.06,7.9,67.34,17.6,0.41,0.0,9.82,26.94,0
-0.53,-1.66,-0.35,0.97,1.53,1.55,235.49,78.26,128.59,2.46,0.68,2.11,3.11,22.03,67.82,5.29,5.4,4.01,14.6,67.62,0
-109.78,19.79,-66.97,0.0,0.09,0.09,222.07,128.07,1410.09,,6.54,-1.18,-0.18,7.14,654.65,-13.82,-13.86,4.97,71.33,338.12,0
9.85,10.71,65.35,10.59,12.44,12.44,2414.05,356.44,191.88,0.0,0.08,0.09,1.09,9.85,8.04,122.6,,0.0,0.0,0.0,0
42.25,62.61,8.25,1.46,6.59,8.03,71.08,32.2,6.27,9.17,0.18,0.27,1.48,147.91,32.51,278.2,2.41,0.0,20.63,64.33,0
5.39,188.88,1.7,0.2,0.6,0.81,114.64,43.09,88.11,23.94,0.96,33.7,35.01,6.37,97.14,14.88,0.14,18.53,0.31,53.9,0
0.0,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0
8.81,10.73,14.72,0.01,1.15,1.15,608.03,49.24,38.08,0.0,0.18,0.22,1.22,18.56,17.83,82.07,0.91,2.31,16.28,35.25,0
13.99,15.9,6.72,8.31,8.31,8.31,174.97,0.0,20.83,0.0,0.12,0.14,1.14,99.58,12.04,116.23,,0.0,41.14,82.83,0
50.61,60.13,29.96,2.38,3.07,6.31,215.48,12.27,33.74,110.67,0.16,0.19,1.19,54.71,15.83,319.65,,0.0,2.43,6.08,0
-6.28,113.75,-25.3,0.03,1.26,1.31,1467.57,1160.81,995.45,55.61,1.06,-19.13,-18.13,-5.71,105.52,-4.89,2.95,0.0,2.27,11.96,0
0.18,87.56,2.35,0.04,0.05,0.05,4643.73,19.69,3548.33,,1.0,474.2,475.2,0.18,99.79,5.46,0.24,0.0,0.0,0.0,0
0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0
-5.11,-5.59,-8.03,6.49,11.69,11.93,571.46,71.62,21.79,5.27,0.08,0.09,1.09,7.67,8.47,83.57,1.79,0.0,20.08,51.57,0
-1.5,-28.33,-0.52,0.13,1.0,1.0,125.4,95.27,109.01,0.05,0.95,17.93,18.93,21.96,94.72,0.56,1.43,0.0,8.08,93.44,0
-1.84,-6.35,-4.32,0.62,1.4,1.51,857.06,28.45,36.78,4.33,0.71,2.46,3.46,5.93,71.06,11.71,1.02,0.0,18.29,48.88,0
3.35,7309.87,2.66,0.03,0.57,0.72,289.28,154.32,284.24,42.27,1.0,2183.3,2184.3,26.55,99.95,12.78,0.01,0.0,18.44,57.84,0
67.98,78.56,50.69,5.85,8.01,8.01,271.42,72.44,33.51,,0.13,0.16,1.16,67.98,13.47,504.74,,0.0,0.0,0.0,0
3.25,19.28,0.87,0.24,0.43,1.15,96.88,13.6,68.19,53.33,0.76,4.53,5.92,57.4,83.12,9.14,1.42,4.91,14.41,90.1,0
3.1,15.43,0.83,0.32,0.74,0.74,97.09,30.03,72.25,0.23,0.8,3.96,4.97,136.3,79.88,30.27,0.57,0.0,35.53,79.21,0
3.14,6.0,1.68,1.02,1.54,2.16,195.03,40.13,77.12,48.82,0.48,0.91,1.91,20.67,47.63,31.97,4.83,0.0,9.39,53.01,0
3.08,7.94,24.62,0.89,1.06,1.06,2908.7,30.73,37.9,,0.61,1.56,2.58,3.08,61.22,12.25,1.01,53.97,0.0,0.0,0
-0.85,-346.47,,0.05,0.11,0.11,,,,,1.0,408.85,409.85,-0.85,99.76,-0.12,0.0,0.0,,0.0,0
-0.35,-0.75,-7.74,0.7,1.56,1.56,8092.36,3714.61,4292.35,,0.54,1.16,2.16,-0.35,53.68,2.03,2.86,0.0,0.0,0.0,0
0.58,0.71,0.25,3.1,4.35,4.35,157.21,35.0,28.08,0.0,0.18,0.22,1.22,13.5,18.21,59.57,3.82,0.0,5.58,50.34,0
-4.96,-100.84,,0.0,0.0,0.13,,,,,0.95,19.32,20.32,-4.96,95.08,-5.22,0.07,0.0,,0.0,0
1.2,4.88,0.72,-0.14,0.79,1.25,217.95,140.62,150.12,69.89,0.75,3.07,4.07,13.74,75.42,8.61,2.37,5.25,7.51,65.96,0
0.32,0.43,2.03,0.21,0.32,0.32,2337.12,60.02,21.18,0.53,0.24,0.33,1.35,4.88,25.79,10.63,0.81,22.39,29.32,50.79,0
0.47,0.68,0.06,-4.49,-3.95,-3.95,43.36,7.01,12.99,,0.31,0.45,1.45,82.01,31.0,52.84,0.32,0.0,9.71,64.15,0
17.33,23.76,13.68,0.6,2.53,2.97,287.29,139.23,65.08,34.33,0.27,0.37,1.37,18.6,27.07,87.5,3.78,4.12,1.0,5.89,0
1.25,12.97,0.29,0.08,1.38,1.43,86.03,72.4,57.22,2.92,0.9,9.41,10.41,9.88,90.4,3.21,7.6,0.0,2.04,69.24,0
-1.38,-2.64,-0.18,1.69,2.12,2.12,46.28,9.37,21.55,,0.48,0.92,1.92,-1.38,47.85,27.81,,0.0,0.0,0.0,0
-11.51,-49.87,-9.28,0.55,0.67,0.67,293.53,,223.13,,0.77,3.33,4.33,94.94,76.92,-8.99,0.48,0.0,85.84,161.76,0
37.03,58.46,5.32,1.78,3.11,3.11,52.25,22.1,16.62,0.0,0.37,0.58,1.58,109.88,36.67,100.98,,0.0,10.46,56.32,0
4.58,11.89,4.43,0.09,0.67,1.27,352.24,106.21,185.3,113.61,0.61,1.59,2.59,16.95,61.46,15.85,1.29,0.0,11.97,49.26,0
16.13,74.1,9.62,0.46,1.69,1.69,217.09,105.0,85.25,0.14,0.78,3.59,4.59,43.61,78.23,40.42,0.7,0.0,16.39,42.7,0
-16.24,-173.76,-43.1,0.88,1.05,1.05,966.28,33.12,594.26,,0.91,9.7,10.7,-16.24,90.66,2.85,1.1,0.0,0.0,0.0,0
16.79,115.97,7.68,1.04,1.19,1.19,166.47,20.45,137.9,0.0,0.85,5.88,6.91,32.66,85.53,19.72,,0.0,7.26,31.05,0
2.48,2.65,4.23,10.76,13.11,13.3,621.76,76.03,32.34,6.24,0.06,0.07,1.07,25.36,6.47,106.76,3.13,0.0,39.08,79.82,0
0.07,0.43,0.03,0.08,1.45,1.45,169.58,128.59,107.79,0.14,0.85,5.55,6.55,13.16,84.74,0.98,26.15,3.46,6.1,84.52,0
36.8,53.84,13.84,1.0,2.02,2.05,136.91,39.38,38.41,0.82,0.32,0.46,1.46,81.06,31.64,132.05,1.79,0.0,16.65,45.49,0
1.68,5.29,0.6,0.0,0.84,0.84,130.58,69.3,74.22,0.11,0.68,2.15,3.15,30.39,68.29,7.75,0.74,7.02,10.3,71.93,0
0.59,1.17,0.72,0.08,0.26,1.05,441.28,37.71,64.73,173.2,0.49,0.97,1.97,8.99,49.35,1.2,1.05,34.5,10.19,-176.2,0
2.04,50.0,0.79,0.0,0.86,0.94,141.42,113.49,116.36,10.97,0.96,23.49,24.49,47.75,95.92,4.16,0.44,11.12,17.76,64.18,0
-25.06,-125.6,-11.74,0.0,0.95,1.19,170.55,111.58,104.91,28.8,0.8,4.01,5.01,-19.06,80.05,-18.76,1.78,7.55,2.81,-101.92,0
-2.16,-2.18,,78.94,78.94,78.94,,,,,0.01,0.01,1.01,-2.16,1.27,-170.12,,0.0,,0.0,0
1.33,8.25,0.88,0.56,0.69,0.93,239.09,26.46,197.74,48.78,0.84,5.18,6.18,34.72,83.83,12.94,0.75,0.0,21.93,76.33,0
10.21,-5.54,,0.35,0.35,0.35,,,,,2.84,-1.54,-0.54,10.21,284.33,3.59,,0.0,,0.0,0
22.96,66.98,1.97,0.14,1.44,1.46,31.22,23.99,18.47,0.46,0.66,1.92,2.92,51.91,65.73,45.6,3.43,0.0,2.48,45.29,0
18.51,31.86,34.28,0.44,1.4,2.39,673.99,269.61,279.25,278.05,0.42,0.72,1.72,18.51,41.89,44.19,,0.0,0.0,0.0,0
7.57,28.02,2.8,0.41,0.82,1.15,134.45,39.98,97.04,32.62,0.73,2.7,3.7,32.75,72.98,16.53,1.71,0.0,9.3,65.95,0
15.18,23.43,6.44,5.99,10.16,10.16,154.52,49.95,11.97,,0.35,0.54,1.54,57.95,35.23,83.8,4.4,0.0,18.16,54.52,0
0.38,1.67,0.3,0.24,0.57,0.93,291.39,72.76,220.66,79.02,0.77,3.44,4.44,54.1,77.49,0.93,0.78,0.0,43.01,91.2,0
-27.45,-30.82,-11.37,3.94,6.42,6.72,150.82,39.78,16.01,4.87,0.11,0.12,1.12,55.72,10.93,-123.98,3.55,0.0,34.46,111.71,0
1.15,1.31,1.5,4.36,8.75,8.86,477.03,172.1,39.22,4.64,0.12,0.14,1.14,23.68,12.5,69.65,3.44,0.0,29.54,70.46,0
2.48,8.7,2.64,0.08,1.41,1.41,387.01,360.0,271.1,,0.71,2.51,3.51,92.95,71.47,3.47,,0.0,96.18,96.28,0
10.91,33.59,4.71,0.01,1.14,1.14,157.2,116.16,64.43,0.22,0.68,2.08,3.08,54.13,67.52,22.33,1.35,24.33,18.66,65.47,0
-48.26,-162.51,-63.43,0.01,1.74,1.83,478.49,292.69,173.24,14.76,0.7,2.37,3.37,-14.99,70.31,-61.29,1.87,30.75,43.73,-596.22,0
3.85,61.5,1.09,0.29,0.36,0.66,102.8,5.74,83.08,25.3,0.94,15.07,15.99,15.98,93.75,15.06,0.24,-0.01,3.43,114.22,0
0.03,34.79,0.38,0.01,0.01,0.01,4513.07,12.73,4459.53,,1.0,1129.25,1130.25,0.05,99.91,5.44,0.0,0.0,0.28,0.38,0
1.12,-39.67,0.69,0.14,0.73,0.79,224.7,127.62,217.73,14.11,1.03,-36.32,-35.32,6.3,102.83,9.59,0.09,0.0,3.2,25.05,0
36.7,47.82,24.4,0.61,3.31,3.47,242.0,138.78,51.78,8.36,0.23,0.3,1.3,55.35,23.26,182.39,3.14,0.0,12.4,24.64,0
0.11,1.13,1.82,0.01,0.1,0.1,6190.52,470.85,5489.63,,0.9,9.51,10.6,0.86,90.57,3.2,0.1,0.0,12.83,32.41,0
30.02,50.05,6.77,0.09,1.13,1.14,82.12,32.97,22.58,0.45,0.4,0.67,1.67,125.27,40.03,86.13,1.1,11.35,21.49,67.42,0
-3.64,35.4,-0.94,0.34,0.87,0.87,94.16,19.88,95.97,0.38,1.1,-10.72,-9.72,110.06,110.29,-1.18,-1.47,3.16,29.41,94.26,0
0.9,10.11,0.48,0.0,0.72,0.74,195.66,119.71,164.21,1.9,0.91,10.23,11.23,10.35,91.1,18.99,0.42,0.71,5.08,39.87,0
3.57,3.73,10.37,10.93,30.15,30.19,1056.7,439.27,27.24,0.96,0.04,0.05,1.05,16.38,4.34,150.98,4.54,0.0,37.2,63.33,0
18.73,32.21,15.8,0.84,2.25,2.25,307.1,146.48,39.41,,0.42,0.72,1.72,35.65,41.85,51.07,2.88,21.31,14.27,37.64,0
