ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,IS_BANKRUPT
0.75,17.72,0.48,0.6,1.04,1.04,230.35,97.73,218.09,,0.96,22.58,23.58,3.5,95.76,0.78,,0.0,1.74,1.81,0
-36.19,-56.01,,2.83,2.83,2.83,,,,,0.35,0.55,1.55,-9.05,35.38,-102.28,,0.0,,-355.15,0
5.58,5.82,11.67,15.92,21.37,21.38,761.43,155.04,11.05,0.29,0.04,0.04,1.04,12.43,4.08,346.91,5.08,2.32,14.33,29.73,0
0.0,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0
37.26,77.95,10.12,-0.24,0.11,0.14,98.84,17.0,48.47,1.24,0.5,1.04,2.09,67.55,52.21,98.51,0.51,0.0,8.23,38.85,0
6.08,60.36,5.24,0.58,0.77,0.86,180.95,54.66,278.28,26.07,0.9,8.93,9.93,10.02,89.93,13.88,0.49,0.0,3.4,19.98,0
-70.62,403.03,-40.62,0.01,0.3,0.65,117.33,69.07,242.77,86.73,1.17,-6.7,-5.71,-68.94,117.52,-60.18,-0.92,0.0,0.97,-2.5,0
-9.9,-25.89,-38.1,0.0,0.91,1.34,1400.5,769.28,849.08,371.89,0.62,1.61,2.61,0.28,61.75,-11.57,2.41,0.0,39.18,276.53,0
18.8,26.19,7.88,0.22,18.06,19.39,152.56,113.27,6.8,9.23,0.28,0.39,1.39,59.55,28.21,87.29,5.84,0.0,17.08,50.29,0
-76.55,36.53,-1019.54,0.07,0.18,0.24,4848.14,1712.6,14752.09,803.42,3.1,-1.48,-0.48,-76.55,309.57,-5.09,-8.45,0.0,0.0,0.0,0
8.33,13.96,2.69,1.2,1.32,2.06,117.78,5.28,23.13,33.91,0.4,0.68,1.68,15.64,40.33,25.68,3.44,19.09,2.36,32.9,0
-5.94,-11.34,-5.2,0.0,1.55,1.62,318.76,142.4,135.98,10.0,0.48,0.91,1.91,-4.32,47.67,-2.92,2.3,4.0,1.42,30.09,0
-6.76,-10.04,-7.51,1.39,1.39,2.85,180.21,0.0,130.28,193.03,0.33,0.49,1.49,28.21,32.68,-20.67,,0.0,38.89,121.71,0
-145.33,-110.82,-15.2,0.84,1.09,1.09,38.07,72.07,279.43,,8.67,6.61,0.76,46.84,866.5,-7.73,1.39,13.23,20.1,176.64,0
0.89,13.26,0.64,0.22,0.77,1.0,262.24,131.8,239.01,55.7,0.93,13.94,14.94,12.98,93.31,5.73,0.93,0.0,8.71,78.53,0
31.14,39.21,9.84,3.71,4.75,4.77,114.95,23.67,22.8,0.44,0.21,0.26,1.26,54.52,20.57,165.65,18.81,0.0,7.38,34.7,0
