ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
12.9,40.74,2.4,0.14,0.86,8.35,67.98,5.74,8.03,60.99,0.68,2.16,3.16,12.9,68.33,18.88,,0.0,0.0,0.0,7.88,17.48,1.21,0.24,0.85,5.85,55.7,5.69,9.42,47.77,0.55,1.22,2.22,7.88,54.93,14.34,,0.0,0.0,0.0,0
0.9,2.91,0.91,0.01,1.45,1.45,194.86,0.0,251.13,0.0,0.69,2.24,3.24,0.9,69.09,1.3,,0.0,0.0,0.0,-0.03,-0.14,,0.01,1.27,1.27,364.0,,284.17,,0.79,3.75,4.75,-0.03,78.94,-0.04,,0.0,0.0,0.0,0
0.0,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0
0.0,,0.0,0.23,0.4,0.99,134.28,22.43,132.44,80.47,1.0,,,21.29,100.0,0.0,0.0,0.0,7.83,48.21,0.0,,0.0,0.16,0.33,1.0,116.81,18.88,115.49,78.66,1.0,,,24.85,100.0,0.0,,0.0,7.98,58.98,0
22.53,25.74,23.4,1.44,8.02,8.02,379.01,306.23,46.55,0.0,0.12,0.14,1.14,46.54,12.45,180.95,,0.0,24.92,46.28,-5.75,-6.6,,0.15,7.83,7.83,,,,,0.13,0.15,1.15,-5.75,12.78,-45.04,,0.0,,0.0,0
0.01,0.33,0.0,0.26,0.66,1.05,139.38,52.5,131.31,51.82,0.96,25.75,26.75,32.27,96.26,0.01,,0.0,12.32,101.53,0.12,5.24,0.05,0.18,0.79,1.03,152.55,90.29,146.81,34.85,0.98,41.87,42.87,9.31,97.67,0.13,,0.0,3.85,99.62,0
23.37,40.34,13.49,1.63,2.34,2.38,210.73,61.73,87.44,3.63,0.42,0.73,1.73,23.37,42.07,55.55,,0.0,0.0,0.0,18.76,29.98,11.0,1.71,2.61,2.67,213.43,70.66,78.96,5.16,0.37,0.6,1.6,18.76,37.41,50.16,,0.0,0.0,0.0,0
30.18,94.33,5.89,0.14,0.99,1.45,71.28,38.68,45.72,21.48,0.68,2.12,3.13,81.17,68.01,48.42,7.51,0.0,9.96,54.5,14.2,90.71,5.79,0.0,0.46,0.91,148.36,47.31,98.09,46.56,0.84,5.34,6.39,54.4,84.35,20.41,0.68,10.92,16.39,62.62,0
8.21,26.21,1.8,0.28,0.55,1.77,80.06,9.95,23.8,45.0,0.69,2.19,3.19,67.92,68.66,24.26,2.81,34.62,13.1,70.42,11.42,28.13,2.47,0.5,0.82,2.08,78.66,10.86,26.95,43.13,0.59,1.46,2.46,71.4,59.39,32.47,5.4,15.9,12.96,69.65,0
-20.92,-20.92,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0
58.15,79.51,25.7,2.45,3.8,3.8,161.35,51.92,38.45,0.0,0.27,0.37,1.37,81.99,26.87,232.49,9.24,0.0,10.54,23.32,7.24,9.13,,0.22,4.97,4.97,358.89,316.9,42.34,,0.2,0.25,1.26,38.82,20.12,57.0,12.34,6.85,23.06,48.62,0
2.21,6.96,1.28,2.12,2.12,2.12,145.45,,98.2,,0.68,2.16,3.16,32.88,68.3,3.23,,0.0,17.78,87.54,4.53,11.78,2.62,2.43,2.43,2.44,210.19,,85.04,1.22,0.64,1.67,2.6,63.73,64.28,7.05,,0.0,34.18,254.02,0
3.05,64.33,0.76,0.27,0.59,0.99,90.97,21.88,75.95,30.97,0.95,20.07,21.08,30.39,95.26,5.39,0.93,8.78,6.81,78.09,16.55,89.96,3.19,0.15,0.51,1.06,70.19,17.67,52.71,31.25,0.82,4.43,5.44,52.31,81.6,23.08,1.36,4.35,6.9,58.43,0
40.94,41.18,8.15,,,,72.66,58.18,0.0,0.0,0.01,0.01,1.01,68.75,0.6,7520.19,9.55,0.0,5.54,33.35,50.03,-73.29,7.13,0.27,0.48,0.48,51.91,9.79,85.39,0.0,1.68,-2.46,-1.46,137.0,168.27,35.95,-3.68,0.0,12.4,49.15,0
8.1,8.64,3.79,13.3,15.91,15.91,170.98,27.59,10.54,,0.06,0.07,1.07,8.1,6.25,129.56,,0.0,0.0,0.0,25.46,30.1,24.62,6.01,6.46,6.46,351.98,23.99,53.66,,0.15,0.18,1.18,25.46,15.41,165.17,,0.0,0.0,0.0,0
-3.0,18.18,-28.9,0.05,0.07,0.12,3517.44,30.36,1505.42,78.8,1.16,-7.06,-6.06,0.38,116.5,-2.57,0.6,0.0,32.53,445.89,-3.73,18.02,-30.23,0.05,0.07,0.08,2946.79,28.36,1324.34,19.21,1.21,-5.83,-4.83,-0.94,120.72,-3.09,0.57,0.0,22.59,950.21,0
-62.05,-76.99,-159.11,12.25,13.08,13.08,889.71,58.2,70.31,,0.19,0.24,1.24,-0.2,19.4,-319.85,,0.03,158.6,3335.38,28.81,29.49,,47.66,47.66,47.66,344.74,,6.74,,0.02,0.02,1.02,28.06,2.29,1256.38,,0.12,-0.02,-0.08,0
15.6,22.17,4.87,0.55,2.71,3.54,113.94,66.76,30.91,25.75,0.3,0.42,1.42,31.58,29.63,55.3,25.66,0.0,4.99,43.17,16.21,22.14,5.42,0.63,3.11,3.95,121.78,74.06,29.89,25.45,0.27,0.37,1.37,31.84,26.77,62.47,36.91,0.0,5.23,41.12,0
0.68,16.71,0.86,0.48,0.95,1.05,460.65,191.65,412.26,40.51,0.96,23.45,24.45,0.68,95.91,2.12,1.81,0.0,0.0,0.0,0.06,1.49,0.09,0.78,0.91,1.02,531.0,65.15,499.17,55.5,0.96,23.86,24.86,0.06,95.98,1.69,1.46,0.0,0.0,0.0,0
-80.71,1545.09,-548.31,0.81,0.95,0.95,1107.4,360.0,2573.54,,1.05,-20.14,-19.14,-80.71,105.22,-76.7,,0.0,0.0,0.0,-514.01,90.88,,0.15,0.15,0.15,,,,,6.66,-1.18,-0.18,-514.01,665.57,-77.23,,0.0,,0.0,0
