ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,IS_BANKRUPT
-2.83,125.6,-11.11,0.29,0.29,0.31,1428.02,6.11,749.18,12.61,0.71,-31.52,-44.34,4.78,102.26,6.98,0.14,4.15,29.88,64.25,0
-55.64,-83.25,,2.03,3.46,3.46,,,,,0.33,0.5,1.5,-55.64,33.17,-167.76,,0.0,,0.0,0
10.01,30.54,37.99,0.33,0.86,2.41,1381.56,178.83,345.48,542.31,0.55,1.69,3.05,29.86,67.23,38.97,1.6,0.0,75.35,754.8,0
8.97,13.35,11.38,0.38,1.41,5.85,461.78,39.06,38.25,172.37,0.3,0.45,1.49,18.97,32.78,58.24,1.74,1.29,12.69,48.04,0
22.68,36.32,35.46,0.88,1.78,2.44,569.2,189.68,211.44,142.84,0.38,0.6,1.6,34.73,37.56,65.58,7.58,0.0,18.85,151.76,0
16.95,99.13,2.42,0.37,1.08,1.08,51.95,29.71,42.2,0.01,0.82,4.81,5.85,17.66,82.9,21.19,1.5,0.0,0.1,3.14,0
0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0
-1.33,-1.5,,0.51,0.58,0.58,,,,,0.12,0.13,1.13,4.46,11.67,-11.36,0.91,0.0,,-223.81,0
9.85,11.62,10.03,0.11,2.04,2.54,370.59,95.59,41.01,24.97,0.15,0.18,1.18,36.53,15.25,106.36,1.3,2.3,27.16,59.83,0
14.77,25.99,59.01,0.48,1.21,1.34,1454.62,391.48,537.02,71.36,0.43,0.76,1.76,14.77,43.19,39.87,1.14,0.0,0.0,0.0,0
11.24,95.78,244.0,0.0,0.56,0.87,7899.04,3357.63,1453.21,1924.33,0.84,7.12,8.52,26.49,88.26,27.53,0.54,61.46,330.85,-58.39,0
-2.81,-4.15,-6.42,0.6,1.66,4.83,829.89,75.33,54.49,227.29,0.24,0.35,1.48,16.78,32.23,57.57,1.42,3.27,44.67,228.52,0
0.08,0.68,0.11,0.69,1.07,1.23,529.29,48.2,112.52,20.11,0.73,6.31,8.68,9.42,72.67,16.22,0.86,,13.58,49.37,0
2.55,48.15,2.03,0.0,1.17,1.81,290.2,107.59,89.02,60.13,0.95,17.89,18.89,4.57,94.7,3.13,1.68,11.9,1.61,-41.0,0
1.0,1.1,1.85,2.8,3.09,5.23,672.93,13.8,49.77,108.13,0.08,0.09,1.11,19.4,9.52,161.23,1.49,0.0,34.02,76.31,0
-0.15,-0.42,-0.44,0.1,0.96,1.23,1068.09,469.41,544.71,148.35,0.6,1.7,2.82,15.94,64.49,15.39,1.3,0.0,47.21,973.7,0
1.38,2.51,2.11,0.28,0.75,1.69,555.6,68.03,99.98,135.61,0.35,0.63,1.82,20.76,44.94,42.18,1.13,11.45,29.58,115.01,0
7.82,32.17,29.74,0.04,0.3,0.7,1383.46,250.37,973.69,399.1,0.72,2.95,4.11,18.33,75.68,38.88,0.5,0.0,39.92,108.86,0
0.2,1.29,0.26,0.02,0.04,0.7,469.05,5.74,200.36,152.69,0.5,3.17,6.38,5.65,84.32,24.4,0.24,6.29,7.01,-69.67,0
-3.79,-23.79,-7.95,0.0,1.33,2.18,762.9,197.51,43.75,129.05,0.81,5.09,6.27,1.97,84.05,8.99,1.38,74.6,12.09,48.41,0
-5.26,-6.33,-9.12,0.24,0.43,2.51,631.69,10.44,52.11,127.14,0.14,0.17,1.21,10.87,17.02,73.55,1.15,2.93,27.98,102.85,0
-0.6,-0.69,-1.64,6.01,6.95,9.0,992.98,66.52,71.33,148.06,0.12,0.14,1.14,13.48,12.61,58.1,2.64,0.0,38.4,198.54,0
5.79,80.78,7.12,0.04,0.33,0.67,448.17,110.86,393.11,137.33,0.91,12.67,13.96,28.02,92.84,12.18,0.21,0.0,27.38,77.5,0
0.62,1.01,8.48,0.08,0.39,0.74,5009.9,440.72,1240.59,547.18,0.32,0.53,1.64,13.96,38.91,27.45,0.81,5.77,183.6,-1239.84,0
-5.27,-7.66,-11.21,0.16,0.98,2.74,773.79,130.89,159.43,284.17,0.29,0.42,1.45,14.88,31.13,0.19,1.8,0.0,42.84,282.49,0
0.67,0.82,1.46,1.18,2.49,5.69,788.79,75.48,59.14,191.59,0.12,0.15,1.23,16.85,18.59,60.18,1.5,0.0,35.06,112.6,0
0.18,0.51,0.31,0.0,0.28,0.79,606.14,74.17,266.92,137.68,0.64,1.77,2.77,2.64,63.85,15.58,0.71,0.0,4.09,-13.39,0
0.03,0.04,0.84,0.14,1.65,3.38,9343.68,784.2,81.61,920.36,0.11,0.13,1.16,4.28,13.93,49.28,1.13,4.77,109.1,-37.36,0
13.56,14.0,54.57,29.83,31.43,31.43,1465.11,73.66,46.1,,0.03,0.03,1.03,13.56,3.18,426.13,,0.0,0.0,0.0,0
0.2,0.35,5.68,0.02,0.88,1.36,10268.64,3580.74,4138.31,1983.6,0.42,0.72,1.72,11.78,41.83,22.15,1.32,0.0,326.62,-249.06,0
-2.11,-3.91,-6.36,0.05,0.85,1.26,1098.21,157.29,198.4,83.79,0.45,0.83,1.86,5.92,46.11,5.85,0.8,0.0,24.23,195.64,0
21.2,48.8,34.58,1.54,1.74,1.74,593.7,67.47,332.1,0.0,0.57,1.3,2.3,21.2,56.56,39.73,,0.0,0.0,0.0,0
27.23,57.73,16.04,0.4,1.69,1.79,214.35,140.68,109.52,11.08,0.53,1.12,2.12,45.0,52.82,72.17,7.4,0.0,10.46,35.26,0
-32.28,-47.51,,3.12,3.12,3.12,,,,,0.32,0.47,1.47,-32.28,32.07,-100.66,,0.0,,0.0,0
0.08,0.16,0.52,0.0,1.11,1.48,2251.43,558.57,137.04,240.16,0.38,0.71,1.88,11.61,46.8,31.37,1.05,26.94,71.29,-146.29,0
