ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
0.47,1.1,1.05,0.07,0.23,0.52,817.07,69.05,419.7,132.51,0.58,1.36,2.36,5.57,57.56,10.59,0.62,5.11,11.43,37.78,0
6.44,20.32,6.21,0.8,0.95,1.03,352.23,32.87,214.12,15.48,0.68,2.16,3.16,12.92,68.31,14.46,1.07,6.56,6.25,29.41,0
0.29,1.03,0.06,0.0,0.57,1.14,74.57,27.56,42.59,27.65,0.72,2.58,3.58,9.42,72.03,32.39,1.36,7.75,1.87,30.91,0
4.1,20.68,1.81,0.14,0.53,0.87,160.88,49.08,119.45,42.38,0.8,4.04,5.04,58.06,80.15,15.67,0.64,3.14,23.78,77.75,0
0.03,1.35,0.02,0.2,0.61,1.04,231.85,90.93,156.48,94.82,0.98,51.11,52.11,30.91,98.08,0.03,,27.19,19.62,98.89,0
6.84,11.12,4.05,0.41,1.35,2.42,215.89,72.85,76.53,83.18,0.38,0.62,1.62,41.47,38.46,25.36,4.95,0.17,20.48,72.17,0
21.68,47.7,8.79,1.65,2.48,2.52,147.94,44.57,53.42,1.76,0.55,1.2,2.2,44.98,54.55,47.81,7.84,16.41,9.44,33.76,0
2.59,7.32,1.22,0.53,1.46,1.49,171.66,90.33,63.21,3.03,0.65,1.82,2.82,22.82,64.56,17.97,2.93,20.05,9.51,65.32,0
2.74,3.73,8.61,13.96,16.04,16.05,1145.85,25.1,12.02,0.04,0.17,0.23,1.36,2.75,26.57,86.56,1.08,15.67,0.02,0.04,0
7.71,12.03,7.63,1.28,4.29,4.46,361.42,237.94,78.97,13.53,0.36,0.56,1.56,58.31,35.95,21.77,92.58,0.03,50.11,78.81,0
-0.56,-1.55,-0.98,0.09,0.2,0.26,633.24,42.09,377.09,21.81,0.63,1.75,2.75,11.6,63.66,0.46,0.47,2.98,21.1,70.31,0
2.53,2.96,2.33,2.08,5.22,5.6,335.4,129.04,41.36,16.24,0.14,0.17,1.17,28.94,14.41,48.95,2.91,0.0,24.27,68.45,0
0.39,0.99,0.3,0.22,0.64,1.13,280.52,69.65,162.37,79.62,0.59,1.5,2.54,25.03,60.57,11.89,1.19,0.0,18.94,75.83,0
9.1,49.51,123.87,0.25,0.7,0.94,4969.49,1666.51,3893.76,937.88,0.82,4.44,5.44,14.15,81.62,18.6,0.81,0.0,68.74,-1.58,0
