ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,IS_BANKRUPT
-139.96,-131.91,-39.15,-14.85,-16.39,-16.39,86.16,9.42,-6.15,,-0.06,-0.06,0.94,-66.98,-6.1,2293.55,,0.0,20.42,-134.7,0
0.0,,0.0,0.25,0.41,0.96,127.72,20.27,126.26,71.44,1.0,,,17.02,100.0,3.02,0.01,0.0,5.97,40.9,0
0.28,7.22,0.14,0.22,0.77,1.1,187.66,92.65,168.01,56.74,0.96,25.03,26.03,27.8,96.16,0.29,,0.0,14.19,98.45,0
28.91,94.77,9.6,0.46,1.08,1.38,120.82,49.59,80.57,24.59,0.69,2.28,3.28,60.78,69.5,53.7,5.13,0.0,10.58,41.7,0
17.38,78.25,4.49,0.52,0.65,1.35,93.97,8.79,67.9,47.99,0.78,3.5,4.5,72.02,77.8,28.11,17.84,0.0,14.11,69.03,0
30.54,79.29,20.54,0.43,1.56,1.56,108.27,134.7,120.16,0.0,0.61,1.6,2.6,38.78,61.49,50.73,2.2,0.0,5.54,17.09,0
0.81,24.28,1.21,0.18,0.57,1.21,543.52,82.32,283.98,182.24,0.97,29.02,30.02,8.42,96.67,1.79,1.36,33.71,11.36,73.76,0
-44.68,66.34,-17.27,0.12,0.84,0.84,140.66,108.54,149.37,0.0,1.67,-2.48,-1.48,-18.22,167.35,-16.67,-6.24,0.0,10.22,12694.41,0
-11.06,205.38,-209.29,0.05,0.1,0.14,6888.34,122.37,2310.54,72.99,1.05,-19.57,-18.57,-8.57,105.38,-10.49,0.69,0.0,47.03,-29.81,0
29.88,39.76,7.29,0.32,3.04,3.93,88.84,59.03,21.68,19.49,0.25,0.33,1.33,46.27,24.83,125.87,38.99,0.0,4.0,29.2,0
-1.0,35.92,-0.32,0.47,0.69,0.97,117.69,23.46,118.75,34.25,1.03,-37.03,-36.03,22.68,102.78,-0.02,-4.66,0.0,7.65,90.63,0
24.41,42.17,6.12,0.94,1.78,2.44,91.32,30.66,36.5,24.13,0.42,0.73,1.73,116.94,42.11,64.78,71.85,0.0,23.21,75.49,0
0.54,20.27,0.39,0.08,0.83,0.96,259.68,186.27,247.4,32.07,0.97,36.47,37.52,26.28,97.33,1.26,0.42,0.0,18.36,96.13,0
0.14,0.38,0.05,0.11,0.43,0.93,126.52,4.39,49.45,30.31,0.61,1.61,2.61,35.94,61.74,4.46,0.93,14.2,12.44,94.75,0
4.42,37.98,6.34,0.12,0.2,1.02,522.34,32.3,396.01,328.74,0.88,7.6,8.6,16.46,88.37,5.0,1.06,0.0,17.28,55.22,0
4.97,76.17,2.44,0.03,0.83,0.96,178.98,121.06,164.22,22.42,0.93,14.34,15.34,20.54,93.48,9.11,0.6,0.0,7.66,74.39,0
-7.99,44.63,-4.45,0.26,0.39,3.0,202.9,7.36,44.06,154.83,1.18,-6.58,-5.58,12.13,117.91,-5.73,5.65,7.21,11.22,109.24,0
0.12,1.43,0.07,0.01,0.17,0.22,217.15,31.74,196.14,10.14,0.92,11.03,12.03,8.27,91.69,1.36,0.11,0.0,4.87,82.86,0
52.4,58.56,82.19,9.5,9.5,9.5,570.97,0.04,59.44,0.0,0.11,0.12,1.12,52.4,10.53,497.82,,0.0,0.0,0.0,0
3.52,4.29,2.19,5.72,5.72,6.16,226.67,0.0,36.38,16.26,0.18,0.22,1.22,3.52,17.79,19.81,,0.0,0.0,0.0,0
25.69,28.14,5.52,5.64,8.06,11.56,78.17,9.52,6.45,22.89,0.09,0.1,1.1,28.28,8.68,319.31,28.66,0.0,0.55,7.05,0
-165.48,25.92,-233.69,0.05,0.06,0.06,514.03,41.16,3395.77,0.0,7.39,-1.16,-0.16,-165.48,738.56,-10.11,-9.55,0.0,0.0,0.0,0
