ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
0.02,0.91,0.96,0.94,1.02,1.02,17959.52,1443.89,17376.62,0.0,0.98,45.88,46.88,1.77,97.87,0.02,,0.0,86.55,97.99,0
2.2,44.3,0.87,0.21,1.09,1.09,143.47,109.64,123.62,,0.95,19.11,20.13,18.46,95.03,5.19,2.56,5.93,6.41,82.81,0
1.13,1.66,2.35,1.97,2.79,2.79,760.59,194.65,239.55,0.28,0.32,0.48,1.48,8.59,32.33,15.78,6.16,0.0,15.6,37.96,0
35.2,828.86,86.17,0.36,0.47,0.47,815.17,97.78,843.84,,95.75,2254.72,23.55,35.2,95.75,39.94,0.08,0.0,0.0,0.0,0
-36.48,90.82,-14.27,-0.13,0.14,0.15,142.4,48.58,179.31,1.56,1.4,-3.49,-2.49,6.75,140.17,-14.8,-0.41,9.22,16.91,218.99,0
-5.8,-10.58,-1.74,0.72,1.97,1.97,109.25,48.16,10.16,0.23,0.45,0.82,1.82,2.26,45.12,45.98,2.26,26.44,2.42,18.76,0
4.09,-11.69,3.94,0.04,0.23,0.75,350.24,92.29,464.32,240.62,1.35,-3.86,-2.86,18.13,134.98,3.03,,0.0,13.51,65.71,0
0.45,0.48,0.51,23.43,25.12,25.12,414.5,27.47,16.25,,0.07,0.07,1.07,0.45,6.65,6.73,,0.0,0.0,0.0,0
0.06,0.1,0.3,0.06,0.33,0.33,1889.74,196.28,734.31,,0.43,0.75,1.75,5.51,42.97,12.16,0.7,2.78,28.28,43.44,0
8.36,49.37,4.35,0.76,0.9,0.9,189.47,21.39,147.38,,0.83,4.9,5.9,37.25,83.06,20.17,0.71,2.67,15.04,55.98,0
6.61,8.27,3.05,0.22,8.08,8.98,167.9,111.85,15.31,13.97,0.2,0.25,1.25,76.27,20.08,65.77,5.27,0.0,32.13,92.96,0
66.53,99.51,88.23,2.69,2.69,2.69,482.76,0.0,158.23,0.0,33.15,49.58,1.5,67.18,33.15,200.7,6.22,0.0,0.85,0.95,0
