ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
0.04,-1.44,0.16,0.23,0.23,0.24,1417.95,5.55,861.43,10.67,0.78,-27.44,-35.4,5.76,102.82,8.21,0.13,1.51,22.23,52.74,0
7.12,52.94,21.6,0.82,0.84,0.84,1107.96,17.64,874.26,,0.85,6.32,7.44,7.12,86.56,8.38,,0.0,0.0,0.0,0
0.22,0.67,0.52,0.88,0.99,3.4,877.47,15.8,163.24,398.34,0.59,1.83,3.09,21.5,67.59,18.94,1.82,0.0,51.15,258.18,0
3.21,4.49,3.81,0.57,0.75,2.38,433.34,13.1,69.94,115.01,0.26,0.37,1.4,12.18,28.48,62.06,1.34,2.6,10.65,57.51,0
23.1,39.4,29.76,1.6,1.9,2.27,470.25,56.67,191.94,72.46,0.41,0.71,1.71,32.92,41.38,62.62,9.78,0.0,12.66,51.84,0
10.25,31.4,1.85,0.31,1.02,1.04,65.9,30.78,43.68,1.19,0.67,2.06,3.06,13.12,67.37,16.24,1.12,0.0,0.52,15.98,0
0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0
0.11,0.16,0.87,0.1,0.6,0.6,2919.62,311.27,624.09,0.0,0.31,0.45,1.45,0.11,31.0,0.35,0.79,0.0,0.0,0.0,0
0.01,0.01,0.01,0.15,4.51,4.88,324.81,137.51,31.5,11.74,0.12,0.14,1.14,41.76,12.2,56.68,1.7,0.0,37.15,93.11,0
0.98,2.51,29.08,0.18,1.18,1.35,10841.09,5962.42,5998.68,1018.93,0.59,1.52,2.56,0.98,60.98,5.93,1.61,0.0,0.0,0.0,0
6.46,23.31,61.6,0.0,0.45,0.87,3478.63,822.73,619.55,831.31,0.71,2.57,3.61,16.53,72.27,16.95,0.62,38.21,95.94,-84.03,0
2.08,2.65,3.47,0.78,1.84,3.65,609.8,71.24,67.56,124.17,0.15,0.19,1.28,17.68,21.82,109.41,1.38,0.0,26.07,108.18,0
-1.22,-46.3,-1.51,0.01,0.49,0.51,450.24,155.83,307.33,7.91,0.86,32.54,37.89,2.53,97.36,21.91,0.25,16.2,4.63,27.43,0
9.62,48.67,10.75,0.01,0.79,1.05,407.92,121.02,124.38,41.07,0.8,4.06,5.06,19.82,80.24,16.9,0.85,7.61,11.4,48.3,0
4.11,4.66,5.06,2.94,5.14,7.62,450.12,30.64,38.28,96.38,0.11,0.12,1.13,27.86,11.78,204.94,2.62,0.0,29.29,71.06,0
1.38,2.76,3.31,0.0,1.84,2.16,877.96,556.27,230.12,96.2,0.47,0.95,2.01,15.18,50.21,16.43,2.83,8.35,33.2,-2299.02,0
0.41,0.66,0.5,0.05,0.82,1.63,447.03,88.39,79.21,94.85,0.3,0.48,1.61,22.76,37.82,36.83,1.14,8.8,27.37,109.1,0
2.9,11.24,9.47,0.12,0.26,0.48,1192.47,120.9,869.04,194.29,0.74,2.88,3.88,9.27,74.22,10.65,0.41,0.0,20.82,190.03,0
21.62,53.43,22.15,0.48,0.48,1.52,373.96,,148.29,155.71,0.4,1.0,2.47,24.37,59.53,82.79,1.06,0.0,2.81,19.08,0
-2.5,-16.58,-4.61,0.0,1.03,1.8,671.94,140.19,69.35,115.46,0.83,5.48,6.63,3.94,84.91,6.87,1.29,67.96,11.86,48.37,0
1.55,1.94,1.58,0.49,0.95,2.33,373.29,19.76,43.27,60.82,0.19,0.24,1.25,17.83,20.25,102.68,1.19,0.33,16.66,65.59,0
8.76,10.08,19.86,6.21,7.08,8.74,828.09,56.05,64.49,108.51,0.13,0.15,1.15,21.96,13.13,112.67,2.99,0.0,29.95,69.83,0
6.41,52.44,6.38,0.08,0.26,0.68,363.59,46.8,248.5,103.87,0.72,5.89,8.19,34.03,87.78,24.22,0.25,0.0,27.52,63.96,0
-9.38,-19.68,-67.94,0.09,0.39,0.65,2643.09,250.61,735.3,229.87,0.4,0.85,2.1,1.79,52.33,-0.19,0.7,4.88,80.93,-163.64,0
-2.6,-35.91,-4.24,0.37,0.4,0.47,595.45,10.08,432.03,34.21,0.93,12.83,13.83,1.67,92.77,25.39,0.4,0.0,6.95,21.14,0
0.14,0.2,0.28,0.49,0.66,3.2,708.63,21.21,128.52,330.45,0.26,0.36,1.38,21.82,27.57,21.22,1.95,0.0,42.09,164.12,0
4.01,4.77,7.11,3.09,4.37,8.77,647.62,43.61,34.04,151.81,0.11,0.14,1.19,22.45,16.0,98.56,1.69,0.0,32.73,83.1,0
0.79,4.67,1.68,0.0,0.08,0.33,781.79,30.93,247.56,103.36,0.83,4.94,5.94,2.35,83.16,6.47,0.35,20.21,3.36,32.04,0
0.47,0.54,6.24,0.24,3.02,6.39,4841.21,390.59,25.71,480.35,0.1,0.12,1.15,5.27,12.81,59.48,1.16,2.41,63.65,-64.66,0
0.63,0.63,1.49,655.83,655.83,655.83,864.31,,1.3,,0.0,0.0,1.0,0.63,0.15,413.04,,0.0,0.0,0.0,0
-2.27,-3.67,-30.03,0.33,0.72,1.11,4835.96,683.59,1755.92,690.57,0.38,0.62,1.62,10.37,38.25,29.11,1.06,0.0,167.38,-110.68,0
12.92,16.89,21.07,0.93,2.36,2.8,595.2,95.11,44.84,29.14,0.22,0.29,1.31,24.38,23.49,72.25,1.23,3.63,18.69,43.96,0
