ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,IS_BANKRUPT
-9.79,-15.83,-13.54,0.06,0.23,0.82,503.44,25.05,120.03,83.59,0.37,0.6,1.62,6.79,36.89,12.61,0.9,9.63,16.29,145.78,0
4.12,4.63,15.17,9.22,10.17,12.82,1338.68,71.84,75.15,199.5,0.11,0.12,1.12,16.14,10.79,97.56,3.45,0.0,32.12,69.03,0
-7.94,-10077.78,-14.34,0.57,1.02,1.03,656.89,162.36,364.65,5.43,1.0,1267.62,1268.62,-7.94,99.92,-3.42,0.0,0.0,0.0,0.0,0
-0.13,-0.68,-0.09,0.09,0.42,0.54,241.94,50.36,149.33,16.87,0.67,3.38,5.06,42.49,66.82,22.92,0.34,0.0,20.15,54.67,0
1.6,3.01,13.94,0.23,0.57,0.85,3166.55,301.2,822.16,260.87,0.36,0.68,1.88,7.46,36.07,30.39,0.8,3.77,36.02,-76.42,0
1.04,62.65,1.33,0.19,0.29,0.35,465.36,41.31,442.17,25.94,98.34,5934.94,60.35,5.73,98.34,36.81,0.07,0.0,4.09,9.06,0
-10.25,388.97,-952.08,1.3,1.55,1.55,33823.91,4225.34,17155.74,,1.03,-38.96,-37.96,-10.25,102.63,-3.94,2.37,0.0,0.0,0.0,0
-52.04,-302.41,-76.23,0.62,0.75,1.22,533.2,32.21,242.5,114.25,0.82,4.76,5.81,-17.06,81.94,-41.63,1.15,24.09,32.14,-193.71,0
0.1,0.13,0.22,1.82,2.96,8.3,762.87,45.83,40.03,213.94,0.14,0.16,1.2,19.76,13.69,61.33,1.64,0.0,29.85,78.65,0
1.97,8.43,10.3,0.04,0.04,0.23,1904.45,,1169.34,221.69,76.65,328.31,4.28,3.81,76.65,42.74,0.44,0.0,7.14,-2.28,0
1.3,1.39,29.44,0.35,1.44,4.22,8264.99,527.57,245.11,1345.56,0.07,0.07,1.07,10.87,6.98,103.14,1.25,2.93,217.39,-185.98,0
8.4,9.14,19.46,12.42,12.47,12.47,843.53,2.84,66.92,,0.08,0.09,1.09,28.08,8.14,103.2,,0.0,45.61,63.83,0
-3.24,-6.37,-44.6,0.18,0.67,1.13,5010.85,1196.69,2421.86,1091.44,0.49,0.97,1.97,8.47,49.13,24.32,1.13,0.0,161.24,-82.41,0
6.24,8.52,12.48,0.29,1.69,3.0,728.17,60.75,19.13,56.63,0.26,0.35,1.37,17.82,25.78,36.69,1.13,16.19,16.49,37.97,0
-30.85,-49.05,-23.42,0.47,2.69,2.69,276.39,225.54,101.44,,0.37,0.59,1.59,-30.85,37.11,-48.48,,0.0,0.0,0.0,0
22.23,33.95,11.28,0.35,0.98,1.19,184.76,37.73,60.18,12.77,0.35,0.53,1.53,41.27,34.52,104.17,1.09,0.0,9.66,31.39,0
30.41,69.86,,1.3,1.49,1.49,363.3,36.86,202.9,,0.56,1.3,2.3,30.41,56.47,65.05,2.75,0.0,0.0,0.0,0
39.7,66.26,,0.62,1.16,1.16,183.81,38.08,70.5,0.0,0.4,0.67,1.67,131.36,40.08,182.19,1.16,0.0,34.17,36.63,0
,,,,,,,,,,,,,,,,,,,,0
38.63,89.53,,0.61,1.63,1.63,194.86,93.36,108.53,,0.57,1.32,2.32,43.45,56.86,69.62,5.43,0.0,2.43,19.67,0
1.37,3.06,,0.05,1.64,1.45,130806.88,19121.97,71298.71,-13146.07,0.55,1.23,2.23,5.05,55.11,13.93,2.24,0.0,973.74,-8.52,0
33.14,87.33,20.32,0.67,1.34,1.34,223.13,92.15,136.92,,0.62,1.63,2.63,34.57,62.05,63.33,2.27,0.0,0.65,2.07,0
0.09,0.15,0.36,0.01,0.75,1.39,1515.64,232.43,124.52,210.59,0.29,0.48,1.67,20.45,29.01,46.57,0.92,15.48,59.41,292.29,0
6.44,77.5,9.45,0.07,0.24,1.09,534.04,82.02,484.26,410.44,0.92,11.03,12.03,6.44,91.69,7.03,,0.0,0.0,0.0,0
4.55,29.14,2.39,0.09,0.44,0.46,191.05,50.17,123.98,2.38,0.84,5.4,6.4,19.02,84.38,33.21,0.36,17.94,7.59,40.57,0
1.1,41.2,2.31,0.01,0.42,0.46,761.96,297.65,688.87,23.7,0.97,36.41,37.41,1.1,97.33,16.94,0.09,3.52,0.0,0.0,0
3.62,5.3,18.56,4.93,5.2,6.94,1864.39,38.78,146.99,255.57,0.32,0.46,1.46,20.44,31.65,94.74,2.06,0.0,86.13,-36.78,0
-19.43,-40.87,,0.19,0.35,0.39,1179.69,78.4,388.84,18.12,0.43,0.91,2.1,-1.19,43.17,-39.75,0.57,9.63,40.55,-228.91,0
1.47,3.64,2.8,0.01,0.23,0.5,693.01,84.73,378.12,101.88,0.6,1.48,2.48,40.94,59.62,24.14,0.59,0.0,54.01,303.93,0
-4.01,-5.09,-15.42,0.34,0.4,1.22,1399.34,11.29,203.59,168.29,0.21,0.27,1.27,10.41,21.11,0.48,0.97,0.0,41.21,78.37,0
5.02,-344.74,4.16,0.06,0.06,0.72,301.94,,188.18,124.36,1.01,-69.66,-68.66,21.82,101.46,4.95,0.68,7.61,10.29,-822.03,0
2.93,12.73,20.67,0.18,0.8,1.11,2568.18,889.72,842.13,447.87,74.87,325.38,4.35,9.98,74.87,14.24,0.94,34.79,35.86,-83.39,0
-35.86,389.28,-76.51,0.61,0.92,0.92,776.71,253.0,838.34,,1.09,-11.86,-10.86,-22.04,109.21,-0.42,,0.0,29.47,55.88,0
21.35,22.3,19.9,13.36,22.48,22.66,339.34,130.65,14.33,2.6,0.04,0.04,1.04,21.35,4.27,539.5,29.61,0.0,0.0,0.0,0
13.25,37.45,15.26,0.59,7.81,8.64,419.26,199.54,27.64,23.04,0.65,1.83,2.83,13.33,64.62,47.02,2.19,0.0,0.09,0.33,0
-12.35,124.96,-45.85,0.03,0.1,0.33,1350.88,91.04,1338.46,305.13,1.1,-11.11,-10.11,8.2,109.89,-4.98,-0.02,0.0,76.29,738.54,0
-2.55,-7.71,-26.33,16.12,16.2,26.47,3753.81,6.88,93.09,955.69,0.67,2.02,3.02,20.55,66.87,10.98,1.09,0.0,169.98,-346.63,0
0.87,19.22,5.37,1.07,2.0,2.0,2248.23,401.48,428.96,,0.95,21.09,22.09,1.79,95.47,10.67,1.32,0.0,4.18,5.49,0
7.06,7.7,46.74,12.01,12.01,12.01,2411.25,,198.5,,0.08,0.09,1.09,7.06,8.32,84.77,,0.0,0.0,0.0,0
0.39,0.64,0.71,0.25,0.55,1.67,653.82,39.54,120.45,144.13,0.38,0.61,1.63,12.8,37.69,34.81,1.18,6.57,16.14,67.17,0
-19.37,-52.31,-65.19,0.04,0.09,0.66,1224.9,34.95,203.35,384.05,0.6,1.63,2.7,17.97,60.4,-9.26,0.66,38.6,89.34,76.15,0
-12.41,-300.19,-34.0,0.08,0.14,0.72,997.68,47.68,790.03,458.61,0.96,23.2,24.2,-12.41,95.87,1.85,0.47,0.0,0.0,0.0,0
-6.87,-14.56,-55.74,0.02,0.59,1.26,2955.48,431.95,408.69,515.02,0.42,0.88,2.12,29.27,41.54,8.23,0.93,12.04,219.43,-261.33,0
-39.57,-49.93,,7.12,8.01,8.01,246.47,27.27,30.42,0.0,0.21,0.26,1.26,43.2,20.75,-190.66,,0.0,41.29,101.07,0
1.73,6.7,0.62,0.04,0.5,1.34,129.7,38.2,75.31,71.14,0.73,2.81,3.87,16.86,72.65,6.54,2.75,6.82,3.82,63.05,0
-0.03,-0.04,-0.09,1.39,1.79,3.18,1310.77,60.25,82.03,209.59,0.23,0.34,1.47,12.11,22.95,61.72,1.25,5.38,31.12,99.79,0
0.9,4.97,4.61,0.04,0.26,0.54,1854.29,95.45,290.19,122.4,0.82,4.5,5.5,2.57,81.81,7.95,0.88,65.94,6.01,-67.01,0
14.12,18.32,9.4,1.28,1.93,3.76,242.24,29.8,45.37,82.85,0.23,0.3,1.3,86.81,22.9,120.29,2.68,0.0,34.31,150.89,0
2.15,2.73,1.87,0.95,2.11,3.71,316.66,39.1,33.87,54.19,0.21,0.27,1.27,28.15,21.36,66.49,1.45,0.0,22.62,127.16,0
0.2,0.99,6.07,0.01,1.05,1.23,11155.13,5165.11,1349.13,865.42,0.66,3.3,5.0,8.38,66.02,4.46,0.91,32.83,177.28,-60.09,0
-7.16,-9.61,-18.52,0.34,0.78,3.39,941.97,71.87,104.39,432.44,0.22,0.3,1.34,13.91,22.3,1.86,1.94,6.55,38.97,209.07,0
-0.08,-0.19,-0.97,0.65,1.67,1.94,4433.23,1866.83,191.54,511.65,0.57,1.34,2.34,2.76,57.35,15.37,3.17,51.38,34.55,-34.37,0
0.36,1.95,1.85,0.0,0.09,0.47,1893.95,135.7,1215.67,553.86,0.8,4.4,5.5,4.18,79.94,5.16,0.37,13.53,13.9,67.16,0
-0.43,-0.77,-0.41,0.32,0.55,1.62,346.4,24.18,97.91,111.61,0.44,0.79,1.79,44.17,44.16,6.18,1.37,1.97,30.82,205.94,0
0.89,1.76,1.29,0.02,0.24,1.44,526.73,34.86,131.55,192.02,0.4,0.79,1.97,29.6,40.11,33.8,1.08,9.98,28.39,87.84,0
1.84,3.37,9.26,0.25,1.15,2.4,1829.8,134.63,149.84,186.47,36.45,66.68,1.83,9.3,36.45,33.13,0.75,4.14,26.46,543.97,0
-0.89,-2.31,-1.86,0.0,0.07,0.69,761.04,23.25,258.39,204.84,0.54,1.41,2.6,8.76,54.13,24.01,0.69,9.94,14.7,51.84,0
0.02,0.04,0.06,0.03,0.56,1.56,1030.83,109.64,140.73,208.66,0.35,0.61,1.76,20.25,34.53,42.84,1.03,6.67,41.25,167.84,0
30.43,85.69,62.75,0.02,0.04,0.41,750.64,6.34,156.59,162.03,0.64,1.8,2.82,39.66,63.94,53.09,0.52,38.24,13.89,174.54,0
-5.63,76.05,-3.13,0.04,0.5,0.66,202.33,49.13,105.6,16.39,107.4,-1450.91,-13.51,3.39,107.4,2.65,0.62,0.0,3.71,47.91,0
-0.18,-154.88,-0.32,0.0,0.13,0.22,655.67,76.2,506.17,51.93,0.92,808.22,877.86,9.24,92.07,8.23,0.01,12.54,12.27,76.64,0
21.54,22.94,,11.91,16.45,16.45,1317.71,360.0,79.23,0.0,0.06,0.06,1.06,21.54,6.08,354.38,,0.0,0.0,0.0,0
12.48,17.65,8.67,2.14,3.41,3.41,252.89,93.47,73.29,,0.29,0.41,1.41,12.48,29.3,42.58,,0.0,0.0,0.0,0
4.95,13.22,5.63,0.1,0.82,0.88,414.48,183.34,227.04,14.02,62.57,167.2,2.67,8.24,62.57,12.19,0.84,6.39,3.75,121.67,0
7.71,11.39,14.87,0.0,1.23,2.9,702.13,97.07,29.42,130.61,0.32,0.48,1.48,12.94,32.3,44.56,1.31,23.03,7.16,22.69,0
-4.03,-8.87,-9.29,0.08,0.38,1.21,838.26,96.08,216.0,262.19,0.39,0.87,2.2,10.06,39.37,16.37,0.85,12.15,23.07,1677.28,0
0.14,1.18,0.8,0.7,0.74,0.89,2028.78,76.85,1762.29,259.45,87.83,721.69,8.22,0.14,87.83,0.16,0.55,0.0,0.0,0.0,0
0.14,0.2,1.43,0.22,0.32,2.01,3604.52,83.16,378.88,1338.24,0.27,0.37,1.38,10.58,26.98,25.69,1.39,16.38,70.47,-72.06,0
6.82,7.36,38.01,5.17,6.07,16.67,2030.09,46.76,52.65,557.71,0.07,0.08,1.08,14.72,7.36,180.87,1.73,0.0,31.76,55.02,0
-7.68,-9.49,-21.46,3.82,3.82,5.28,1016.68,,190.39,278.4,19.02,23.49,1.23,6.56,19.02,-40.4,,0.0,39.8,82.7,0
-2.54,-2.99,-4.33,0.81,1.49,5.29,621.82,36.35,53.56,203.72,0.11,0.13,1.18,26.63,11.05,100.92,1.6,0.0,35.17,95.43,0
0.83,1.4,1.33,0.0,0.11,1.33,583.76,13.07,100.53,143.84,0.37,0.62,1.69,17.84,36.98,53.07,1.03,8.13,19.68,76.44,0
21.38,48.56,26.95,0.03,0.16,0.78,458.72,30.12,129.82,145.03,0.56,1.27,2.27,47.86,55.92,61.83,0.81,22.39,21.6,380.79,0
-9.23,-11.38,,5.31,5.31,5.31,,,,,0.19,0.23,1.23,-9.23,18.85,-48.98,,0.0,,,0
-0.21,-0.62,-0.78,0.21,0.33,0.78,1362.21,66.62,580.8,265.4,0.46,1.36,2.95,15.7,46.17,15.5,0.55,0.0,43.14,-133.6,0
11.38,66.26,,0.33,0.52,0.52,294.04,46.51,238.92,,0.83,4.82,5.82,41.81,82.82,31.82,0.3,0.0,18.13,31.0,0
-0.7,-1.2,-1.78,0.02,0.15,0.97,929.12,45.8,228.57,282.79,0.39,0.68,1.72,12.14,39.29,24.71,0.93,13.79,23.79,79.43,0
1.82,4.67,25.07,0.01,0.1,0.91,5015.11,233.85,2440.85,2284.75,0.61,1.57,2.57,36.27,61.03,24.4,1.7,7.83,340.69,-76.15,0
-1.96,-2.21,-5.01,11.92,14.46,17.76,929.49,105.16,41.45,136.76,0.06,0.07,1.13,17.92,5.96,69.91,4.52,0.0,37.13,2742.93,0
10.21,12.43,6.63,0.0,0.38,3.46,236.31,7.43,39.33,123.79,0.18,0.22,1.22,33.93,17.85,116.24,2.04,0.32,10.99,34.33,0
5.86,25.99,4.78,1.08,1.09,1.09,296.75,1.92,227.33,,0.77,3.44,4.44,5.86,77.46,19.12,1.43,0.0,0.0,0.0,0
0.29,0.99,,0.01,0.43,1.41,643.51,190.58,448.08,436.14,70.6,240.41,3.41,7.74,70.6,1.22,87.26,0.0,9.69,61.61,0
-0.58,-0.79,-1.85,0.09,0.95,2.87,1151.73,114.25,46.42,257.0,0.18,0.25,1.36,16.68,18.21,33.68,1.2,7.64,38.43,123.58,0
-47.62,600.44,-140.03,0.09,0.09,0.47,1070.43,,1142.62,429.49,1.08,-13.61,-12.61,-47.62,107.93,-25.08,-0.16,0.0,0.0,0.0,0
4.68,11.65,7.14,0.04,0.76,1.17,555.11,88.22,54.48,50.53,0.51,1.27,2.49,14.05,51.09,27.23,0.94,18.99,10.3,42.88,0
-39.41,-61.45,-26.03,0.19,0.96,1.71,240.48,64.15,83.57,62.42,0.36,0.56,1.56,-26.42,35.87,-103.19,1.62,0.0,6.17,-40.07,0
-9.5,-18.9,-93.11,0.82,1.73,3.63,3565.97,85.89,94.25,179.18,0.5,0.99,1.99,-4.1,49.72,-3.32,0.68,0.0,37.51,90.09,0
0.08,0.09,0.31,3.96,14.08,22.63,1443.91,284.52,28.11,240.6,0.08,0.1,1.18,10.92,8.21,98.05,1.63,0.0,30.5,108.94,0
-27.39,116.07,-25.48,0.15,0.2,0.29,338.5,18.02,413.74,37.99,1.24,-5.24,-4.24,-20.49,123.6,2.05,-0.37,0.0,6.42,-102.37,0
0.01,0.05,0.02,0.02,0.55,1.12,465.61,104.46,121.99,112.97,0.67,2.68,3.98,5.32,67.39,12.4,0.84,28.89,4.87,96.46,0
0.74,1.37,3.51,0.0,0.4,1.03,1725.31,175.62,359.42,287.43,0.46,0.84,1.84,18.41,45.77,32.26,1.0,18.28,83.76,-180.63,0
-0.29,-1.9,-0.42,0.08,0.61,0.96,526.41,214.21,373.4,140.23,0.83,5.49,6.61,14.37,83.08,6.5,0.78,6.27,15.23,101.35,0
-35.12,62.65,-353.55,0.01,1.21,1.44,3664.69,2325.16,1939.64,459.38,152.38,-271.88,-1.78,2.05,152.38,-12.26,1.92,0.0,269.18,-101.09,0
0.19,0.26,0.2,0.18,1.23,3.04,376.32,64.91,47.77,113.42,0.2,0.27,1.36,14.3,19.66,42.07,1.55,4.05,10.73,48.69,0
11.71,47.37,7.65,0.66,1.08,1.08,237.88,73.31,176.54,0.56,0.75,3.05,4.05,24.08,75.28,62.28,1.31,0.0,8.08,18.45,0
2.09,4.0,5.23,0.02,0.2,1.09,912.76,29.37,62.66,147.77,0.47,0.91,1.92,13.69,47.48,13.79,1.03,16.79,21.43,62.72,0
2.81,29.13,10.74,0.03,0.2,0.57,1390.17,100.1,337.26,215.87,0.85,8.82,10.36,15.21,85.12,9.74,0.31,30.34,34.51,187.96,0
0.64,1.44,0.63,0.46,0.69,1.73,358.85,45.3,195.04,203.61,0.56,1.25,2.25,22.75,55.53,6.29,9.4,0.0,21.8,76.44,0
-0.48,-6.55,-0.57,0.3,1.49,1.08,430.34,457.56,392.44,-158.16,92.66,1263.22,13.63,22.23,92.66,-0.52,,0.0,26.85,51.02,0
1.19,2.51,2.8,0.0,0.14,0.59,859.88,32.34,259.54,142.53,0.47,1.0,2.12,8.11,47.44,18.06,0.74,12.64,11.6,39.98,0
-0.48,-2.13,-2.38,0.01,0.14,0.31,1803.05,129.59,641.29,172.89,0.74,3.29,4.43,8.99,74.3,11.49,0.64,19.61,34.04,-520.27,0
-15.78,-37.32,-28.57,0.09,0.49,0.81,659.2,116.13,366.43,118.57,0.57,1.35,2.37,-9.36,57.19,29.68,0.78,0.0,7.79,61.48,0
24.89,33.85,24.0,2.86,3.22,3.51,351.06,33.2,91.96,26.04,0.26,0.36,1.36,27.83,26.48,108.67,10.31,0.0,2.84,12.69,0
10.22,22.94,8.37,0.75,1.57,1.57,298.16,134.03,162.94,,0.55,1.25,2.25,28.92,55.46,31.35,3.56,0.0,11.28,33.5,0
2.0,23.22,4.27,0.01,0.41,0.5,777.08,207.44,505.45,48.62,69.34,805.68,11.62,3.25,69.34,13.56,0.16,1.57,2.0,11.52,0
0.01,0.01,0.05,0.51,0.89,2.65,2166.5,76.1,202.04,355.06,0.13,0.17,1.3,17.06,12.82,59.24,1.06,0.0,71.61,170.97,0
2.41,3.38,3.88,0.3,1.83,3.31,586.58,97.32,42.48,94.98,0.18,0.25,1.4,18.77,17.94,66.97,1.22,6.05,19.54,67.35,0
0.53,0.64,1.89,1.08,2.73,4.41,1301.59,216.9,132.1,222.2,0.17,0.2,1.2,9.54,17.01,42.85,1.67,7.88,23.0,125.3,0
1.51,-19.15,2.54,0.31,0.45,1.1,612.09,38.2,342.86,225.95,1.03,-12.99,-12.67,7.28,102.52,6.61,0.49,0.0,6.54,-1315.57,0
2.54,4.76,3.18,0.05,0.9,1.94,456.2,91.63,82.13,110.83,0.47,0.87,1.87,27.77,46.57,31.27,1.41,9.54,20.48,53.13,0
25.4,39.37,280.35,1.5,1.59,1.67,4017.13,184.12,2088.1,174.43,0.35,0.55,1.55,25.4,35.48,83.1,5.35,0.0,0.0,0.0,0
1.34,2.07,4.03,0.02,0.75,1.51,1097.05,206.13,104.5,215.72,0.3,0.46,1.55,13.98,29.73,34.86,1.12,18.7,27.0,85.37,0
-0.62,-34.21,,0.19,0.19,0.19,,,,,0.98,53.92,54.92,-0.62,98.18,-0.63,0.02,0.0,,0.0,0
5.67,9.5,6.58,0.25,0.4,0.83,422.02,23.22,18.99,66.23,0.4,0.67,1.67,12.92,40.29,54.34,0.86,32.11,8.4,55.0,0
5.8,54.03,6.9,0.19,0.57,0.69,433.26,145.0,382.53,48.59,89.27,832.09,9.32,8.13,89.27,24.81,0.28,0.0,2.78,9.57,0
0.85,2.46,1.71,0.0,0.56,1.5,732.54,180.12,143.45,308.58,0.65,1.89,2.9,13.02,65.22,8.92,1.07,25.23,17.26,359.27,0
-0.05,3.43,-0.85,0.22,0.26,0.4,5664.71,181.44,4335.19,615.65,0.79,-49.96,-62.88,0.14,79.45,8.27,-0.02,0.0,2.09,4.84,0
18.16,43.77,9.96,0.09,0.1,1.68,199.62,1.39,115.42,181.98,0.59,1.41,2.41,47.42,58.51,31.04,,0.0,11.92,39.25,0
2.26,8.08,2.43,0.68,0.85,1.02,390.48,39.22,226.94,39.47,0.7,2.5,3.57,27.44,70.04,27.55,0.96,0.25,21.72,107.1,0
0.1,0.53,0.21,0.01,0.42,0.46,743.14,223.59,198.76,28.47,0.81,4.13,5.13,4.62,80.52,3.28,0.31,52.99,6.52,39.55,0
10.64,20.48,9.22,0.13,0.26,1.22,315.48,17.0,71.0,129.51,0.46,0.89,1.92,34.98,46.38,43.52,1.13,20.37,14.91,54.68,0
14.82,27.37,19.13,1.59,1.71,2.18,469.92,26.42,213.11,100.02,0.46,0.85,1.85,14.82,45.85,32.32,,0.0,0.0,0.0,0
2.88,6.41,5.14,0.21,0.37,1.67,648.48,36.58,232.83,303.55,0.49,1.09,2.22,27.05,49.23,23.55,1.45,7.48,31.5,129.36,0
14.37,18.03,20.64,2.79,4.41,5.38,522.66,82.21,50.49,48.89,0.19,0.24,1.25,22.65,19.42,98.2,1.97,2.69,8.8,24.92,0
1.15,3.8,2.95,0.02,0.14,0.28,932.0,61.6,436.96,70.5,0.7,2.29,3.29,2.02,69.63,25.28,0.54,6.48,2.22,14.62,0
1.61,21.51,,0.13,1.08,1.08,83.42,72.62,76.1,,92.51,1234.7,13.35,54.88,92.51,1.74,,0.0,8.98,69.62,0
-18.14,-31.78,-74.26,0.04,0.64,1.26,1490.06,55.58,151.69,329.87,0.4,0.7,1.75,41.8,40.04,-2.88,1.09,25.58,172.49,-648.4,0
4.77,19.79,4.51,0.29,1.55,1.98,343.76,67.12,56.34,24.51,0.55,2.28,4.15,14.5,54.87,21.72,0.6,0.0,6.37,53.97,0
0.69,1.05,0.89,0.33,0.62,1.41,468.34,33.19,67.43,91.04,0.27,0.41,1.53,15.61,26.83,38.27,1.03,10.37,13.88,164.33,0
5.5,8.91,3.22,1.81,2.27,2.41,213.2,29.41,63.84,8.58,0.31,0.5,1.62,16.27,30.85,34.45,2.3,0.0,4.54,31.88,0
29.07,72.08,12.33,1.41,1.68,1.68,154.41,24.16,91.13,,0.6,1.48,2.48,29.07,59.67,48.71,,0.0,0.0,0.0,0
1.63,5330.95,5.38,5.32,5.99,7.6,1200.74,44.18,65.61,105.72,1.0,3265.29,3266.29,1.63,99.97,17.86,1.63,0.0,0.0,0.0,0
0.25,1.0,1.27,0.08,0.43,0.83,1831.56,346.99,929.28,387.64,0.55,2.18,3.96,10.89,54.98,17.68,0.46,3.06,39.27,-45.27,0
3.14,5.82,1.34,0.22,0.72,1.82,155.47,29.45,44.25,65.53,0.46,0.85,1.85,19.54,45.97,14.84,2.07,16.97,7.0,56.01,0
1.54,3.02,2.4,0.49,0.84,1.34,567.83,62.98,88.95,96.64,0.37,0.72,1.96,25.01,36.65,30.15,0.97,18.14,26.96,1073.9,0
1.29,31.28,5.61,0.0,1.22,1.31,1588.93,1191.73,854.48,82.72,0.87,21.19,24.32,2.93,87.13,10.75,1.12,7.71,5.24,-9.45,0
13.59,13.59,2.78,,,,74.57,22.19,,18.24,,,1.0,65.41,0.0,,,0.0,10.62,70.43,0
25.22,91.06,15.55,0.82,0.94,1.33,224.46,20.14,160.5,62.07,0.72,2.61,3.61,25.46,72.3,38.93,8.48,0.0,0.0,0.0,0
3.74,22.15,34.83,0.19,0.49,0.66,3391.82,308.06,631.57,168.31,0.51,3.01,5.93,5.91,50.76,20.81,0.46,31.57,14.71,-76.82,0
,,,,,,,,,,,,,,,,,,,,0
