ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT
0.36,0.82,0.86,0.04,0.2,0.44,873.17,71.33,394.98,108.05,0.56,1.28,2.28,5.73,56.2,11.66,0.63,9.42,12.87,37.06,0.47,1.1,1.05,0.07,0.23,0.52,817.07,69.05,419.7,132.51,0.58,1.36,2.36,5.57,57.56,10.59,0.62,5.11,11.43,37.78,0
12.88,47.87,10.43,0.08,1.1,1.29,294.68,217.67,212.72,39.46,0.73,2.72,3.72,19.57,73.09,17.63,5.37,0.0,5.42,28.13,6.44,20.32,6.21,0.8,0.95,1.03,352.23,32.87,214.12,15.48,0.68,2.16,3.16,12.92,68.31,14.46,1.07,6.56,6.25,29.41,0
-0.61,-1.48,-0.07,0.96,0.37,0.97,38.77,-6.26,10.76,6.49,0.59,1.41,2.41,25.17,58.55,69.03,0.99,0.0,2.75,34.22,0.29,1.03,0.06,0.0,0.57,1.14,74.57,27.56,42.59,27.65,0.72,2.58,3.58,9.42,72.03,32.39,1.36,7.75,1.87,30.91,0
-9.27,-46.25,-3.41,0.32,0.88,1.17,133.82,49.52,87.54,25.84,0.8,3.99,4.99,6.92,79.96,-1.1,1.54,13.71,5.95,80.89,4.1,20.68,1.81,0.14,0.53,0.87,160.88,49.08,119.45,42.38,0.8,4.04,5.04,58.06,80.15,15.67,0.64,3.14,23.78,77.75,0
0.03,0.36,0.02,0.22,0.65,1.14,249.1,92.67,158.68,106.92,0.92,10.82,11.82,25.77,91.54,0.03,,23.3,17.61,92.02,0.03,1.35,0.02,0.2,0.61,1.04,231.85,90.93,156.48,94.82,0.98,51.11,52.11,30.91,98.08,0.03,,27.19,19.62,98.89,0
42.08,72.38,14.68,0.15,1.45,2.25,126.97,62.33,47.85,39.38,0.42,0.72,1.72,84.37,41.85,108.09,4.32,0.16,14.75,43.57,6.84,11.12,4.05,0.41,1.35,2.42,215.89,72.85,76.53,83.18,0.38,0.62,1.62,41.47,38.46,25.36,4.95,0.17,20.48,72.17,0
29.22,138.38,12.61,0.38,1.26,1.29,157.14,94.49,80.04,3.72,0.79,3.74,4.74,51.13,78.89,41.99,2.77,26.54,9.46,31.92,21.68,47.7,8.79,1.65,2.48,2.52,147.94,44.57,53.42,1.76,0.55,1.2,2.2,44.98,54.55,47.81,7.84,16.41,9.44,33.76,0
2.16,6.87,1.01,0.51,1.42,1.45,169.59,74.15,63.77,2.87,0.69,2.18,3.18,14.72,68.55,15.76,1.77,10.98,5.85,74.72,2.59,7.32,1.22,0.53,1.46,1.49,171.66,90.33,63.21,3.03,0.65,1.82,2.82,22.82,64.56,17.97,2.93,20.05,9.51,65.32,0
0.98,1.38,3.02,262.47,470.62,470.71,1120.5,90.03,0.43,0.04,0.19,0.26,1.41,0.98,28.84,76.42,1.1,18.77,0.0,0.01,2.74,3.73,8.61,13.96,16.04,16.05,1145.85,25.1,12.02,0.04,0.17,0.23,1.36,2.75,26.57,86.56,1.08,15.67,0.02,0.04,0
18.13,22.9,17.01,3.73,7.55,7.89,341.58,161.57,42.29,14.56,0.21,0.26,1.26,61.64,20.84,128.46,101.52,0.0,40.84,67.12,7.71,12.03,7.63,1.28,4.29,4.46,361.42,237.94,78.97,13.53,0.36,0.56,1.56,58.31,35.95,21.77,92.58,0.03,50.11,78.81,0
-6.71,-17.89,-9.29,0.02,0.19,0.23,504.02,44.71,277.99,11.32,0.61,1.63,2.67,8.26,62.51,7.43,0.49,5.2,20.73,50.91,-0.56,-1.55,-0.98,0.09,0.2,0.26,633.24,42.09,377.09,21.81,0.63,1.75,2.75,11.6,63.66,0.46,0.47,2.98,21.1,70.31,0
8.35,9.75,6.59,2.22,6.14,6.41,287.39,125.72,32.19,9.04,0.14,0.17,1.17,36.22,14.38,89.49,3.18,0.0,22.0,63.96,2.53,2.96,2.33,2.08,5.22,5.6,335.4,129.04,41.36,16.24,0.14,0.17,1.17,28.94,14.41,48.95,2.91,0.0,24.27,68.45,0
0.43,1.1,0.34,0.11,0.56,1.07,285.77,72.99,161.65,82.72,0.58,1.46,2.53,25.54,60.44,12.72,1.03,0.0,19.71,78.24,0.39,0.99,0.3,0.22,0.64,1.13,280.52,69.65,162.37,79.62,0.59,1.5,2.54,25.03,60.57,11.89,1.19,0.0,18.94,75.83,0
10.13,88.77,3.21,0.22,0.48,0.9,115.36,24.97,97.06,41.25,0.89,7.77,8.77,16.32,88.59,17.68,0.63,0.0,1.96,26.89,9.1,49.51,123.87,0.25,0.7,0.94,4969.49,1666.51,3893.76,937.88,0.82,4.44,5.44,14.15,81.62,18.6,0.81,0.0,68.74,-1.58,0
-38.97,-152.99,-30.98,0.2,0.89,0.95,289.34,125.0,182.99,11.44,0.75,2.93,3.93,-31.52,74.53,-26.61,0.92,0.0,5.93,-80.92,-2.75,-12.81,-2.0,0.31,1.0,1.09,266.16,132.86,192.93,16.98,0.79,3.66,4.66,3.85,78.55,17.12,1.36,0.0,4.81,27.75,0
0.22,16.97,0.08,0.15,0.74,0.75,135.53,51.52,83.87,1.01,0.99,75.66,76.72,41.36,98.7,8.86,0.67,13.47,15.32,79.15,13.65,92.54,4.26,0.13,0.77,0.78,113.78,41.92,62.4,0.72,0.85,5.77,6.78,51.8,85.25,23.71,0.75,9.08,11.89,60.21,0
-0.98,-1.29,-274.09,12.54,15.93,15.93,101306.75,956.06,1620.89,,0.23,0.31,1.31,-0.98,23.5,-3.12,1.32,0.0,0.0,0.0,-0.52,-0.67,-67.76,49.77,61.0,61.0,47490.01,2040.92,181.67,,0.22,0.29,1.29,-0.51,22.37,-1.34,1.3,0.0,1.21,-3.13,0
1.1,1.14,50.13,0.13,24.02,24.02,16542.01,12838.78,537.55,0.0,0.03,0.03,1.03,1.1,3.29,61.48,4.59,0.0,0.0,0.0,3.61,4.15,106.69,0.12,18.46,18.46,10797.14,8989.22,221.09,0.0,0.13,0.15,1.15,3.61,13.16,51.4,6.36,11.08,0.0,0.0,0
68.28,93.35,19.49,3.53,3.84,4.0,103.88,6.39,20.39,3.32,0.27,0.37,1.37,77.34,26.86,294.81,4.12,0.0,2.59,8.4,-53.64,-90.02,-86.13,0.0,0.59,1.79,586.05,135.64,191.21,279.29,0.4,0.68,1.68,-38.53,40.41,-88.95,2.14,6.66,24.26,-125.3,0
22.56,76.96,8.65,0.36,1.15,1.21,139.57,77.57,97.56,5.47,0.71,2.41,3.41,22.56,70.68,38.52,2.11,0.0,0.0,0.0,30.23,82.71,13.69,0.05,0.67,0.97,165.23,63.97,103.4,31.23,0.63,1.74,2.74,30.23,63.45,63.63,0.96,0.0,0.0,0.0,0
15.19,17.35,13.02,7.58,9.95,9.97,311.87,71.21,30.04,0.53,0.12,0.14,1.14,73.0,12.44,148.46,36.6,0.0,49.53,72.17,15.46,19.77,14.4,2.52,4.76,4.77,339.98,151.9,67.64,0.59,0.22,0.28,1.28,41.86,21.84,76.14,22.96,0.0,24.6,55.96,0
11.2,26.45,3.45,0.56,1.11,1.44,111.96,35.09,63.82,21.67,0.58,1.36,2.36,43.22,57.66,30.48,2.54,0.0,9.85,57.36,8.55,18.4,3.41,0.44,1.25,1.53,145.61,61.84,76.88,22.29,0.54,1.15,2.15,38.66,53.53,28.9,2.62,0.0,12.01,58.5,0
0.59,1.55,0.43,0.1,0.62,1.1,267.75,77.63,68.88,79.63,0.62,1.65,2.65,61.22,62.23,17.24,1.2,35.0,44.6,83.01,1.16,2.85,0.55,0.1,1.01,1.39,172.04,88.87,72.04,37.51,0.59,1.45,2.45,70.55,59.18,13.34,2.12,15.39,32.71,81.72,0
-34.93,-179.76,-15.97,0.01,0.96,1.3,166.45,116.45,79.14,43.08,0.81,4.15,5.15,20.1,80.57,-34.62,9.5,26.67,25.16,172.84,5.01,17.44,2.64,0.01,1.0,1.46,192.16,127.71,72.07,59.29,0.71,2.48,3.48,64.19,71.25,9.89,52.81,29.86,31.16,105.25,0
20.07,70.6,6.6,0.05,0.69,0.69,119.74,53.71,34.87,0.14,0.72,2.52,3.52,165.02,71.57,37.23,0.55,41.96,47.68,82.73,34.08,84.75,13.04,0.01,0.43,0.43,139.69,33.36,39.17,0.12,0.6,1.49,2.49,157.95,59.79,65.67,0.54,29.31,47.41,70.97,0
8.29,19.97,1.12,0.57,0.78,1.14,49.28,4.54,20.04,9.09,0.58,1.41,2.41,161.65,58.47,26.71,1.07,10.24,20.76,88.87,12.05,26.78,1.91,0.69,1.1,1.69,57.86,6.06,16.03,9.53,0.55,1.22,2.22,143.47,55.01,38.7,1.28,16.43,20.83,83.85,0
20.61,88.28,9.49,0.35,1.26,1.26,167.61,116.16,127.07,,0.77,3.28,4.28,20.86,76.66,27.74,7.06,0.0,0.12,0.96,16.19,83.91,7.35,0.5,1.11,1.11,165.83,81.46,132.01,0.02,0.81,4.18,5.18,16.19,80.71,22.96,1.95,0.0,0.0,0.0,0
8.24,13.78,5.26,0.83,1.11,2.51,232.45,17.42,73.57,104.5,0.4,0.67,1.67,21.67,40.24,28.67,4.06,0.0,8.58,52.39,-1.21,-2.0,-0.48,0.99,2.03,4.15,145.5,22.02,22.56,48.5,0.39,0.65,1.65,28.74,39.38,8.46,2.55,0.0,11.94,84.9,0
